real_time_s,peak_time_s,peak_time_m,peak_time_h,bl_slope,avg_baseline,pk_ht1_hz,pk_ht2_hz,pk_ht3_hz,node_dev_1,node_dev_2,node_dev_mean,avg_pk_ht_hz,mass_pg,pk_fwhm,transit_t,valve_state,pk_order,segment_num,,,
3813162568,355.430089,5.923834817,0.09873058,5.55E-05,-1191.95207,72.03718521,76.91692482,71.81424777,1.586210564,1.334410917,1.460310741,71.92571649,55.86843689,116,217,5,164,0,,,
3813162568,355.5999742,5.926666236,0.098777771,-0.000110884,-1191.989293,103.2544749,110.2745256,103.24056,1.771291135,1.776648025,1.77396958,103.2475174,80.19770527,114,215,5,165,0,,,
3813162569,356.3333948,5.938889913,0.098981499,-4.84E-05,-1192.128773,157.8263685,170.0815005,157.5537868,2.462395741,2.439157642,2.450776692,157.6900777,122.4860673,131,236,5,168,0,,,
3813162569,356.402231,5.940037183,0.09900062,-2.67E-05,-1192.071361,4.050604108,4.467616445,4.075088385,0.002762687,-0.102033875,-0.049635594,4.062846246,3.155823538,95,186,5,169,0,,,
3813162569,356.5343065,5.942238442,0.099037307,-0.000131,-1192.118933,121.8269008,130.2561542,121.8824729,2.522792853,2.4698972,2.496345027,121.8546868,94.65085943,122,223,5,170,0,,,
3813162570,357.5061879,5.958436465,0.099307274,-0.000260087,-1192.2791,131.4837469,141.0805696,131.4172689,2.38037606,2.143887711,2.262131886,131.4505079,102.1044316,126,228,5,171,0,,,
3813162570,357.8527286,5.964212143,0.099403536,-0.000300817,-1192.33874,161.5335673,173.8981397,161.480922,3.156478985,3.387768971,3.272123978,161.5072446,125.451059,133,240,5,172,0,,,
3813162570,358.1113715,5.968522859,0.099475381,-0.000312074,-1192.36455,154.3096507,166.2049526,154.0738039,3.685866233,3.469846552,3.577856393,154.1917273,119.768717,134,240,5,173,0,,,
3813162571,358.2652895,5.971088159,0.099518136,-0.000236102,-1192.383267,111.6991748,119.8027524,111.5126785,2.295509233,2.073559013,2.184534123,111.6059267,86.6901155,124,227,5,174,0,,,
3813162571,358.681267,5.978021117,0.099633685,-0.000116014,-1192.395415,87.40515403,93.57440049,87.27945295,1.626656641,1.521761201,1.574208921,87.34230349,67.84330012,114,214,5,175,0,,,
3813162572,359.2566566,5.987610944,0.099793516,-0.000103467,-1192.527533,58.13397213,61.49564996,58.16091403,1.759954844,1.626309774,1.693132309,58.14744308,45.16613685,132,237,5,176,0,,,
3813162572,359.4781358,5.991302264,0.099855038,-0.000248039,-1192.575291,151.181001,163.1644012,151.0124471,2.827820802,2.719245607,2.773533204,151.096724,117.3646674,132,237,5,177,0,,,
3813162573,360.1635475,6.002725792,0.10004543,0.000300404,-1192.763571,164.5538398,177.2603576,164.1991635,2.790469841,2.731968506,2.761219173,164.3765017,127.6797599,133,239,5,178,0,,,
3813162574,361.4631469,6.024385782,0.10040643,-1.83E-05,-1192.901105,94.99415042,101.3502873,94.96094925,1.876821346,2.113985954,1.99540365,94.97754984,73.77399222,117,218,5,179,0,,,
3813162574,361.7590287,6.029317145,0.100488619,7.38E-07,-1192.943031,82.97794269,88.73753497,82.71964039,1.143106679,1.276573796,1.209840237,82.84879154,64.35295618,110,208,5,180,0,,,
3813162575,362.585098,6.043084967,0.100718083,-0.000107081,-1193.091175,38.01796594,38.9936488,37.83955062,0.944876919,0.735757894,0.840317407,37.92875828,29.46123503,100,193,5,181,0,,,
3813162575,362.6970265,6.044950442,0.100749174,0.000157122,-1193.086308,89.80041313,95.49316516,89.72531003,1.741498911,1.887281296,1.814390104,89.76286158,69.72347322,112,212,5,182,0,,,
3813162576,363.1702747,6.052837912,0.100880632,-0.000137422,-1193.189127,103.1524202,110.3959396,103.0012617,1.085127172,1.147512641,1.116319906,103.076841,80.06513199,129,234,5,183,0,,,
3813162576,363.7240474,6.062067457,0.101034458,6.70E-05,-1193.279336,3.372319809,3.759811448,3.33499246,0.011924374,0.07155047,0.041737422,3.353656135,2.604958772,108,186,5,184,0,,,
3813162576,364.0598335,6.067663892,0.101127732,0.00029393,-1193.344515,244.8709322,249.0840807,244.7927177,3.179679219,2.878601344,3.029140282,244.831825,190.1735851,132,238,5,185,0,,,
3813162580,367.475347,6.124589117,0.102076485,-0.000254744,-1193.707464,99.64203394,106.1833964,99.67941155,2.167445493,2.44695428,2.307199887,99.66072275,77.41165568,120,221,5,186,0,,,
3813162580,367.5763483,6.126272472,0.102104541,-0.000273146,-1193.800215,144.5446898,155.077312,144.4415018,2.865553378,2.659024512,2.762288945,144.4930958,112.2352866,127,231,5,187,0,,,
3813162581,368.3419759,6.139032932,0.102317216,-0.000260826,-1193.872555,132.6093237,142.3991776,132.5376848,2.670069126,2.606524608,2.638296867,132.5735043,102.9767212,125,228,5,188,0,,,
3813162581,368.6909111,6.144848518,0.102414142,-0.000226373,-1193.897931,105.4903949,112.5505874,105.3671158,3.270753753,3.149224627,3.20998919,105.4287554,81.89198596,121,225,5,189,0,,,
3813162581,368.8466973,6.147444956,0.102457416,-0.000239889,-1193.918686,201.6841038,208.9222766,203.5672541,0.536202664,0.53990839,0.538055527,202.625679,157.389881,120,222,5,190,0,,,
3813162582,369.9798276,6.166330461,0.102772174,-0.000239896,-1194.02219,138.3717294,149.0975248,138.0522372,2.274311444,2.507541466,2.390926455,138.2119833,107.3564205,127,233,5,192,0,,,
3813162582,370.0458562,6.167430937,0.102790516,-0.000250694,-1194.032903,109.1389408,117.5410627,109.0480396,1.610443375,1.727467577,1.668955476,109.0934902,84.73857572,121,225,5,193,0,,,
3813162583,370.1997313,6.169995522,0.102833259,-0.000198599,-1194.00229,132.677853,142.4240128,132.4117672,2.420511869,2.64704669,2.53377928,132.5448101,102.954433,128,231,5,194,0,,,
3813162583,370.2942214,6.171570357,0.102859506,2.39E-05,-1194.026527,94.04129033,100.5400575,94.0706875,2.034942075,2.126487532,2.080714804,94.05598892,73.05816803,114,212,5,195,0,,,
3813162583,370.4290986,6.17381831,0.102896972,-0.000145423,-1194.056939,35.59445607,37.70659233,35.51265651,1.505741536,1.579812658,1.542777097,35.55355629,27.61629238,117,215,5,196,0,,,
3813162583,370.6496458,6.177494097,0.102958235,-0.000278254,-1194.081315,174.6142527,181.5271681,174.3858302,2.036761087,1.904034005,1.970397546,174.5000414,135.5432386,126,230,5,197,0,,,
3813162585,372.2112646,6.203521077,0.103392018,-0.000140885,-1194.267257,93.58119477,99.37917766,93.54649805,2.149835836,2.004919099,2.077377467,93.56384641,72.6758954,115,216,5,198,0,,,
3813162585,372.4090123,6.206816872,0.103446948,-0.000154067,-1194.3091,97.21038268,104.0699881,97.30585417,1.851832582,1.921930944,1.886881763,97.25811843,75.54542821,117,218,5,199,0,,,
3813162585,373.1036046,6.218393409,0.10363989,-0.000203995,-1194.443055,121.8338594,128.6972702,121.6499912,2.913993695,2.504726034,2.709359864,121.7419253,94.56327173,124,227,5,200,0,,,
3813162586,373.2821143,6.221368571,0.103689476,0.000108376,-1194.478566,85.33297442,90.83039183,85.46273139,1.531216973,1.414191637,1.472704305,85.39785291,66.33294444,111,211,5,201,0,,,
3813162587,374.9312406,6.248854009,0.104147567,-0.000118584,-1194.662259,123.8910065,132.7732239,123.7220271,2.341494693,2.278335656,2.309915175,123.8065168,96.16694709,125,228,5,202,0,,,
3813162591,378.3234677,6.305391129,0.105089852,1.68E-05,-1195.079305,11.25887503,12.48767548,11.44094222,-0.049833472,-0.024516741,-0.037175106,11.34990863,8.816063081,96,186,5,203,0,,,
3813162591,378.7071986,6.311786644,0.105196444,-0.000191396,-1195.133187,144.080259,155.2439495,143.8126664,2.939333366,2.843038053,2.89118571,143.9464627,111.8106883,126,230,5,204,0,,,
3813162591,378.9550705,6.315917842,0.105265297,2.30E-05,-1195.11338,4.097279452,4.698373554,4.086115422,0.141882843,0.267494241,0.204688542,4.091697437,3.178233755,98,185,5,205,0,,,
3813162591,378.9947958,6.31657993,0.105276332,-6.71E-05,-1195.135451,91.41285564,97.78927354,91.30811877,1.814323891,1.437087135,1.625705513,91.3604872,70.96443195,115,216,5,206,0,,,
3813162591,379.0522134,6.317536891,0.105292282,-0.000273213,-1195.156782,123.871223,133.3716253,123.7318177,2.562281351,2.783755287,2.673018319,123.8015204,96.16306608,123,226,5,207,0,,,
3813162591,379.1130636,6.31855106,0.105309184,-0.000116769,-1195.152597,200.4639217,204.1212198,200.1108167,1.658686417,0.760780071,1.209733244,200.2873692,155.5735944,124,231,5,208,0,,,
3813162592,379.1677182,6.31946197,0.105324366,-0.000244424,-1195.173883,173.8466892,189.1874829,173.659638,3.444500211,3.065432321,3.254966266,173.7531636,134.9630998,138,245,5,209,0,,,
3813162592,379.3249223,6.322082039,0.105368034,-0.000251697,-1195.185301,154.2764202,166.8727285,154.1451646,2.883983705,3.079064001,2.981523853,154.2107924,119.7835259,131,235,5,210,0,,,
3813162592,379.3612361,6.322687268,0.105378121,-9.94E-05,-1195.177794,156.1538809,167.5447329,155.9709094,2.884540798,2.805096428,2.844818613,156.0623951,121.2217618,131,237,5,211,0,,,
3813162592,379.4338417,6.323897362,0.105398289,-0.000235294,-1195.213786,134.2556394,144.4751194,134.0531839,2.46511095,2.494753191,2.47993207,134.1544116,104.204694,127,230,5,212,0,,,
3813162592,379.5227027,6.325378378,0.105422973,-0.000120569,-1195.239983,128.2682787,139.6238772,128.0634966,2.842006173,2.991866604,2.916936388,128.1658876,99.55309662,126,228,5,214,0,,,
3813162592,379.6695654,6.327826091,0.105463768,-0.000554497,-1195.262869,256.0680753,273.4724117,255.6280729,5.439619176,5.89779704,5.668708108,255.8480741,198.7304775,151,263,5,215,0,,,
3813162592,379.8118784,6.330197974,0.1055033,-0.000158919,-1195.224784,123.4911897,131.9683196,123.5265181,2.462418134,2.453125832,2.457771983,123.5088539,95.93573684,124,227,5,216,0,,,
3813162592,380.0896022,6.334826704,0.105580445,-4.62E-05,-1195.189274,76.09928139,80.94560998,75.98873159,1.254502476,1.057198322,1.155850399,76.04400649,59.06732647,110,209,5,217,0,,,
3813162594,381.2264583,6.353774305,0.105896238,-0.000266651,-1195.363365,139.7356063,150.779021,139.4196376,2.679330651,2.755814635,2.717572643,139.577622,108.417183,129,233,5,218,0,,,
3813162594,381.2775316,6.354625527,0.105910425,-0.000152404,-1195.371205,125.4463298,135.1159207,125.4806486,2.405202981,2.411416534,2.408309758,125.4634892,97.45400352,123,226,5,219,0,,,
3813162594,381.8936207,6.364893679,0.106081561,-4.48E-05,-1195.429135,82.41490134,88.44448489,82.27835075,2.188517866,1.991340963,2.089929415,82.34662604,63.96289818,114,212,5,222,0,,,
3813162594,381.9332459,6.365554098,0.106092568,-5.03E-05,-1195.448247,84.93195649,90.55885827,84.77469437,1.421687464,1.679955492,1.550821478,84.85332543,65.90998169,115,216,5,223,0,,,
3813162595,382.355998,6.372599967,0.106209999,-0.000268059,-1195.458437,106.2422946,114.7265596,106.3221214,1.564391167,1.525768884,1.545080025,106.282208,82.55490693,128,231,5,224,0,,,
3813162595,382.813004,6.380216734,0.106336946,-0.000280832,-1195.554168,136.5843047,146.0431499,136.2231543,3.986371454,4.102748244,4.044559849,136.4037295,105.951856,127,231,5,225,0,,,
3813162595,382.965997,6.382766616,0.106379444,-0.000284264,-1195.567677,139.4874134,150.5698378,139.3878412,2.122592586,2.317891788,2.220242187,139.4376273,108.3084418,129,233,5,226,0,,,
3813162596,383.5645664,6.392742773,0.106545713,-2.69E-05,-1195.582934,80.08653361,84.59666123,79.65165769,1.505739932,1.467010934,1.486375433,79.86909565,62.03847174,110,208,5,228,0,,,
3813162596,383.6221066,6.393701776,0.106561696,-0.000153351,-1195.603372,113.7305672,121.7410416,113.6429004,2.259192283,2.097689191,2.178440737,113.6867338,88.3063864,119,219,5,229,0,,,
3813162596,383.865823,6.397763717,0.106629395,-7.99E-05,-1195.704123,106.274277,114.3322388,105.9620276,2.236703241,2.092138638,2.16442094,106.1181523,82.42747634,117,219,5,230,0,,,
3813162596,383.920505,6.398675084,0.106644585,-0.000219654,-1195.733957,116.1510131,125.3453542,116.2635494,2.351438133,2.208875227,2.28015668,116.2072812,90.26422641,120,224,5,231,0,,,
3813162597,384.3042159,6.405070265,0.106751171,-9.72E-05,-1195.776521,29.8323305,30.55846937,29.51930383,2.585130088,2.656665385,2.620897737,29.67581717,23.05074735,106,199,5,232,0,,,
3813162597,384.479614,6.407993567,0.106799893,0.000164555,-1195.68211,71.04539707,75.62585801,71.07785686,1.590585988,1.571594945,1.581090467,71.06162697,55.19725371,112,211,5,233,0,,,
3813162597,384.5723987,6.409539978,0.106825666,-0.000212637,-1195.702749,85.42425339,91.67453225,85.20599219,1.396448535,1.406480564,1.401464549,85.31512279,66.26868366,118,219,5,234,0,,,
3813162597,384.66503,6.411083833,0.106851397,-0.000117661,-1195.767286,118.7198874,127.6291742,118.2171576,2.744427582,2.528382175,2.636404878,118.4685225,92.02064982,122,226,5,235,0,,,
3813162597,384.9601009,6.416001681,0.106933361,-7.73E-05,-1195.776837,111.9607297,119.2623135,111.8516201,2.34073802,2.288934617,2.314836318,111.9061749,86.9233339,121,223,5,236,0,,,
3813162597,385.0268178,6.41711363,0.106951894,-0.000172615,-1195.843445,90.72151736,96.78415511,90.6221975,1.941793863,1.896518896,1.919156379,90.67185743,70.42953747,116,216,5,237,0,,,
3813162597,385.1264658,6.41877443,0.106979574,0.000578075,-1195.979608,77.64070181,83.69272238,77.53809364,1.004632561,1.3558616,1.18024708,77.58939773,60.26771205,108,208,5,238,0,,,
3813162598,385.2797306,6.421328843,0.107022147,7.25E-05,-1195.88814,115.6774803,225.1810057,104.081256,-49.59715741,-9.231565629,-29.41436152,109.8793682,85.34900791,162,262,5,239,0,,,
3813162598,385.3594131,6.422656886,0.107044281,-1.21E-05,-1195.972713,155.7224809,166.4022299,155.5216422,2.272222027,2.380335074,2.326278551,155.6220615,120.8797319,135,241,5,240,0,,,
3813162598,385.8950238,6.43158373,0.107193062,-0.000331672,-1195.959145,156.2726787,168.0447094,156.1245132,3.160827761,3.422746939,3.29178735,156.1985959,121.3275561,132,237,5,241,0,,,
3813162598,385.9945993,6.433243322,0.107220722,9.98E-06,-1195.990094,108.6599779,115.9589591,108.5998463,2.04611563,2.202406293,2.124260961,108.6299121,84.37849055,119,222,5,242,0,,,
3813162598,386.0937243,6.434895404,0.107248257,-0.000131374,-1195.951022,92.48658219,98.78304007,92.24574122,1.866767942,1.693457394,1.780112668,92.36616171,71.74559153,116,216,5,243,0,,,
3813162598,386.1305199,6.435508664,0.107258478,0.000321938,-1195.951075,71.87351313,76.64919814,71.77168806,0.968536065,1.325505643,1.147020854,71.8226006,55.78834142,106,204,5,244,0,,,
3813162599,386.3258815,6.438764691,0.107312745,-0.000381057,-1196.008214,152.0425382,163.5963555,151.8390541,2.880438806,2.793695715,2.83706726,151.9407962,118.020302,134,239,5,245,0,,,
3813162599,387.0950279,6.451583799,0.107526397,3.92E-05,-1195.927226,163.1453065,175.6803506,162.9743085,2.533975397,2.68386598,2.608920689,163.0598075,126.6570151,131,236,5,246,0,,,
3813162600,387.315161,6.455252683,0.107587545,5.08E-05,-1195.873685,118.6085133,126.5439123,118.449715,1.768800867,1.830755627,1.799778247,118.5291141,92.06771452,121,223,5,247,0,,,
3813162600,387.4017031,6.456695052,0.107611584,0.000255343,-1195.942918,246.0969502,219.4911575,219.4911575,-45.61927133,0,-22.80963566,232.7940538,180.8232235,151,266,5,249,0,,,
3813162600,387.4497607,6.457496011,0.107624934,-0.000101539,-1195.945987,83.06037887,88.87897912,82.96419045,1.487101123,1.430659628,1.458880376,83.01228466,64.47994977,114,214,5,250,0,,,
3813162600,387.6743548,6.461239247,0.107687321,5.18E-05,-1195.923208,160.5108393,173.1894634,160.2891468,2.486465657,2.760465339,2.623465498,160.3999931,124.5909993,133,240,5,254,0,,,
3813162600,388.090184,6.468169733,0.107802829,-0.000426017,-1195.991442,152.9677634,164.7323205,152.8334533,2.912084884,3.025666479,2.968875681,152.9006083,118.7658379,131,236,5,255,0,,,
3813162601,388.1531744,6.469219573,0.107820326,-0.000154696,-1196.047834,150.2802335,161.9001893,150.1454858,2.96134314,3.224178552,3.092760846,150.2128597,116.678124,130,235,5,256,0,,,
3813162601,388.2209771,6.470349618,0.10783916,5.00E-05,-1196.030246,4.044343832,4.797421109,4.052274205,0.126983829,0.058586951,0.09278539,4.048309018,3.144531719,147,234,5,257,0,,,
3813162602,389.8337057,6.497228428,0.10828714,-0.000132687,-1196.278259,109.752271,117.3038056,109.4474977,2.929863483,2.912318567,2.921091025,109.5998843,85.13191831,121,222,5,258,0,,,
3813162602,389.9211195,6.498685324,0.108311422,-0.000150373,-1196.324737,110.2793717,118.7520875,110.1617234,2.457012159,2.394279592,2.425645876,110.2205475,85.61401963,119,220,5,259,0,,,
3813162602,390.046591,6.500776517,0.108346275,-9.15E-05,-1196.319754,184.8073084,198.0821772,184.6213639,2.790819784,2.570505839,2.680662812,184.7143361,143.4772114,141,250,5,260,0,,,
3813162603,390.3157299,6.505262164,0.108421036,0.00010803,-1196.309075,98.76765641,105.4578862,98.6100939,2.426195306,2.188521028,2.307358167,98.68887515,76.65677121,116,217,5,263,0,,,
3813162603,390.8995302,6.51499217,0.108583203,-3.70E-05,-1196.342511,108.7464285,116.783352,108.8063719,1.580531603,1.629735485,1.605133544,108.7764002,84.49227547,119,220,5,264,0,,,
3813162604,391.1519899,6.519199832,0.108653331,-6.92E-05,-1196.327602,241.5002464,250.9426313,239.719561,-0.032067027,-4.321614688,-2.176840857,240.6099037,186.8941997,129,234,5,265,0,,,
3813162604,391.2998815,6.521664691,0.108694412,-0.000237428,-1196.480147,170.2949339,153.275107,153.275107,-36.82749815,0,-18.41374907,161.7850205,125.6668219,133,242,5,267,0,,,
3813162604,391.3229599,6.522049332,0.108700822,-0.000116487,-1196.477039,152.1920309,163.5644844,151.8965622,3.297826822,3.441071244,3.369449033,152.0442966,118.1006961,129,234,5,268,0,,,
3813162604,391.3632851,6.522721418,0.108712024,-0.000509626,-1196.543735,101.4958129,109.0503227,101.3657724,1.752223186,1.773422918,1.762823052,101.4307927,78.78656086,117,217,5,269,0,,,
3813162604,391.4446099,6.524076831,0.108734614,-0.000234473,-1196.478928,108.7191503,116.9946626,108.9206589,2.366448695,2.313428342,2.339938518,108.8199046,84.52606758,123,226,5,270,0,,,
3813162604,391.4793715,6.524656192,0.10874427,-0.000403329,-1196.420782,132.9445295,143.3454696,132.972473,2.706799537,2.707386127,2.707092832,132.9585012,103.2757684,129,234,5,271,0,,,
3813162604,391.5775766,6.526292944,0.108771549,-0.000159384,-1196.503296,139.3945838,150.5184544,139.2041481,2.367731171,2.56578358,2.466757376,139.2993659,108.2010471,129,233,5,272,0,,,
3813162604,391.7130346,6.528550577,0.108809176,2.92E-05,-1196.452532,133.802007,143.179074,133.6561298,2.45874868,2.657543956,2.558146318,133.7290684,103.8743079,124,226,5,273,0,,,
3813162604,391.7670605,6.529451009,0.108824183,0.000263248,-1196.404697,186.5037146,197.9962199,186.7867694,1.406264133,1.942214804,1.674239468,186.645242,144.9770462,129,233,5,274,0,,,
3813162604,391.906749,6.53177915,0.108862986,-1.80E-05,-1196.382934,238.7054416,243.6007844,243.6007844,-22.2312607,0,-11.11563035,241.153113,187.3161385,140,255,5,277,0,,,
3813162604,391.998091,6.533301516,0.108888359,-0.000298339,-1196.379536,133.778425,144.1535085,133.4558005,2.860022001,3.218758658,3.039390329,133.6171128,103.7873461,128,233,5,278,0,,,
3813162605,392.2960401,6.538267334,0.108971122,-3.03E-06,-1196.344411,121.1667006,130.67909,121.0535769,2.199942069,2.094213114,2.147077592,121.1101388,94.07253031,124,226,5,280,0,,,
3813162605,392.3475704,6.539126174,0.108985436,-6.01E-05,-1196.421613,174.4956361,186.8106484,174.3211047,3.287231687,3.065453835,3.176342761,174.4083704,135.4720329,145,254,5,281,0,,,
3813162605,392.4162698,6.540271163,0.109004519,2.55E-05,-1196.48282,156.1135857,168.4885002,155.9643188,3.667181959,3.602722569,3.634952264,156.0389522,121.2035525,133,238,5,282,0,,,
3813162605,392.4853642,6.541422737,0.109023712,-4.25E-05,-1196.445646,76.04719963,82.11557052,76.07398212,2.060861458,2.06965626,2.065258859,76.06059087,59.08020842,119,219,5,283,0,,,
3813162605,392.5436957,6.542394928,0.109039915,-4.67E-05,-1196.431981,146.6968274,157.5370887,146.3418827,2.869453681,3.051865483,2.960659582,146.519355,113.8091873,133,239,5,284,0,,,
3813162605,392.8106546,6.546844244,0.109114071,-4.63E-05,-1196.430977,147.3466537,158.2318092,147.3706434,3.101234649,3.078559016,3.089896833,147.3586485,114.4611101,129,233,5,285,0,,,
3813162605,392.9891603,6.549819338,0.109163656,-9.53E-05,-1196.477426,97.2066326,104.3198349,97.020787,1.66095719,1.437750001,1.549353595,97.1137098,75.43325854,120,221,5,286,0,,,
3813162605,393.0328856,6.550548093,0.109175802,-0.000205446,-1196.514418,174.1916222,188.8480684,174.599368,1.891052286,1.910300442,1.900676364,174.3954951,135.4620321,127,231,5,287,0,,,
3813162606,393.2417557,6.554029262,0.109233821,-0.000439496,-1196.552966,174.0327227,186.5918399,173.5008663,3.161216144,3.43613795,3.298677047,173.7667945,134.9736877,140,247,5,288,0,,,
3813162606,393.4412799,6.557354665,0.109289244,1.30E-05,-1196.510579,89.82120823,95.00392782,89.61437757,1.614377281,1.696535294,1.655456288,89.7177929,69.68846604,112,210,5,290,0,,,
3813162606,393.4934518,6.558224197,0.109303737,-7.01E-05,-1196.475014,144.7563028,329.5421071,184.7349706,-29.22863009,-48.65854804,-38.94358906,164.7456367,127.9664862,167,268,5,291,0,,,
3813162606,393.7276063,6.562126772,0.10936878,-0.000623256,-1196.518779,188.6372021,201.3329364,188.1653867,3.209081182,3.241967427,3.225524305,188.4012944,146.3410633,148,256,5,292,0,,,
3813162606,393.7885945,6.563143241,0.109385721,0.000134601,-1196.296245,81.65641249,87.28353202,81.35583479,1.775012971,1.46522753,1.620120251,81.50612364,63.31003634,111,209,5,293,0,,,
3813162608,395.7864208,6.596440347,0.109940672,-0.000128764,-1196.595603,87.37635505,92.62837779,87.30461156,1.651253457,1.513123413,1.582188435,87.34048331,67.84188629,112,212,5,294,0,,,
3813162610,397.3691628,6.62281938,0.110380323,-0.000380831,-1196.735176,171.4571356,184.436399,171.3498466,3.36312163,3.121963342,3.242542486,171.4034911,133.1379872,135,241,5,295,0,,,
3813162611,398.5566418,6.642610697,0.110710178,-0.00039783,-1196.634744,112.7972691,120.30338,112.5159689,2.262244749,2.215539581,2.238892165,112.656619,87.50624276,119,220,5,296,0,,,
3813162611,398.6995096,6.644991827,0.110749864,2.90E-05,-1196.70667,82.92695965,88.37199166,82.76999567,1.736427295,1.82785969,1.782143493,82.84847766,64.35271238,114,215,5,297,0,,,
3813162611,398.7896287,6.646493812,0.110774897,-9.09E-05,-1196.714518,107.5260205,115.1699456,107.434632,2.353458348,2.251761833,2.30261009,107.4803263,83.48554756,120,219,5,298,0,,,
3813162612,399.9132543,6.665220904,0.111087015,-6.45E-05,-1196.892393,113.8966116,122.170847,113.5796183,2.196887634,2.574119563,2.385503599,113.7381149,88.34629679,122,223,5,299,0,,,
3813162612,399.9514911,6.665858185,0.111097636,0.000162283,-1196.888596,61.99276202,64.84737245,61.83329301,1.14697076,1.217920232,1.182445496,61.91302752,48.09106172,110,210,5,300,0,,,
3813162612,400.0749559,6.667915932,0.111131932,-6.16E-05,-1196.889618,85.92893745,90.9297813,85.80316702,2.451102694,2.516581072,2.483841883,85.86605224,66.69661916,113,213,5,301,0,,,
3813162613,400.1922348,6.669870579,0.11116451,-0.000292597,-1196.888875,111.8372941,120.1594902,111.6735339,2.243120042,2.365343797,2.304231919,111.755414,86.80623011,122,225,5,302,0,,,
3813162613,400.2799714,6.671332856,0.111188881,1.62E-05,-1196.876433,82.89657002,88.20793439,82.90193947,1.95033186,1.544835991,1.747583926,82.89925474,64.39215357,114,215,5,303,0,,,
3813162613,400.463979,6.67439965,0.111239994,-0.000110896,-1196.903086,107.0623038,114.9144963,106.7441636,2.090343968,1.933305402,2.011824685,106.9032337,83.03728979,121,224,5,304,0,,,
3813162613,400.8218629,6.680364382,0.111339406,-0.000202294,-1196.914566,88.48673537,94.55363627,88.32272941,1.763195109,1.683510194,1.723352651,88.40473239,68.66854379,114,214,5,305,0,,,
3813162613,400.9111323,6.681852206,0.111364203,-0.000551322,-1197.006594,178.5790883,194.5216923,178.4129516,3.912233697,3.980842401,3.946538049,178.4960199,138.6471225,135,241,5,306,0,,,
3813162613,400.9757462,6.682929103,0.111382152,4.64E-05,-1196.965924,85.3793656,90.85927586,85.36005262,1.615229034,1.922834103,1.769031569,85.36970911,66.31108369,114,213,5,308,0,,,
3813162614,401.2928255,6.688213758,0.111470229,-0.000220187,-1196.996011,126.5463249,136.411654,126.3135576,2.351022863,2.474050446,2.412536654,126.4299413,98.20469699,124,228,5,309,0,,,
3813162614,401.3284471,6.688807452,0.111480124,0.042089109,-1165.579409,139.7399405,153.766566,153.766566,35.2236845,0,17.61184225,146.7532532,113.9908682,119,131,5,310,0,,,
3813162614,401.4288538,6.690480896,0.111508015,-0.000200778,-1196.984625,77.582865,82.91161305,77.30943583,1.267480478,1.189327266,1.228403872,77.44615042,60.15644443,110,209,5,311,0,,,
3813162614,401.6321745,6.693869575,0.111564493,-0.000208928,-1197.041032,105.193937,112.8780164,105.0997814,2.424895635,2.24771878,2.336307208,105.1468592,81.67302257,120,222,5,316,0,,,
3813162614,401.7755454,6.696259089,0.111604318,-0.000202412,-1197.184438,158.9306399,170.6602989,158.5418212,2.945875964,2.807114358,2.876495161,158.7362305,123.2986685,139,248,5,319,0,,,
3813162614,401.8492935,6.697488225,0.111624804,0.000175213,-1197.092106,106.064912,114.1169137,105.8360843,2.192449448,2.490908502,2.341678975,105.9504982,82.29725068,117,218,5,320,0,,,
3813162614,401.8910267,6.698183779,0.111636396,0.00045969,-1197.064792,74.22455986,78.38944353,74.28771955,1.503012433,1.49973322,1.501372826,74.2561397,57.67859755,110,208,5,321,0,,,
3813162614,401.9926221,6.699877036,0.111664617,-0.000153364,-1197.128798,131.8681669,141.7217229,131.5744594,2.393933821,2.642424853,2.518179337,131.7213131,102.3147802,127,231,5,323,0,,,
3813162614,402.0382259,6.700637098,0.111677285,-7.58E-06,-1197.138655,121.2365223,129.7132701,121.0974617,2.488960822,2.374210156,2.431585489,121.166992,94.11669118,123,226,5,324,0,,,
3813162614,402.0773063,6.701288438,0.111688141,5.93E-05,-1197.071212,100.1321167,173.6979369,86.05085951,-9.373907437,0.865152837,-4.2543773,93.09148811,72.30899019,189,293,5,325,0,,,
3813162615,402.3237054,6.705395091,0.111756585,0.002126998,-1196.931072,83.13241807,88.55970404,82.84474328,2.207095247,2.472655673,2.33987546,82.98858068,64.46153766,113,211,5,327,0,,,
3813162615,402.5345747,6.708909579,0.11181516,-0.000112026,-1197.13061,93.32948261,99.68331827,93.08276008,1.624929928,1.762625686,1.693777807,93.20612135,72.39803178,113,212,5,328,0,,,
3813162615,402.8003893,6.713339821,0.111888997,-0.000196468,-1197.091596,153.2411639,164.8640087,153.0568377,3.068571217,3.488693494,3.278632355,153.1490008,118.9587772,132,239,5,329,0,,,
3813162617,404.4124451,6.740207418,0.11233679,-8.87E-05,-1197.375643,100.8085432,108.6190366,100.7884019,2.569787339,2.624109488,2.596948413,100.7984725,78.29540498,119,220,5,330,0,,,
3813162617,404.5949132,6.743248554,0.112387476,-0.000220479,-1197.44612,138.7511309,150.2593844,138.83472,3.136826286,3.219480342,3.178153314,138.7929254,107.8076684,126,230,5,333,0,,,
3813162617,404.855943,6.747599049,0.112459984,-0.000474914,-1197.463755,172.1790019,184.7670101,171.7591373,3.126629912,3.206495246,3.166562579,171.9690696,133.5773014,143,252,5,335,0,,,
