5um,6um,7um,8um,9um,10um,12um,15um
1.0512,1.0496,1.05,1.0498,1.0493,1.0492,1.0499,1.0487
79.6676781439472,132.46381579516,183.554241414794,264.625135802987,375.405365611897,543.986571399551,924.01132084074,1744.83111053738
