labels,dry_density_gcm3,dry_volume_fl,avg_buoyant_mass_h2o,avg_buoyant_mass_d2o,avg_density_h2o_gcm3,avg_density_d2o_gcm3,total_volume_fl,water_content
Rep1_gsk,1.42474667882179,88.8403394220656,37.2404731264986,28.8119478245574,1.00556240545274,1.10043513282829,1074,0.917280875770889
Rep2_gsk,1.44795427800719,83.4744026684925,36.9281343626197,29.0196334392725,1.00556555545143,1.10030718486752,1087,0.923206621280136
Rep1_trametinib,1.39818685144394,102.245467273101,40.1485621998236,30.5012392633073,1.00551846945508,1.09987299874436,1128,0.909356855254343
Rep2_trametinib,1.34871903007954,118.444964266356,40.6682229006657,29.4484544273394,1.00536781078066,1.10009339529851,1127,0.894902427447776
Rep1_dmso,1.52469719527625,91.932496335785,47.6828113122427,38.9783085539137,1.00602519992348,1.10070883308118,1386,0.933670637564369
Rep2_dmso,1.44542352540687,112.572117764367,49.5378619996992,38.9207514254538,1.00536906979655,1.09968292641662,1395,0.91930314138755
