labels,dry_density_gcm3,dry_volume_fl,avg_buoyant_mass_h2o,avg_buoyant_mass_d2o,avg_density_h2o_gcm3,avg_density_d2o_gcm3
Rep1_low,1.59994872140393,36.3847731162979,20.9347858004907,17.2135759466262,1.0245765531187,1.12685037634607
Rep1_high,1.39246502643215,32.3984409900417,11.9190129935624,8.60550056690431,1.0245765531187,1.12685037634607
