fwd_lin_slope_l,fwd_lin_slope_r,fwd_lin_slope_avg,bck_lin_slope_l,bck_lin_slope_r,bck_lin_slope_avg,bck_pk_a_l,bck_pk_a_r,bck_pk_a_mean,bck_pk_a_absmean,bck_pk_c_l,bck_pk_c_r,bck_pk_c_mean,bck_pk_c_absmean,bck_pk_imbal_inner,bck_pk_imbal_outer,bck_pk_slope_inner,bck_maxcurv_l,bck_maxcurv_r,bck_maxcurv_avg,bck_maxcurv_whole,bck_avgcurv_l,bck_avgcurv_r,bck_avgcurv_avg,bck_avgcurv_whole,bck_vtx_pos_l,bck_vtx_pos_r,bck_vtx_pos_avg,bck_pk_a_full,bck_vtx_pos_full,mean_bl_val,bl_vert_yval_l,bl_vert_yval_r,bl_vert_yval_avg,bl_vert_yval_whole
0.00028454584269895,0.00232526280473439,0.00130490432371667,0.00507231349898394,0.00186956256025341,0.00347093802961868,-6.48206167027665e-05,-4.13156418012678e-05,-5.30681292520172e-05,5.30681292520172e-05,189.849787579016,190.181543537153,190.015665558085,190.015665558085,0.395112462013373,-0.86417467159734,-0.000942989169482989,-6.47901117467211e-05,-4.13101409545655e-05,-5.30501263506433e-05,-3.06994065862437e-06,-6.48119505832647e-05,-4.13142432974753e-05,-5.30501263506433e-05,-3.06996370589042e-06,0.832980803673694,0.689105643247812,0.761043223460753,-3.06998656568256e-06,0.557697843459439,190.332669557923,190.454987863028,190.450113747895,190.452550805461,190.560478093323
-0.00530554333873759,-0.004826307357952,-0.0050659253483448,0.0168970624008724,0.00216306133840032,0.00953006186963634,-0.000118941475712219,4.80658640446917e-05,-3.54378058337635e-05,8.35036698784551e-05,184.437821743838,182.566531911713,183.502176827775,183.502176827775,3.65330231817725,1.96345343184149,-0.00813653077545045,-0.000118643740808004,4.80658637128976e-05,-3.52889385475532e-05,-1.30182809024473e-05,-0.000118822214774472,4.80640114792488e-05,-3.52889385475532e-05,-1.30186201811554e-05,1.1914803294404,0.27668918660541,0.734084758022904,-1.30187351432999e-05,0.200274929443637,184.035764339868,186.19456145917,182.5274931911,184.361027325135,185.540330921883
-0.00246543589070987,-0.00185458737196923,-0.00216001163133955,0.0132942506574524,0.0145392712733066,0.0139167609653795,-3.81967321276617e-05,3.68134640993987e-05,-6.91634014131493e-07,3.75050981135302e-05,490.811673281628,497.743139378227,494.277406329928,494.277406329928,-5.40789826963788,-8.54316289140655,0.0176728701622153,-3.8160442395351e-05,3.68020696108482e-05,-6.79186392251404e-07,1.39381737849223e-06,-3.81756995191395e-05,3.67894113869371e-05,-6.79186392251404e-07,1.39377441675491e-06,1.95817986162898,-1.14976830873223,0.404205776448376,1.39479101601107e-06,-10.0357283672944,495.117303240147,492.885752268376,497.042346231804,494.96404925009,449.063670216715
0.000628524102047165,-0.000851440719186232,-0.000111458308569534,0.00470542157219176,0.00552839625591422,0.00511690891405299,-5.24346889271166e-05,4.74356068399378e-05,-2.49954104358941e-06,4.99351478835272e-05,143.379283457714,145.163411275344,144.271347366529,144.271347366529,-1.01283123661705,-2.31341889631076,0.00389550475621941,-5.24182909082594e-05,4.74355712316612e-05,-2.49135983829909e-06,1.13195755128881e-06,-5.24295870237245e-05,4.74300363241064e-05,-2.49135983829909e-06,1.13195080904088e-06,0.918578841321393,-0.0492770265636637,0.434650907378865,1.13201124292213e-06,-3.71306284679857,144.54895165709,143.876405822213,145.162092529802,144.519249176008,140.013965446897
0.000312095989606198,0.0036909262722818,0.002001511130944,0.00629843906324132,0.0060316282784324,0.00616503367083686,-6.47746505039437e-05,-8.06301771030806e-05,-7.27024138035122e-05,7.27024138035122e-05,132.691868502088,134.339622201267,133.515745351677,133.515745351677,-1.08728932805224,-2.25200520717834,0.0038693570393318,-6.47416438865674e-05,-8.05793564373344e-05,-7.26605001619509e-05,-6.3811028165084e-07,-6.47639477243503e-05,-8.06154913912107e-05,-7.26605001619509e-05,-6.38112633591754e-07,0.958267486126055,0.848141933572917,0.903204709849486,-6.38152095465879e-07,7.44264590706937,133.972983243879,133.347647014497,134.991320243361,134.169483628929,141.442364797337
-0.007320777025739,-0.00488381033639853,-0.00610229368106876,0.0114736736662957,0.00464775059502481,0.00806071213066024,-2.00493547169162e-05,2.35976938856115e-05,1.77416958434768e-06,2.18235243012639e-05,122.950498724849,124.070181781561,123.510340253205,123.510340253205,0.280478146398778,-1.77142060222884,-0.000957263298289345,-2.00384314125914e-05,2.35973309025726e-05,1.77944974499063e-06,-8.37530499221441e-06,-2.00413565226704e-05,2.35960280456322e-05,1.77944974499063e-06,-8.37572513334401e-06,3.32807657672503,-0.470381522580683,1.42884752707217,-8.37623142503639e-06,0.730764896852463,123.912960734888,125.215819814477,124.015860449179,124.615840131828,124.355354527289
0.000167528867936355,0.00125545802239239,0.000711493445164371,0.022908512844595,-0.00328639753202998,0.00981105765628254,7.00516414395922e-05,0.000100445963264157,8.52488023518748e-05,8.52488023518748e-05,135.731065862891,137.739652405039,136.735359133965,136.735359133965,0.102151485227068,-1.84187937576274,-0.000187778465490935,6.99932467453462e-05,0.000100445961696519,8.52196042209325e-05,-2.02615866257043e-05,6.99387013182417e-05,0.000100434319418309,8.52196042209325e-05,-2.02675977007945e-05,-1.32235118215128,0.674275081157506,-0.324038050496887,-2.02771266324528e-05,0.543748829029874,137.060567667868,134.73887105386,137.361480298659,136.050175676259,139.13431772349
0.000508863984685425,0.00334275242370581,0.00192580820419562,0.0021723263603494,0.0043362311506336,0.0032542787554915,-8.03380114635523e-05,2.68501930240633e-05,-2.67439092197445e-05,5.35941022438078e-05,135.583174577049,138.537393793397,137.060284185223,137.060284185223,-3.07369191104678,-3.48693178522745,0.00723221626128654,-8.03140826822182e-05,2.6849958886984e-05,-2.67320618976171e-05,1.93706872293671e-06,-8.03318954593701e-05,2.68484888404661e-05,-2.67320618976171e-05,1.93704862916378e-06,0.632856287439155,-0.320692958972827,0.156081664233164,1.93717616418229e-06,-1.78426297595849,137.267618694749,135.892192328133,138.510329502612,137.201260915372,133.219559695562
0.0018387213772474,0.00201400870667757,0.00192636504196248,0.00117302733786573,0.00165841427835248,0.0014157208081091,-5.47258864761884e-05,-5.25906666342629e-05,-5.36582765552257e-05,5.36582765552257e-05,158.21522144753,160.965311906575,159.590266677053,159.590266677053,-2.53651362628375,-3.00124081674551,0.0114774372230034,-5.47181508865683e-05,-5.25825329638258e-05,-5.36503419251971e-05,7.50067583456979e-08,-5.47238538395212e-05,-5.25885986481513e-05,-5.36503419251971e-05,7.50066999484604e-08,0.597307606135107,0.644030113377254,0.620668859756181,7.50219871255258e-08,-126.912596037793,159.767582108518,158.43048350828,161.210405949285,159.820444728783,-67.5249218757697
0.00601065276719391,0.00312149482680175,0.00456607379699783,0.0375769859824689,-0.0262071525722652,0.00568491670510186,-0.000100096172799098,-4.09747647820442e-05,-7.05354687905712e-05,7.05354687905712e-05,178.579588885423,180.029714582983,179.304651734203,179.304651734203,1.92279882929276,1.20274708106933,-0.00313159418451589,-9.94583569365256e-05,-4.08660013114965e-05,-7.0162179124011e-05,-4.51479087132015e-05,-9.96658897370756e-05,-4.08899261047761e-05,-7.0162179124011e-05,-4.52087302961424e-05,2.6517748198605,-3.1397301591753,-0.243977669657401,-4.53023975015845e-05,0.472164683347696,179.62514137984,183.907160085255,183.157712555154,183.532436320204,185.251633201558
0.00192717845304954,0.00065971907154951,0.00129344876229952,0.0142632230201216,0.00867388594017993,0.0114685544801508,-5.43872338688185e-05,1.96955411459019e-05,-1.73458463614583e-05,3.70413875073602e-05,167.855526030146,169.896743160373,168.876134595259,168.876134595259,-0.512735691167052,-2.94710135764447,0.00117870273831506,-5.43214816594515e-05,1.96930089005606e-05,-1.73142363794454e-05,-4.95924937657082e-06,-5.43521821886047e-05,1.96910056730192e-05,-1.73142363794454e-05,-4.95942715085662e-06,1.70950529157719,-1.52476356648979,0.0923708625436989,-4.95983852236837e-06,0.972946732283118,169.528008881905,169.709422088379,169.352709306026,169.531065697202,170.369220492833
0.00136797421489899,-0.00116054144480417,0.000103716385047408,0.0259167344128559,-0.0141020044600043,0.0059073649764258,0.000165292641965174,1.75218275096728e-05,9.14072347374233e-05,9.14072347374233e-05,192.199947260478,190.71203038602,191.455988823249,191.455988823249,3.73451039117933,2.61255708295386,-0.00605269107160345,0.000165226665300494,1.75135376208188e-05,9.13701014606562e-05,-2.79678736677076e-05,0.000164925340898808,1.7511335647343e-05,9.13701014606562e-05,-2.79799618237021e-05,-0.396551315151613,5.01587066933772,2.30965967709306,-2.79948073414568e-05,0.402958002209063,191.586573282299,191.998659367102,187.220208570375,189.609433968738,195.259807011132
0.00146409291441728,-0.000179947807786657,0.000642072553315314,0.0197997665277053,0.00138254080172045,0.0105911536647129,2.91103839507699e-05,0.000106768755869645,6.79395699102075e-05,6.79395699102075e-05,187.071589711956,186.706707785298,186.889148748627,186.889148748627,1.91323232342393,0.399495568094665,-0.00286841427799689,2.90848847425568e-05,0.000106768752581741,6.79268186621488e-05,-1.17518714928955e-05,2.90759573582432e-05,0.000106757161970465,6.79268186621488e-05,-1.17529431403244e-05,-3.12320021984064,0.426584595915821,-1.34830781196241,-1.17543325367521e-05,0.415172560082604,187.279915487034,184.562574502938,186.531359416361,185.54696695965,189.056799812257
0.0113188794939055,0.00493428431257851,0.008126581903242,0.0160688462587002,-0.00427513393831383,0.00589685616019318,-2.22938475514392e-05,0.000110145133403699,4.39256429261299e-05,6.62194904775691e-05,197.172090484368,197.508447215586,197.340268849977,197.340268849977,1.11017935976218,0.00800505188470879,-0.00251741351419997,-2.22717946814139e-05,0.000110145133264477,4.39366692915318e-05,-1.8604019060855e-05,-2.22764874489968e-05,0.000110126784906929,4.39366692915318e-05,-1.86071462239581e-05,4.28828906994083,0.696946059759736,2.49261756485028,-1.8609925016515e-05,0.437286835564802,197.548484726418,200.872078725132,197.015380015153,198.943729370142,198.931933660188
0.00267530975448069,0.00250347246551766,0.00258939110999918,0.0142391966018776,0.00234211451047354,0.00829065555617559,0.000116142000725843,7.82344420069476e-05,9.71882213663954e-05,9.71882213663954e-05,200.450844453476,200.767203183147,200.609023818312,200.609023818312,1.0558819759799,-0.846073385276441,-0.00224655739570192,0.000116137599569223,7.82344407453724e-05,9.71860201572979e-05,-1.01170890607234e-05,0.000116057870907033,7.82289245228514e-05,9.71860201572979e-05,-1.01176756973743e-05,-0.164524799956935,0.335440808095783,0.0854580040694241,-1.01183295839156e-05,0.480840420693851,200.853690687522,200.423653906563,200.689420040136,200.55653697335,201.666064746789
0.00662279832045749,0.00619056743009651,0.006406682875277,0.0123962835272022,0.0067503476967336,0.00957331561196789,9.47107021172416e-05,-7.10297594418525e-05,1.18404713376946e-05,8.28702307795471e-05,206.44042372996,208.138747065479,207.289585397719,207.289585397719,-0.618349489070653,-2.30667815452139,0.00236011255370478,9.47087202353807e-05,-7.09871868850822e-05,1.18607666751493e-05,-7.4212489403393e-06,9.46578835042086e-05,-7.10161022949911e-05,1.18607666751493e-05,-7.42174609876889e-06,-0.134066219859628,0.947788027747821,0.406860903944097,-7.42276932977502e-06,1.18180711183327,207.768860975089,206.422011581709,208.842210258455,207.632110920082,208.789741088215
0.0023410525888546,0.0045813787933422,0.0034612156910984,0.000441937724703623,0.00513674022123925,0.00278933897297144,1.32953541301768e-05,-9.65181226092821e-06,1.8217709346243e-06,1.14735831955525e-05,185.743684246258,187.390323336665,186.567003791462,186.567003791462,-1.49329357360654,-2.43598950745917,0.00353861036399653,1.32953541261046e-05,-9.65060436468293e-06,1.82237488071081e-06,4.1690053555687e-06,1.32953022323174e-05,-9.65103116335483e-06,1.82237488071081e-06,4.16896275649738e-06,0.375036454236966,2.42465484996087,1.39984565209892,4.16901198287129e-06,-0.125255127632013,186.756314654591,185.708585790273,188.470928129562,187.089756959918,185.63071620178
0.00454395880022098,0.0024460865389421,0.00349502266958154,0.0375482735421527,-0.00700254517249839,0.0152728641848272,3.34145865528455e-05,3.76275308119527e-05,3.55210586823991e-05,3.55210586823991e-05,260.671827901009,264.03360940473,262.352718652869,262.352718652869,-0.0897807358098248,-2.94545248093692,0.000158903957185531,3.32950423397192e-05,3.76260548041595e-05,3.54605485719393e-05,-3.34897632359712e-05,3.32733561045069e-05,3.76215552398219e-05,3.54605485719393e-05,-3.35178323345969e-05,-5.7483836494697,1.51704197499073,-2.11567083723948,-3.35639363711992e-05,0.542381372101297,262.987467700372,251.728223076001,263.316502837846,257.522362956923,266.647042234755
0.00281029946725292,0.000715596832550283,0.0017629481499016,0.023892447710854,-0.00927877430456848,0.00730683670314278,1.43340102426145e-05,-4.07233528865486e-05,-1.31946713219671e-05,2.75286815645816e-05,192.540876319118,192.921009347899,192.730942833508,192.730942833508,1.82234957651343,0.639261881655074,-0.00303724929418905,1.43120086636587e-05,-4.07030193996407e-05,-1.3195505367991e-05,-2.38108431274382e-05,1.43094674073743e-05,-4.07122899921346e-05,-1.3195505367991e-05,-2.38194939824631e-05,-8.86986650663719,-0.771383206832198,-4.82062485673469,-2.38317615528247e-05,0.460817872555867,193.064729160984,183.608193958739,193.117286119709,188.362740039224,195.936960958744
