real_time_s,peak_time_s,peak_time_m,peak_time_h,bl_slope,avg_baseline,pk_ht1_hz,pk_ht2_hz,pk_ht3_hz,node_dev_1,node_dev_2,node_dev_mean,avg_pk_ht_hz,mass_pg,pk_fwhm,transit_t,valve_state,pk_order,segment_num
3814193249.73988,9.34825730323792,0.155804288387299,0.00259673813978831,-0.000616113905050252,19.8922056769921,9.12043799892571,10.3150559365462,9.22404278663801,0.0225255569217445,-0.344427251722024,-0.16095084740014,9.17224039278186,7.08090348562273,90,178,5,1,0
3814193249.88919,9.49757194519043,0.158292865753174,0.00263821442921956,-0.000103400471011364,19.7936409050896,7.93702846268774,7.48228479242281,8.21878388744154,-0.688488308931628,0.167677155573601,-0.260405576679014,8.07790617506464,6.23608535560859,97,188,5,2,0
3814193249.91612,9.52450060844421,0.158741676807404,0.00264569461345673,0.000741684010124776,19.8035793093972,7.58373411862667,7.45900053137102,7.46956704388167,0.0991241653454508,0.0594861758673242,0.0793051706063875,7.52665058125417,5.8105200096814,97,187,5,3,0
3814193250.06328,9.67165327072144,0.161194221178691,0.00268657035297818,2.84430010141116e-05,19.7507868912581,15.6343237745262,16.4216250442104,16.0567103674882,-0.237218611877283,0.0679614545553869,-0.0846285786609482,15.8455170710072,12.2326249918053,239,351,5,4,0
3814193250.13704,9.74542260169983,0.16242371002833,0.00270706183380551,-0.000143960551972388,19.8034154945696,7.72077389372884,7.668843796,7.46813321890531,0.00599309316023468,0.494522975114622,0.250258034137428,7.59445355631707,5.86286341782368,93,183,5,5,0
3814193250.25702,9.86539506912231,0.164423251152039,0.00274038751920064,8.2292737428549e-06,19.7557077138452,14.1939699149098,14.8899027170414,15.4965291510156,-0.14825896752926,-0.144618735838591,-0.146438851683925,14.8452495329627,11.460425660629,212,318,5,6,0
3814193250.28900,9.8973753452301,0.164956255753835,0.00274927092923058,0.000263996282561981,19.7761461841259,17.112644917549,17.4483446252264,17.1859259919504,-0.0993081976431852,-0.0108396543894808,-0.055073926016333,17.1492854547497,13.2391247887526,89,183,5,7,0
3814193250.31196,9.92033457756042,0.165338909626007,0.00275564849376678,-3.64313798456482e-05,19.8180404785948,13.3404676031337,22.9857446574108,15.8440204288491,-0.119624423450023,0.23091738069389,0.0556464786219336,14.5922440159914,11.2651072247522,156,257,5,8,0
3814193250.39831,10.0066866874695,0.166778111457825,0.00277963519096375,-0.000185920871979314,19.711329718769,14.2313720531198,14.2471448661751,14.0005010282529,-0.0369698326025142,-0.088770380859294,-0.0628701067309041,14.1159365406863,10.8974012862151,90,180,5,9,0
3814193250.74410,10.3524792194366,0.172541320323944,0.00287568867206574,0.000151456988859086,19.6512402315699,15.4592677813177,15.708410915949,15.5363755345306,0.0401946426710099,0.000583796456170183,0.0203892195635901,15.4978216579241,11.9642066384908,93,188,5,10,0
3814193251.68180,11.2901766300201,0.188169610500336,0.00313616017500559,-0.000387818185229029,19.7731172532226,8.47325132008123,8.41462891061925,8.29393017161463,-0.0452524826340459,0.245887186108644,0.100317351737299,8.38359074584793,6.47207164140894,92,189,5,11,0
