labels,dry_density_gcm3,dry_volume_fl,avg_buoyant_mass_h2o,avg_buoyant_mass_d2o,avg_density_h2o_gcm3,avg_density_d2o_gcm3,total_volume_fl,water_content
Rep1_sts,1.47398965080308,334.464351938263,156.418094070425,124.604302460419,1.00632219038775,1.10144082239036,2524.8,0.867528377717735
Rep2_sts,1.54302854127723,296.566033422776,159.152008782009,130.926309454409,1.00637905736574,1.10155414873355,2867.8,0.896587616492511
Rep1_dmso,1.45221203075611,317.352836397977,141.51378602464,111.329452024546,1.00629263192278,1.10140548593944,2907.4,0.890846517026217
Rep2_dmso,1.51769183299838,279.060357174528,142.712774952735,116.098721319554,1.00628714478793,1.10165738620326,2800.4,0.900349822463031
