times_h,volumes_fl,counts,counts_normalized,labels
0,265.97,24435,1.31060931130659,NoIL371h
0,253.069,12853,0.689390688693413,NoIL371h
19.5,417.852,19765,1.06012658227848,NoIL3Starvation
19.5,417.964,20365,1.09230851748552,NoIL3Starvation
45.5,282.379,28109,1.50767002789101,NoIL3Starvation
45.5,291.04,30688,1.64599871272259,NoIL3Starvation
0,763.631,2387,0.128030465565329,Proliferating
3.33,801.984,4491,0.240881785024673,Proliferating
0,696.702,13009,0.697757991847243,ProliferatingConfluent
