labels,dry_density_gcm3,dry_volume_fl,avg_buoyant_mass_h2o,avg_buoyant_mass_d2o,avg_density_h2o_gcm3,avg_density_d2o_gcm3
Rep1_low,1.49031524787425,64.6004749332352,30.0228452550966,23.2401879402691,1.02556873809819,1.13056266146853
Rep2_low,1.51082050953917,60.3032783788138,29.262272657018,22.9307948679327,1.02556873809819,1.13056266146853
Rep3_low,1.44401915778158,72.4121339077282,30.3008878238583,22.6980537852677,1.02556873809819,1.13056266146853
Rep1_high,1.30467896623645,55.7525719744693,15.561113083089,9.7074318135024,1.02556873809819,1.13056266146853
Rep2_high,1.3192527303239,48.8071066110202,14.3338659185099,9.20941630706461,1.02556873809819,1.13056266146853
Rep3_high,1.30581710924672,53.3868394736895,14.9615748032697,9.35628107058466,1.02556873809819,1.13056266146853
