labels,dry_density_gcm3,dry_volume_fl,avg_buoyant_mass_h2o,avg_buoyant_mass_d2o,avg_density_h2o_gcm3,avg_density_d2o_gcm3
Rep1_low,1.75902719842787,133.711867401715,98.8392271707293,84.1174401058978,1.01983157509712,1.12993240123099
Rep1_high,1.61475752159422,110.627123997903,65.8149464527039,53.6348087077205,1.01983157509712,1.12993240123099
