label,h2o_buoyant_mass_pg,d2o_buoyant_mass_pg,h2o_media_density_gcm3,d2o_media_density_gcm3,dry_density,dry_volume
high1,57.2711105257363,51.4432555176248,1.02654695616863,1.07868450631761,1.5389096338549,111.778458931399
high2,59.2989389331893,56.0584378168362,1.02654695616863,1.07895827220803,1.98563794785031,61.8282722364164
high3,60.2382453696231,55.6768627764405,1.02654695616863,1.07935598769856,1.72395028378831,86.3750472416349
high4,61.7373665344303,55.2476234347395,1.02654695616863,1.07925161818413,1.52792998272936,123.13413750346
low1,74.8922125609967,66.9534960763296,1.02654695616863,1.07925194882499,1.52375497722208,150.625511636599
low2,76.3989099978496,62.3566576023284,1.02654695616863,1.07956317187491,1.31498936398795,264.86712053002
low3,75.3368385610174,62.5113568134482,1.02654695616863,1.08282113208431,1.35710128461854,227.910609775699
low4,74.9977880466428,67.7496329151715,1.02654695616863,1.08058929204432,1.58573140766477,134.119945298872
