labels,dry_density_gcm3,dry_volume_fl,avg_buoyant_mass_h2o,avg_buoyant_mass_d2o,avg_density_h2o_gcm3,avg_density_d2o_gcm3,total_volume_fl,water_content,total_density
Rep1_ntarget,1.4139669018414,363.910083480087,148.546827540047,115.761882123362,1.00577038769293,1.09586117359027,2567.92,0.858286051169785,1.06361752761164
Rep1_ntreat,1.53274179708304,280.256965663202,147.673076110487,122.075095687935,1.00582152674816,1.09715906179204,2481.25,0.887050089405259,1.06533712417304
Rep2_ntreat,1.61154806421968,230.178629659361,139.41423146911,118.668252328761,1.00586963231908,1.09599954216801,2261.61,0.898223553283121,1.06751343097097
Rep1_siRNA1,0.668653855849228,-255.387469437915,86.0816805067824,109.177820763714,1.00571691025922,1.09615259337149,2287.92,1.11162430042917,1.04334133790826
Rep1_siRNA2,1.75321809134655,176.309545367536,131.790322187641,115.864747561704,1.00572412037118,1.09605147384906,2403.33,0.92663947715564,1.06056066890494
