real_time_s,peak_time_s,peak_time_m,peak_time_h,avg_baseline,bl_slope,pk_fwhm,transit_t,valve_state,pk_order,segment_num,pk_ht1_hz,pk_ht2_hz,pk_ht3_hz,node_dev_1,node_dev_2,node_dev_mean,avg_pk_ht_hz,mass_pg
3805457627.14203,49.4301378726959,0.823835631211599,0.0137305938535266,-76.1329878745072,3.45311157086227e-05,109,207,5,2,0,34.6196035700619,36.6282487955825,34.439603799081,-0.0500654930868114,0.185006842831362,0.0674706748722755,34.5296036845715,27.7529898630236
3805457627.39646,49.6845622062683,0.828076036771139,0.013801267279519,-76.1258009960102,-3.54213691535165e-05,113,214,5,3,0,57.5255668897821,61.2607395427907,57.5789130708719,0.0355930841893714,-0.0632078419123285,-0.0138073788614785,57.552239980327,46.2573143717255
3805457627.6097,49.8978095054626,0.831630158424377,0.0138605026404063,-76.1103100497827,2.93287544690313e-05,110,208,5,4,0,31.8393794121139,33.5794060196534,31.9175187163117,0.00496395932812677,0.0593241165396594,0.0321440379338931,31.8784490642128,25.6221380879423
3805457627.7817,50.0698091983795,0.834496819972992,0.0139082803328832,-76.1128957084464,-2.89994717498027e-05,107,206,5,5,0,35.1872770853804,38.4442851498012,35.310357519617,0.0578908719675545,-0.0589463516071546,-0.000527739819800067,35.2488173024987,28.331054078009
3805457628.10362,50.3917231559753,0.839862052599589,0.0139977008766598,-76.1233343415101,9.66553272293302e-05,104,200,5,6,0,41.9712163233084,44.3960203441817,42.1366219420697,0.123226570499971,0.0873206359144141,0.105273603207193,42.0539191326891,33.8006193772628
3805457628.17969,50.4677977561951,0.841129962603251,0.0140188327100542,-76.1088565572935,-1.15914335666028e-06,103,198,5,8,0,38.2142821911251,41.6274253641299,38.3426883711377,-0.177987244675709,0.117250631521946,-0.0303683065768814,38.2784852811314,30.7661340015267
3805457628.53606,50.8241698741913,0.847069497903188,0.0141178249650531,-76.1182361795837,-1.30126372047224e-06,193,290,5,9,0,41.5164396610079,44.5338041847446,37.1296908819906,0.116194861345622,-0.210695069987293,-0.0472501043208359,39.3230652714992,31.6057097507482
3805457628.57408,50.862185716629,0.84770309527715,0.0141283849212858,-76.1206436235661,9.76549553551114e-05,110,210,5,10,0,72.3982537360093,77.8822193396586,72.3995853967715,0.0784728405082004,-0.00675978416692037,0.03585652817064,72.3989195663904,58.1902560821363
3805457628.69543,50.9835319519043,0.849725532531738,0.0141620922088623,-76.1435646295353,8.51051870809418e-05,108,206,5,11,0,49.370651898189,54.2684904790558,49.1940352996943,0.276598711175777,0.0529510526519501,0.164774881913863,49.2823435989417,39.610428049558
3805457628.80665,51.0947544574738,0.851579240957896,0.0141929873492983,-76.1097570123431,8.0658709195715e-05,107,205,5,12,0,60.5541843383901,64.3142199197885,60.475962215051,0.0945218737844825,-0.0505130065073141,0.0220044336385842,60.5150732767205,48.6386762660521
3805457628.90278,51.1908884048462,0.853181473414103,0.0142196912235684,-76.1264484825222,-5.82499972502718e-05,106,205,5,13,0,50.4228287251602,53.2440732642517,50.7050929142876,0.0267653302097758,0.092764137545015,0.0597647338773954,50.5639608197239,40.6405212432583
3805457628.93138,51.2194862365723,0.853658103942871,0.0142276350657145,-76.2943032240237,0.000815341437100026,102,199,5,14,0,44.8271684524955,46.7859800215495,44.7189072298824,0.190718529256839,0.311971272002025,0.251344900629432,44.773037841189,35.9860969356709
3805457628.99325,51.2813591957092,0.854689319928487,0.0142448219988081,-76.1301006185018,-6.88552791796254e-05,106,203,5,15,0,61.3176704775415,66.7732064067002,61.1923278883003,0.00996908253238374,0.22305921517069,0.116514148851537,61.2549991829209,49.2333878753065
3805457629.06214,51.3502411842346,0.855837353070577,0.0142639558845096,-76.1296398897087,0.000124891122671448,103,200,5,16,0,41.6550190933245,43.7164617489933,41.5845653069526,-0.0164729664371965,-0.142507420572413,-0.0794901935048047,41.6197922001385,33.4516921069587
3805457629.11382,51.4019238948822,0.85669873158137,0.0142783121930228,-76.1402575189141,-0.000134325275318257,104,203,5,17,0,60.3795184702944,64.0163208786041,60.2720266496908,-0.0467428297183452,0.0750055253582646,0.0141313478199597,60.3257725599926,48.4865267968486
3805457629.45797,51.7460789680481,0.862434649467468,0.0143739108244578,-76.1508045117078,-5.06617913180744e-05,107,206,5,18,0,68.0860537400587,73.6489488023299,68.0643093779016,0.185919938399978,-0.110603018318215,0.0376584600408814,68.0751815589802,54.7150740850824
3805457629.5333,51.8214094638824,0.863690157731374,0.0143948359621896,-76.182594562723,7.20171785680816e-05,285,407,5,20,0,32.7838544840854,33.4164425389756,39.5757661031844,0.246269414192707,0.0536194387540126,0.14994442647336,36.1798102936349,29.0793348657522
3805457629.79954,52.0876498222351,0.868127497037252,0.0144687916172875,-76.1746941335657,-1.5033504294904e-05,102,201,5,23,0,40.0233764363673,41.8850085418017,39.7755516808632,-0.0783959467219316,0.156581783635781,0.0390929184569247,39.8994640586152,32.0689872862224
3805457630.04801,52.3361122608185,0.872268537680308,0.0145378089613385,-76.1748450180478,-4.44025070698043e-06,103,202,5,24,0,46.4277305089929,50.9515685512935,46.2121602955374,0.291517721407551,-0.0170137015681454,0.137252009919703,46.3199454022651,37.2294158643722
3805457630.17997,52.4680724143982,0.874467873573303,0.0145744645595551,-76.1808383899257,-2.09178586735928e-05,144,240,5,25,0,43.9313157827844,96.5988865130595,52.8884434995399,-9.97565577355121,-23.2116641510948,-16.593659962323,48.4098796411621,38.9091896687964
3805457630.42711,52.7152116298676,0.878586860497793,0.0146431143416299,-76.2081793733323,-0.000104277108235656,104,202,5,26,0,58.1268763667323,61.6271829235543,58.2577001883663,0.06970372160663,0.0933261587148833,0.0815149401607567,58.1922882775493,46.7717498708098
3805457630.59515,52.8832590579987,0.881387650966644,0.0146897941827774,-76.2385024045776,8.33351375023351e-05,100,197,5,27,0,56.2606294328861,59.5123181304926,56.4768724685139,0.149743789551604,0.130553344804277,0.140148567177941,56.3687509507,45.3060912026941
3805457630.81629,53.1043939590454,0.885073232650757,0.0147512205441793,-76.2341038377307,1.2767090813308e-05,102,196,5,28,0,53.8297943455737,58.2761726415318,53.8316319110255,-0.0705435362766396,0.158386536120935,0.0439214999221479,53.8307131282996,43.2661564672565
3805457630.86063,53.1487338542938,0.885812230904897,0.0147635371817483,-76.2586808970913,-3.130289778068e-05,100,198,5,29,0,42.7945962811523,44.8304093147187,42.8071879606579,0.0023608295422055,0.0510405097540081,0.0267006696481068,42.8008921209051,34.4009950421354
3805457630.91206,53.2001602649689,0.886669337749481,0.0147778222958247,-76.2497836603316,4.42174352909471e-06,105,202,5,30,0,57.8959872766634,62.9081534695596,57.9548551224099,0.195732676480724,-0.0910200288789455,0.052356323800889,57.9254211995366,46.5572568410456
