real_time_s,peak_time_s,peak_time_m,peak_time_h,avg_baseline,bl_slope,pk_fwhm,transit_t,valve_state,pk_order,segment_num,pk_ht1_hz,pk_ht2_hz,pk_ht3_hz,node_dev_1,node_dev_2,node_dev_mean,avg_pk_ht_hz,mass_pg
3804848046.52588,1.95168256759644,0.0325280427932739,0.000542134046554565,-11.4183986271262,1.25676470848582e-05,122,227,4,2,0,25.0508859411162,26.1071635353664,24.9981494463438,0.217744622765697,0.0539023940088594,0.135823508387278,25.02451769373,20.113326298948
3804848046.59787,2.02367401123047,0.0337279001871745,0.000562131669786241,-11.4250690282528,-2.68369463522232e-05,106,176,4,3,0,3.44279421696081,3.52347074441877,3.45747314325207,0.0567600066682848,0.0587082254032389,0.0577341160357619,3.45013368010644,2.77302705020197
3804848047.77486,3.20066523551941,0.0533444205919902,0.000889073676533169,-11.7594077704096,-2.3868909745148e-05,126,233,4,4,0,55.7513932616984,59.1081811240947,55.9744004643135,0.253367827446651,0.132576791360914,0.192972309403782,55.8628968630059,44.8995136034784
3804848048.39951,3.82530641555786,0.0637551069259644,0.00106258511543274,-12.029318700375,-3.45093215963742e-05,127,234,4,9,0,58.7029392871777,62.1954948406514,58.5195007196546,0.053888572954759,0.204269365088645,0.129078969021702,58.6112200034162,47.1084640725565
3804848048.61384,4.0396409034729,0.067327348391215,0.00112212247318692,-12.1093181675443,7.59331326753608e-05,129,237,4,11,0,60.2896678122114,64.0021870554716,60.1275436501252,0.163243054949038,-0.0794936922645144,0.0418746813422619,60.2086057311683,48.3923545659031
3804848048.81476,4.24055647850037,0.0706759413083394,0.00117793235513899,-12.1699268565348,-1.44786548745555e-05,124,229,4,12,0,49.92892727111,53.0457565308583,49.9114493084924,-0.0525156396982622,-0.032779267422764,-0.0426474535605131,49.9201882898012,40.1230924114579
3804848049.24449,4.67028760910034,0.077838126818339,0.00129730211363898,-12.2520204260292,-4.3019775518484e-05,119,219,4,13,0,33.3798104867319,34.6181254844751,33.3951397656329,-0.144717601685445,0.00987716640666323,-0.0674202176393908,33.3874751261824,26.8350099582207
3804848049.64384,5.06963610649109,0.0844939351081848,0.00140823225180308,-12.3329023958421,-3.89527786862739e-05,299,419,4,14,0,52.4288953771182,53.1231154322459,41.0691326590666,0.190903529185647,0.336742835260275,0.263823182222961,46.7490140180924,37.5742775388465
3804848049.77236,5.19816088676453,0.0866360147794088,0.00144393357965681,-12.4118116361452,-0.000419538304186781,188,291,4,15,0,39.3362972749947,54.2501885432026,32.2837040593468,-0.0201601973393975,0.100153569373171,0.0399966860168869,35.8100006671708,28.7821022966135
3804848050.28083,5.70663237571716,0.0951105395952861,0.00158517565992143,-12.3958070046869,1.01217666846541e-05,128,234,4,16,0,59.7600728018616,63.5034547017159,59.7409658313667,0.203090785894772,0.349741343050868,0.27641606447282,59.7505193166141,48.0241699862118
