mass_pg,volume_fl,density_gcm3,snacs
91.111422154832,3471.58245392137,0.0262449252939149,0.000454638540773417
70.0387378445291,2481.2882109546,0.0282267644424844,0.000562423693778219
148.470604017697,5017.5023652269,0.0295905399161646,0.000286378232933954
75.6915104306446,2594.93059375629,0.0291689922700697,0.000550054681532511
95.3189891226997,2969.13340257772,0.0321033029502637,0.000509325870585563
124.945017786833,4309.75314180489,0.0289912237837611,0.000363410750165432
72.1688128798462,2406.50093792658,0.0299891064833851,0.000570563655939352
123.487566975693,4195.72793189832,0.0294317384206135,0.000375821429903774
79.0178608749509,3693.92912621364,0.02139127692359,0.000430437985975347
76.6662275761399,2445.14257625792,0.0313545019094432,0.000566357840415854
118.215116993909,3622.60264684804,0.0326326479932227,0.000438201270015738
56.0838019489627,1814.15892155409,0.0309144922656053,0.000635035074731619
144.513245604776,4379.35753685949,0.0329987319803098,0.00035583490043789
143.221562812428,5861.21481732859,0.0244354740913088,0.000194547268159893
80.1378117594619,2941.83330651527,0.0272407724740831,0.000512297255153367
82.7858151872899,2423.36112719575,0.0341615676913525,0.000568728566931237
97.0646479241152,3549.66934575993,0.0273447012860673,0.000446139443011045
105.967755174431,3282.89566034182,0.0322787460029715,0.000475175502449604
70.9766677502864,2092.30642466804,0.0339226926388411,0.00060476107143011
76.8240328867205,2636.73137213994,0.0291360863296328,0.000545505020332518
126.360403563464,4134.3379779402,0.0305636366058343,0.000382503207191008
137.930304452101,4846.77064650134,0.0284581868035506,0.000304960936566035
74.0566340606428,2359.86896491609,0.031381672101983,0.000575639151814995
91.1631763546563,2798.37003228205,0.0325772415023732,0.000527912019223359
91.3905861525685,2708.12509107018,0.0337468111993502,0.00053773441783419
69.4815438020293,2069.56665099609,0.0335729916060387,0.000607236103474306
87.6358453313295,3107.94512501343,0.0281973592860494,0.000494217388588566
104.380617279777,3115.5594505019,0.0335030093112047,0.000493388633656755
137.991641363057,4040.93204225167,0.0341484686998512,0.000392669653316741
77.0674288112563,1992.22321855649,0.0386841334311409,0.000615654281968856
210.901842692614,5341.03347623932,0.0394870849678913,0.000251164607741288
66.9480760366432,1837.80804190987,0.0364282202003372,0.000632461067991622
117.363294533536,3880.09605000804,0.0302475230048217,0.000410175290813656
132.390942576165,4505.02833919224,0.0293873717562236,0.000342156696455716
59.6346353713889,1800.33307477007,0.0331242236267893,0.000636539901222957
93.7838988845437,2976.09920190123,0.0315123564512337,0.000508567702241944
65.5518946836156,1822.8424374514,0.0359613608597278,0.000634089947466406
127.914317660514,4227.95420514882,0.0302544236417555,0.000372313872611839
58.963466700893,2095.54597972754,0.0281375198975874,0.000604408473260187
64.4627683177297,2454.32761746496,0.0262649402871131,0.000565358126362291
85.4331514966097,2303.69263052124,0.0370853083283421,0.000581753470706578
76.2317705198871,2965.23721970024,0.025708489699719,0.000509749937140091
107.617677909107,3544.43433377336,0.0303624408791173,0.000446709229791047
101.616051373568,5328.52229440428,0.0190702122951197,0.000252526344071614
82.4319370535895,2453.16105236326,0.0336023340066395,0.000565485097107471
67.8974986495288,2455.86264495171,0.0276471075404398,0.000565191051602743
53.9496989218186,1451.26843234554,0.0371741696569704,0.000674532635361832
46.0796678076949,1528.12902900676,0.0301543043375371,0.00066616700945821
73.1216874444981,2302.93516604281,0.031751518029118,0.000581835914308854
80.4629870270178,2416.76967923594,0.0332936099448484,0.000569445990294967
93.8638616417292,2705.22334984523,0.0346972687660334,0.000538050247825259
67.773830989073,2533.13662607768,0.0267549054762255,0.000556780432296303
92.0053110387522,2951.43948332665,0.0311730298244335,0.000511251704050996
195.921797004606,4615.04028215723,0.0424528899047931,0.00033018282688205
145.857380504305,3938.64177780754,0.0370324057714883,0.000403803083488951
52.5414184994758,1566.34095177957,0.0335440495505029,0.000662007964838971
58.2819414312726,2067.12600943171,0.028194672780154,0.000607501746667039
66.4465963158185,2758.31248935117,0.0240895825155215,0.000532271943987605
64.8225863856233,2238.46032771934,0.0289585594093007,0.000588853455169069
53.5626055371303,1698.85784320363,0.0315285977290038,0.000647584621959513
63.2433780193122,1893.917399061,0.033392891395722,0.000626354039006562
68.2636631435417,1969.99937176027,0.0346516167071391,0.000618073159736043
46.4104051165772,1806.81778514055,0.025686267590601,0.000635834095343101
63.6567082883415,1695.24778031513,0.0375500909232917,0.000647977546773079
82.13917349336,2815.64263241187,0.0291724427481764,0.000526032042780998
81.9192404988406,2601.02252261517,0.0314950138980249,0.00054939162659827
84.0622641842303,2954.90266962169,0.028448403748944,0.000510874765512429
89.1782268486895,3092.71300544032,0.0288349506377792,0.000495875275979546
90.8991027836762,2308.42977136183,0.0393770275844482,0.000581237872990107
