real_time_s,peak_time_s,peak_time_m,peak_time_h,bl_slope,avg_baseline,pk_ht1_hz,pk_ht2_hz,pk_ht3_hz,node_dev_1,node_dev_2,node_dev_mean,avg_pk_ht_hz,mass_pg,pk_fwhm,transit_t,valve_state,pk_order,segment_num,total_volume_au,total_volume_fl,total_density_gcm3,snacs
3822227911.14552,75.6590983867645,1.26098497311274,0.0210164162185457,-0.000151096090422182,-507.138049203169,159.967075708668,170.692272562562,159.359745743056,0.799277301461575,3.66777677890593,2.23352704018375,159.663410725862,122.818838783078,141,252,0,8,0,209.955979913051,2035.16900070715,1.06982879452586,0.00134173347311508
3822227911.33418,75.8477575778961,1.26412929296494,0.0210688215494156,-0.000266697176769983,-507.217007562959,130.363630484391,136.170660738571,129.072548312353,-0.0282642900231975,2.59916137738185,1.28544854367932,129.718089398372,99.7838204547818,152,266,0,10,0,328.421604700064,3183.49336525147,1.04082469557035,0.000327372122225594
3822227911.5844,76.0979790687561,1.26829965114594,0.0211383275190989,0.000106877139493401,-507.170369496777,188.470861659038,202.024224484255,187.4021986016,0.458726364369218,4.83817638592152,2.64845137514537,187.936530130319,144.567539241399,169,286,0,11,0,329.279583092945,3191.81001824316,1.0547738467743,0.00075102881174455
3822227912.77506,77.2886388301849,1.28814398050308,0.021469066341718,-0.000207455901681668,-515.360714270331,153.196819896855,161.035017885306,152.681919213615,0.873460046989545,4.2104463844717,2.54195321573062,152.939369555235,117.646464444138,141,252,0,20,0,287.815825274701,2789.8888412447,1.05164944017839,0.000944635469127821
3822227912.85957,77.3731544017792,1.28955257336299,0.0214925428893831,0.000538903528894994,-515.17109515698,176.012685351789,186.88000935138,175.323915977089,0.602993155402873,4.18723888335976,2.39511601938132,175.668300664439,135.130375835747,152,265,0,21,0,330.245153335093,3201.16959269129,1.05169338229724,0.000666850612966973
3822227912.97521,77.4887907505035,1.29147984584173,0.0215246640973621,0.000723489264651961,-514.900702086753,132.251260230231,141.606897994388,131.543619917812,0.682762162330027,3.06169872976372,1.87223044604687,131.897440074021,101.460255387917,135,243,0,22,0,192.588862365436,1866.82409679358,1.06382969310613,0.00129417643978137
3822227913.29205,77.8056335449219,1.29676055908203,0.0216126759847005,-0.000285506615406589,-514.473895386705,167.526921431492,177.93161325523,167.226276311584,0.823364897040193,4.81417167727514,2.81876828715767,167.376598871538,128.752100555832,152,264,0,25,0,330.282719361182,3201.53373193518,1.04969632489996,0.000798991733749695
3822227913.41689,77.9304735660553,1.29884122610092,0.0216473537683487,-0.00064867114043847,-514.56965704237,157.297487687691,168.036411554443,156.867727763821,1.11439359360393,3.29727642834677,2.20583501097535,157.082607725756,120.833592281328,137,246,0,26,0,220.118077644259,2133.67339335782,1.06611228764381,0.00125058030215356
3822227914.04729,78.5608706474304,1.30934784412384,0.0218224640687307,-0.00041718486772195,-513.489324904678,208.563128525588,222.174923104969,207.937522333676,3.33847328659702,6.50557332221631,4.92202330440666,208.250325429632,160.193641293186,147,257,0,30,0,283.43231675088,2747.39812168667,1.06778796855479,0.00183689249073863
3822227914.14406,78.6576387882233,1.31096064647039,0.0218493441078398,7.02636964287095e-05,-513.640608847891,130.690859844403,140.907075501611,130.049433450999,0.265806802254387,4.65080661849504,2.45830671037471,130.370146647701,100.285406346118,160,276,0,31,0,335.19509970041,3249.15097146425,1.04034567982985,0.00066185073302742
3822227914.23882,78.7524020671844,1.31254003445307,0.0218756672408846,-0.000128335798281048,-513.676539462946,163.858924187756,176.991403285089,163.192893493712,0.536602445928669,4.04069290997062,2.28864767794965,163.525908840734,125.790011270961,150,263,0,32,0,266.365595818674,2581.96505614918,1.05819928026694,0.000977967362134721
3822227914.37695,78.8905272483826,1.31484212080638,0.0219140353467729,-0.000300504062244096,-513.64793051084,167.257762117966,177.234108674776,166.514232098216,0.828297810662154,4.36358581900705,2.5959418148346,166.885997108091,128.374712031952,142,251,0,34,0,253.656713143575,2458.77388024317,1.06169143390368,0.00118175931155828
3822227914.51465,79.028226852417,1.31713711420695,0.0219522852367825,0.000173508221032922,-513.581473174978,147.472819222702,158.189883866904,146.655696551417,1.28967054915219,3.655121020965,2.4723957850586,147.06425788706,113.127117215328,146,259,0,35,0,242.362443696481,2349.29499293604,1.05763421358888,0.0012089443567074
3822227914.6994,79.2129819393158,1.32021636565526,0.0220036060942544,4.03219245252785e-05,-513.636868243101,216.040858773986,230.567348237731,215.498800869671,0.894794493483538,4.86040149175961,2.87759799262158,215.769829821829,165.977914555766,154,266,0,37,0,355.545433012685,3446.41311912183,1.05764017935963,0.000685117928338227
3822227914.86313,79.3767068386078,1.3229451139768,0.0220490852329466,6.99832742800816e-06,-513.645567314942,163.128763963215,172.238709103078,162.821849942583,0.306612788538697,4.1954853450205,2.2510490667796,162.975306952899,125.366468493138,150,265,0,38,0,346.949198817757,3363.08713162873,1.04675776760489,0.000542773232808823
3822227914.99174,79.5053243637085,1.32508873939514,0.0220848123232524,-3.28391003274803e-05,-513.727381076333,171.66159964927,185.568065165297,171.05457784773,0.632862158285318,4.28461232141555,2.45873723985043,171.3580887485,131.814805787368,149,259,0,39,0,242.826666124564,2353.79484616936,1.06548154330273,0.00119987303108463
3822227915.5578,80.0713818073273,1.33452303012212,0.0222420505020354,0.000699513724826644,-513.418484302119,229.86794523613,244.358522573198,228.696514476827,0.674431530961429,4.45309289444062,2.56376221270103,229.282229856479,176.372138716977,168,287,0,42,0,401.112721666578,3888.11110435227,1.05484247666613,0.000386199652913425
3822227915.64127,80.1548492908478,1.33591415484746,0.0222652359141244,4.92524666118351e-05,-513.529925531133,151.063719537014,162.737965357196,150.686352944379,0.340157723400892,4.93825253745004,2.63920513042546,150.875036240697,116.058505002459,160,275,0,43,0,343.090793041077,3325.68639728384,1.04437817797262,0.000677459767332688
3822227916.23605,80.7496340274811,1.34582723379135,0.0224304538965225,-0.000833516361750403,-511.074303814695,148.673830984845,156.592347911566,148.233771071916,-0.153181906915642,3.15235160957094,1.49958485132765,148.453801028381,114.196003782891,158,272,0,50,0,369.065678602208,3577.46908960259,1.0414014603512,0.00023273949410995
3822227916.37706,80.8906455039978,1.34817742506663,0.0224696237511105,0.00037132856050047,-510.375868081945,253.885878404665,269.356658592184,252.929417655203,0.546178553793581,4.34607479256879,2.44612667318118,253.407648029934,194.930278191446,157,270,0,51,0,343.50977410722,3329.74771184154,1.06802262488965,0.000617371753288938
3822227916.65232,81.165904045105,1.35276506741842,0.0225460844569736,5.28987713549753e-05,-511.567978019155,133.212383174511,141.210830812901,133.059080249646,0.784847983508109,1.8765582839401,1.3307031337241,133.135731712079,102.412793858501,136,244,0,56,0,178.977651536088,1734.88637178355,1.06851198149966,0.00109515153517419
