fl1_real_time_s,fl1_peak_time_s,fl1_peak_time_m,fl1_peak_time_h,fl1_avg_baseline,fl1_bl_slope,fl1_pk_fwhm,fl1_transit_t,fl1_valve_state,fl1_pk_order,fl1_segment_num,fl1_pk_ht1_hz,fl1_pk_ht2_hz,fl1_pk_ht3_hz,fl1_node_dev_1,fl1_node_dev_2,fl1_node_dev_mean,fl1_avg_pk_ht_hz,fl1_mass_pg,fl1_pair_id,fl1_bl_avg_hz,fl2_real_time_s,fl2_peak_time_s,fl2_peak_time_m,fl2_peak_time_h,fl2_avg_baseline,fl2_bl_slope,fl2_pk_fwhm,fl2_transit_t,fl2_valve_state,fl2_pk_order,fl2_segment_num,fl2_pk_ht1_hz,fl2_pk_ht2_hz,fl2_pk_ht3_hz,fl2_node_dev_1,fl2_node_dev_2,fl2_node_dev_mean,fl2_avg_pk_ht_hz,fl2_mass_pg,fl2_pair_id,fl2_bl_avg_hz,fl1_bl_dens_gcm3,fl2_bl_dens_gcm3,density_gcm3,volume_fl
3801497257.99752,107.839634895325,1.79732724825541,0.0299554541375902,84.5841324873736,4.15253154694586e-08,208,501,7,21,0,6.60855219895974,6.77349126007335,6.68767679105668,-0.330818585725867,-0.287988807821876,-0.309403696773872,6.64811449500821,5.22602719847579,1,84.5841324873736,3801497262.39897,112.241093158722,1.8706848859787,0.0311780814329783,334.916699294,-8.29290349142295e-08,265,640,11,21,0,-7.8010160197791,-9.37953154095595,-8.45070793899262,0.215855331230109,0.404507055150478,0.310181193190293,-8.12586197938586,-6.3876721357938,1,334.916699294,1.00692271731799,1.10288894642394,1.05010638421067,121.018606675139
3801497272.75917,122.601288080215,2.04335480133692,0.0340559133556154,84.3915256676752,6.94239412589965e-07,183,456,7,24,0,6.64279641933464,6.57034962063858,6.62796156258702,-0.178161622991867,-0.210498173478999,-0.194329898235433,6.63537899096083,5.21601592526623,2,84.3915256676752,3801497278.13115,127.973270654678,2.13288784424464,0.0355481307374107,319.549420131739,8.3213702748463e-06,245,573,11,24,0,-6.51195521947673,-7.42637315757431,-6.43826824185064,-1.47919661012556,-1.60714250781168,-1.54316955896862,-6.47511173066369,-5.09003117245144,2,319.549420131739,1.00692160720502,1.10280037523013,1.05544701914736,107.490399699526
3801497318.49883,168.34094452858,2.80568240880966,0.046761373480161,84.4819187579677,9.77201672808404e-07,204,515,7,32,0,15.1035363716818,17.1313281880352,15.1964532305079,-0.820444622892121,-0.847350259654461,-0.833897441273291,15.1499948010948,11.9092841958027,3,84.4819187579677,3801497323.25559,173.09770488739,2.88496174812317,0.0480826958020528,328.142291927217,1.19085527972007e-05,217,468,11,32,0,-16.6680304437309,-18.288406449579,-15.8026466966527,-1.56926679030136,-2.03479690485611,-1.80203184757873,-16.2353385701918,-12.7624638546753,3,328.142291927217,1.00692212819666,1.10284990129816,1.05322736403965,257.190876560554
3801497364.00578,213.847904443741,3.56413174072901,0.0594021956788169,84.1402765977356,1.92387493814479e-06,197,469,7,42,0,6.5145245443944,6.9000869782331,6.39963616452108,-0.181806995700329,-0.108760821417009,-0.145283908558669,6.45708035445774,5.07585685843369,4,84.1402765977356,3801497368.56411,218.406224727631,3.64010374546051,0.0606683957576752,334.94501532419,-7.44191248858136e-06,263,616,11,42,0,-8.92239599455078,-9.78632450500126,-8.21255816176418,1.0916607222167,0.728486053585696,0.910073387901197,-8.56747707815748,-6.7348220711884,4,334.94501532419,1.00692015910026,1.10288910962685,1.0481645836274,123.067709554143
3801497378.47513,228.317244768143,3.80528741280238,0.0634214568800396,84.0910025111422,-3.76072735899731e-07,153,374,7,45,0,10.3163910572273,10.3287402914033,10.1995276811893,-0.576927238022083,-0.534732517403339,-0.555829877712711,10.2579593692083,8.0636960606792,5,84.0910025111422,3801497384.09032,233.932440757751,3.89887401262919,0.0649812335438198,317.145289408763,-9.18383420801233e-06,200,493,11,45,0,-11.8951532094245,-13.0796944563039,-10.9546544207434,0.0207832321479684,-0.417821714768592,-0.198519241310312,-11.4249038150839,-8.98102132904445,5,317.145289408763,1.00691987510303,1.10278651872854,1.05227348577772,177.796121206742
3801497393.64913,243.49124455452,4.05818740924199,0.0676364568206999,84.1415063567403,7.06772366312822e-07,187,454,7,48,0,29.7523239898153,32.5886813868336,29.7736967479835,-3.02187390649226,-3.07737609109867,-3.04962499879546,29.7630103688994,23.3964535077089,6,84.1415063567403,3801497397.93654,247.778660058975,4.12964433431625,0.0688274055719376,345.733750406687,-1.17043548650739e-06,212,515,11,48,0,-34.0996870263109,-37.6828651002562,-34.2640855064749,-3.18963658284157,-2.96370008872674,-3.07666833578416,-34.1818862663929,-26.8700948904392,6,345.733750406687,1.00692016618813,1.10295129182162,1.05161764070698,523.440166576739
3801497408.57916,258.421278715134,4.30702131191889,0.0717836885319816,84.0783338033254,6.86218732163322e-07,193,460,7,51,0,29.6614142180988,32.0886483039243,29.6760327856504,-2.86048412524194,-2.91243606729687,-2.8864600962694,29.6687235018746,23.3223353901734,7,84.0783338033254,3801497412.86584,262.707961082458,4.37846601804098,0.0729744336340162,346.52310892582,-5.26620818856864e-06,215,522,11,51,0,-34.295372585912,-37.7058930957582,-34.1900006565595,-3.32132705915091,-3.30560594382227,-3.31346650148659,-34.2426866212357,-26.9178895408359,7,346.52310892582,1.00691980208539,1.10295584138603,1.05150130467996,523.139284969136
3801497423.14372,272.985840082169,4.54976400136948,0.0758294000228246,83.910896760889,1.85374819280075e-06,149,373,7,55,0,14.7970500077503,15.5359934331074,14.7242905238269,-0.919675717184122,-0.751867291063089,-0.835771504123605,14.7606702657886,11.6032394349804,8,83.910896760889,3801497427.49342,277.335543870926,4.62225906451543,0.0770376510752572,341.742113068256,8.19019108982953e-06,202,508,11,54,0,-15.7833284415393,-18.2230967623737,-16.3375773106532,-1.73857640958645,-1.52691121716081,-1.63274381337363,-16.0604528760962,-12.6249876733229,8,341.742113068256,1.0069188370415,1.1029282855314,1.0528991150812,252.352528729016
3801497452.1936,302.03571844101,5.03392864068349,0.0838988106780582,83.9420546080464,-8.52718016894204e-08,205,502,7,60,0,6.57067274185964,7.63866411463282,6.66632758503546,-0.301426422043703,-0.412021783785579,-0.356724102914641,6.61850016344755,5.20274762013566,9,83.9420546080464,3801497457.19336,307.035474538803,5.11725790898005,0.0852876318163342,330.47448521288,4.36178040853617e-06,256,613,11,59,0,-7.33673101403838,-8.3463396030884,-7.37329743660073,-0.429991728451994,-0.467648781067608,-0.448820254759801,-7.35501422531955,-5.78171516383441,9,330.47448521288,1.00691901662357,1.10286334317953,1.05236266976089,114.487882486338
3801497467.10209,316.944211959839,5.28240353266398,0.088040058877733,83.925731617074,8.41164348966755e-07,189,456,7,63,0,30.1531359758652,32.8912086974412,30.2542630140379,-3.10173938727905,-3.04008018494704,-3.07090978611304,30.2036994949516,23.7428755436937,10,83.925731617074,3801497471.39321,321.235330820084,5.35392218033473,0.0892320363389121,346.988563401746,1.04092338307112e-05,216,527,11,62,0,-34.7179647757422,-37.7319073373323,-33.8942474859564,-3.67244370130168,-4.021082503058,-3.84676310217984,-34.3061061308493,-26.9677430868907,10,346.988563401746,1.00691892254401,1.10295852408986,1.0518849743956,528.017794892415
