Row,02-05-2026_with IL3_30min_10uM-Verteporfin_rep1,02-05-2026_with IL3_30min_10uM-Verteporfin_rep2,02-05-2026_with IL3_30min_10uM-ZT-1A_rep1,02-05-2026_with IL3_30min_10uM-ZT-1A_rep2,02-05-2026_with IL3_30min_10uMwnk-in-11_rep1,02-05-2026_with IL3_30min_10uMwnk-in-11_rep2,02-05-2026_with IL3_30min_10uMwnk463_rep1,02-05-2026_with IL3_30min_10uMwnk463_rep2,02-05-2026_with IL3_30min_20uM-ZT-1A_rep1,02-05-2026_with IL3_30min_20uM-ZT-1A_rep2,02-05-2026_with IL3_30min_2uM-ZT-1A_rep1,02-05-2026_with IL3_30min_2uM-ZT-1A_rep2,02-05-2026_with IL3_30min_3uMwnk463_rep1,02-05-2026_with IL3_30min_3uMwnk463_rep2,02-05-2026_with IL3_30min_dmso_rep1,02-05-2026_with IL3_30min_dmso_rep2,02-05-2026_with IL3_30min_dmso_rep3,02-05-2026_with IL3_3h-45min_10uM-Verteporfin_rep1,02-05-2026_with IL3_3h-45min_10uM-Verteporfin_rep2,02-05-2026_with IL3_3h-45min_10uM-ZT-1A_rep1,02-05-2026_with IL3_3h-45min_10uM-ZT-1A_rep2,02-05-2026_with IL3_3h-45min_10uMwnk-in-11_rep1,02-05-2026_with IL3_3h-45min_10uMwnk-in-11_rep2,02-05-2026_with IL3_3h-45min_10uMwnk463_rep1,02-05-2026_with IL3_3h-45min_10uMwnk463_rep2,02-05-2026_with IL3_3h-45min_20uM-ZT-1A_rep1,02-05-2026_with IL3_3h-45min_20uM-ZT-1A_rep2,02-05-2026_with IL3_3h-45min_2uM-ZT-1A_rep1,02-05-2026_with IL3_3h-45min_2uM-ZT-1A_rep2,02-05-2026_with IL3_3h-45min_3uMwnk463_rep1,02-05-2026_with IL3_3h-45min_3uMwnk463_rep2,02-05-2026_with IL3_3h-45min_dmso_rep1,02-05-2026_with IL3_3h-45min_dmso_rep2,02-05-2026_with IL3_3h-45min_dmso_rep3,02-05-2026_with IL3_80min_10uM-Verteporfin_rep1,02-05-2026_with IL3_80min_10uM-Verteporfin_rep2,02-05-2026_with IL3_80min_10uM-ZT-1A_rep1,02-05-2026_with IL3_80min_10uM-ZT-1A_rep2,02-05-2026_with IL3_80min_10uMwnk-in-11_rep1,02-05-2026_with IL3_80min_10uMwnk-in-11_rep2,02-05-2026_with IL3_80min_10uMwnk463_rep1,02-05-2026_with IL3_80min_10uMwnk463_rep2,02-05-2026_with IL3_80min_20uM-ZT-1A_rep1,02-05-2026_with IL3_80min_20uM-ZT-1A_rep2,02-05-2026_with IL3_80min_2uM-ZT-1A_rep1,02-05-2026_with IL3_80min_2uM-ZT-1A_rep2,02-05-2026_with IL3_80min_3uMwnk463_rep1,02-05-2026_with IL3_80min_3uMwnk463_rep2,02-05-2026_with IL3_80min_dmso_rep1,02-05-2026_with IL3_80min_dmso_rep2,02-05-2026_with IL3_80min_dmso_rep3,02-06-2026_with IL3_26h_10uM-ZT-1A_rep1,02-06-2026_with IL3_26h_10uM-ZT-1A_rep2,02-06-2026_with IL3_26h_10uMwnk-in-11_rep1,02-06-2026_with IL3_26h_10uMwnk-in-11_rep2,02-06-2026_with IL3_26h_10uMwnk463_rep1,02-06-2026_with IL3_26h_10uMwnk463_rep2,02-06-2026_with IL3_26h_20uM-ZT-1A_rep1,02-06-2026_with IL3_26h_20uM-ZT-1A_rep2,02-06-2026_with IL3_26h_2uM-ZT-1A_rep1,02-06-2026_with IL3_26h_2uM-ZT-1A_rep2,02-06-2026_with IL3_26h_3uMwnk463_rep1,02-06-2026_with IL3_26h_3uMwnk463_rep2,02-06-2026_with IL3_26h_dmso_rep1,02-06-2026_with IL3_26h_dmso_rep2,02-06-2026_with IL3_26h_dmso_rep3,02-05-2026_no IL3_30min_10uM-Verteporfin_rep1,02-05-2026_no IL3_30min_10uM-Verteporfin_rep2,02-05-2026_no IL3_30min_10uM-ZT-1A_rep1,02-05-2026_no IL3_30min_10uM-ZT-1A_rep2,02-05-2026_no IL3_30min_10uMwnk-in-11_rep1,02-05-2026_no IL3_30min_10uMwnk-in-11_rep2,02-05-2026_no IL3_30min_10uMwnk463_rep1,02-05-2026_no IL3_30min_10uMwnk463_rep2,02-05-2026_no IL3_30min_20uM-ZT-1A_rep1,02-05-2026_no IL3_30min_20uM-ZT-1A_rep2,02-05-2026_no IL3_30min_2uM-ZT-1A_rep1,02-05-2026_no IL3_30min_2uM-ZT-1A_rep2,02-05-2026_no IL3_30min_3uMwnk463_rep1,02-05-2026_no IL3_30min_3uMwnk463_rep2,02-05-2026_no IL3_30min_dmso_rep1,02-05-2026_no IL3_30min_dmso_rep2,02-05-2026_no IL3_30min_dmso_rep3,02-05-2026_no IL3_4h_10uM-Verteporfin_rep1,02-05-2026_no IL3_4h_10uM-Verteporfin_rep2,02-05-2026_no IL3_4h_10uM-ZT-1A_rep1,02-05-2026_no IL3_4h_10uM-ZT-1A_rep2,02-05-2026_no IL3_4h_10uMwnk-in-11_rep1,02-05-2026_no IL3_4h_10uMwnk-in-11_rep2,02-05-2026_no IL3_4h_10uMwnk463_rep1,02-05-2026_no IL3_4h_10uMwnk463_rep2,02-05-2026_no IL3_4h_20uM-ZT-1A_rep1,02-05-2026_no IL3_4h_20uM-ZT-1A_rep2,02-05-2026_no IL3_4h_2uM-ZT-1A_rep1,02-05-2026_no IL3_4h_2uM-ZT-1A_rep2,02-05-2026_no IL3_4h_3uMwnk463_rep1,02-05-2026_no IL3_4h_3uMwnk463_rep2,02-05-2026_no IL3_4h_dmso_rep1,02-05-2026_no IL3_4h_dmso_rep2,02-05-2026_no IL3_4h_dmso_rep3,02-05-2026_no IL3_80min_10uM-Verteporfin_rep1,02-05-2026_no IL3_80min_10uM-Verteporfin_rep2,02-05-2026_no IL3_80min_10uM-ZT-1A_rep1,02-05-2026_no IL3_80min_10uM-ZT-1A_rep2,02-05-2026_no IL3_80min_10uMwnk-in-11_rep1,02-05-2026_no IL3_80min_10uMwnk-in-11_rep2,02-05-2026_no IL3_80min_10uMwnk463_rep1,02-05-2026_no IL3_80min_10uMwnk463_rep2,02-05-2026_no IL3_80min_20uM-ZT-1A_rep1,02-05-2026_no IL3_80min_20uM-ZT-1A_rep2,02-05-2026_no IL3_80min_2uM-ZT-1A_rep1,02-05-2026_no IL3_80min_2uM-ZT-1A_rep2,02-05-2026_no IL3_80min_3uMwnk463_rep1,02-05-2026_no IL3_80min_3uMwnk463_rep2,02-05-2026_no IL3_80min_dmso_rep1,02-05-2026_no IL3_80min_dmso_rep2,02-05-2026_no IL3_80min_dmso_rep3,02-06-2026_no IL3_26h_10uM-ZT-1A_rep1,02-06-2026_no IL3_26h_10uM-ZT-1A_rep2,02-06-2026_no IL3_26h_10uMwnk-in-11_rep1,02-06-2026_no IL3_26h_10uMwnk-in-11_rep2,02-06-2026_no IL3_26h_10uMwnk463_rep1,02-06-2026_no IL3_26h_10uMwnk463_rep2,02-06-2026_no IL3_26h_20uM-ZT-1A_rep1,02-06-2026_no IL3_26h_20uM-ZT-1A_rep2,02-06-2026_no IL3_26h_2uM-ZT-1A_rep1,02-06-2026_no IL3_26h_2uM-ZT-1A_rep2,02-06-2026_no IL3_26h_3uMwnk463_rep1,02-06-2026_no IL3_26h_3uMwnk463_rep2,02-06-2026_no IL3_26h_dmso_rep1,02-06-2026_no IL3_26h_dmso_rep2,02-06-2026_no IL3_26h_dmso_rep3
Condition,VERTEPORFIN,VERTEPORFIN,ZT-1A,ZT-1A,WNK-IN-11,WNK-IN-11,WNK463,WNK463,ZT-1A,ZT-1A,ZT-1A,ZT-1A,WNK463,WNK463,DMSO,DMSO,DMSO,VERTEPORFIN,VERTEPORFIN,ZT-1A,ZT-1A,WNK-IN-11,WNK-IN-11,WNK463,WNK463,ZT-1A,ZT-1A,ZT-1A,ZT-1A,WNK463,WNK463,DMSO,DMSO,DMSO,VERTEPORFIN,VERTEPORFIN,ZT-1A,ZT-1A,WNK-IN-11,WNK-IN-11,WNK463,WNK463,ZT-1A,ZT-1A,ZT-1A,ZT-1A,WNK463,WNK463,DMSO,DMSO,DMSO,ZT-1A,ZT-1A,WNK-IN-11,WNK-IN-11,WNK463,WNK463,ZT-1A,ZT-1A,ZT-1A,ZT-1A,WNK463,WNK463,DMSO,DMSO,DMSO,VERTEPORFIN,VERTEPORFIN,ZT-1A,ZT-1A,WNK-IN-11,WNK-IN-11,WNK463,WNK463,ZT-1A,ZT-1A,ZT-1A,ZT-1A,WNK463,WNK463,DMSO,DMSO,DMSO,VERTEPORFIN,VERTEPORFIN,ZT-1A,ZT-1A,WNK-IN-11,WNK-IN-11,WNK463,WNK463,ZT-1A,ZT-1A,ZT-1A,ZT-1A,WNK463,WNK463,DMSO,DMSO,DMSO,VERTEPORFIN,VERTEPORFIN,ZT-1A,ZT-1A,WNK-IN-11,WNK-IN-11,WNK463,WNK463,ZT-1A,ZT-1A,ZT-1A,ZT-1A,WNK463,WNK463,DMSO,DMSO,DMSO,ZT-1A,ZT-1A,WNK-IN-11,WNK-IN-11,WNK463,WNK463,ZT-1A,ZT-1A,ZT-1A,ZT-1A,WNK463,WNK463,DMSO,DMSO,DMSO
Concentration,VERTEPORFIN_10UM,VERTEPORFIN_10UM,ZT-1A_10UM,ZT-1A_10UM,WNK-IN-11_10UM,WNK-IN-11_10UM,WNK463_10UM,WNK463_10UM,ZT-1A_20UM,ZT-1A_20UM,ZT-1A_2UM,ZT-1A_2UM,WNK463_3UM,WNK463_3UM,0UM,0UM,0UM,VERTEPORFIN_10UM,VERTEPORFIN_10UM,ZT-1A_10UM,ZT-1A_10UM,WNK-IN-11_10UM,WNK-IN-11_10UM,WNK463_10UM,WNK463_10UM,ZT-1A_20UM,ZT-1A_20UM,ZT-1A_2UM,ZT-1A_2UM,WNK463_3UM,WNK463_3UM,0UM,0UM,0UM,VERTEPORFIN_10UM,VERTEPORFIN_10UM,ZT-1A_10UM,ZT-1A_10UM,WNK-IN-11_10UM,WNK-IN-11_10UM,WNK463_10UM,WNK463_10UM,ZT-1A_20UM,ZT-1A_20UM,ZT-1A_2UM,ZT-1A_2UM,WNK463_3UM,WNK463_3UM,0UM,0UM,0UM,ZT-1A_10UM,ZT-1A_10UM,WNK-IN-11_10UM,WNK-IN-11_10UM,WNK463_10UM,WNK463_10UM,ZT-1A_20UM,ZT-1A_20UM,ZT-1A_2UM,ZT-1A_2UM,WNK463_3UM,WNK463_3UM,0UM,0UM,0UM,VERTEPORFIN_10UM,VERTEPORFIN_10UM,ZT-1A_10UM,ZT-1A_10UM,WNK-IN-11_10UM,WNK-IN-11_10UM,WNK463_10UM,WNK463_10UM,ZT-1A_20UM,ZT-1A_20UM,ZT-1A_2UM,ZT-1A_2UM,WNK463_3UM,WNK463_3UM,0UM,0UM,0UM,VERTEPORFIN_10UM,VERTEPORFIN_10UM,ZT-1A_10UM,ZT-1A_10UM,WNK-IN-11_10UM,WNK-IN-11_10UM,WNK463_10UM,WNK463_10UM,ZT-1A_20UM,ZT-1A_20UM,ZT-1A_2UM,ZT-1A_2UM,WNK463_3UM,WNK463_3UM,0UM,0UM,0UM,VERTEPORFIN_10UM,VERTEPORFIN_10UM,ZT-1A_10UM,ZT-1A_10UM,WNK-IN-11_10UM,WNK-IN-11_10UM,WNK463_10UM,WNK463_10UM,ZT-1A_20UM,ZT-1A_20UM,ZT-1A_2UM,ZT-1A_2UM,WNK463_3UM,WNK463_3UM,0UM,0UM,0UM,ZT-1A_10UM,ZT-1A_10UM,WNK-IN-11_10UM,WNK-IN-11_10UM,WNK463_10UM,WNK463_10UM,ZT-1A_20UM,ZT-1A_20UM,ZT-1A_2UM,ZT-1A_2UM,WNK463_3UM,WNK463_3UM,0UM,0UM,0UM
