real_time_s,peak_time_s,peak_time_m,peak_time_h,avg_baseline,bl_slope,pk_fwhm,transit_t,valve_state,pk_order,segment_num,pk_ht1_hz,pk_ht2_hz,pk_ht3_hz,node_dev_1,node_dev_2,node_dev_mean,avg_pk_ht_hz,mass_pg
3808151648.45886,27.410219669342,0.456836994489034,0.00761394990815057,198.42934293557,-0.000326344284568313,96,188,5,2,0,106.374176235421,114.21904591458,106.287468510665,0.587344958471757,0.774116478637602,0.680730718554679,106.330822373043,85.4628469646925
3808151648.53034,27.4817047119141,0.458028411865234,0.00763380686442057,198.434384519853,3.03532900823179e-05,87,178,5,3,0,68.1506340724739,72.9190304154028,67.8429565978309,0.337830741238788,0.552216743715831,0.44502374247731,67.9967953351524,54.6520715642552
3808151648.65669,27.6080493927002,0.460134156545003,0.00766890260908339,198.459451332254,-6.10861908389733e-05,123,215,5,4,0,99.094229444292,182.4972819908,76.351200906951,-30.1258705485493,-9.52166307325991,-19.8237668109046,87.7227151756215,70.5066773214585
3808151648.7161,27.6674592494965,0.461124320824941,0.00768540534708235,198.492393179317,0.000137813147515009,88,179,5,5,0,78.1196232845149,83.8258737385613,77.8082960925742,0.150068712965675,0.641550361221769,0.395809537093722,77.9639596885445,62.6631282155188
3808151648.95101,27.9023711681366,0.465039519468943,0.00775065865781572,198.464147677779,2.93417469652065e-05,85,177,5,7,0,70.9657245226271,75.667929471916,71.1322868861678,0.271215132508796,0.391189726423134,0.331202429465965,71.0490057043975,57.1052698173045
3808151649.04758,27.998939037323,0.466648983955383,0.00777748306592306,198.456293900691,0.00015871020820474,84,176,5,8,0,62.0867411748294,66.6873576644238,61.8276198359739,0.602496896741934,0.748813323735349,0.675655110238642,61.9571805054017,49.7977624711702
3808151649.56358,28.5149457454681,0.475249095757802,0.00792081826263004,198.588752911677,0.000316503478926735,86,179,5,10,0,80.2611700801164,86.4963342887633,80.302587713239,-0.611699677236938,1.06250865430309,0.225404488533074,80.2818788966777,64.5261437564522
3808151649.61206,28.5634205341339,0.476057008902232,0.00793428348170386,198.622981152184,-0.000159381387616027,87,178,5,11,0,79.066408268561,84.239255632121,78.9827178703227,0.547152207940004,0.676006804199986,0.611579506069995,79.0245630694419,63.5155826817681
3808151649.71947,28.6708364486694,0.477847274144491,0.00796412123574151,198.573065690481,0.000134814890153119,84,174,5,12,0,69.2141528894163,73.0956895676364,68.9347355959478,0.370222668348228,0.413528261360591,0.391875464854409,69.074444242682,55.5182262841234
3808151649.8279,28.7792599201202,0.479654332002004,0.00799423886670007,198.600936958447,-6.8733182836783e-05,80,169,5,13,0,54.2469752920087,58.1102358994161,54.2523904170483,0.302883676892437,0.476336323087806,0.389609999990122,54.2496828545285,43.6029012115971
3808151649.85588,28.8072457313538,0.480120762189229,0.00800201270315382,198.62188594475,-0.000104389082977318,83,173,5,14,0,76.1355889511842,80.5111157447227,75.8251602631163,1.00042767102752,1.01735371138149,1.0088906912045,75.9803746071503,61.0688319948246
3808151650.1241,29.075464963913,0.484591082731883,0.00807651804553138,198.599440000058,0.000117298032957419,93,185,5,16,0,101.975952264045,109.567231451419,101.691491410193,0.61359999947288,0.85251914123048,0.73305957035168,101.833721837119,81.8483257345442
3808151650.54952,29.5008840560913,0.491681400934855,0.00819469001558092,192.657849416039,0.0121836963318414,77,123,5,18,0,169.577445488775,165.834203344084,165.834203344084,5.65295705871065,0,2.82647852935533,167.70582441643,134.792686516667
3808151650.76799,29.719354391098,0.495322573184967,0.00825537621974945,198.59844115913,-0.000433241895751146,97,191,5,19,0,122.610199664121,132.643443088613,122.34013173207,0.459530503007086,1.34017309165081,0.899851797328949,122.475165698095,98.4387791745822
3808151650.79648,29.7478396892548,0.495797328154246,0.00826328880257077,198.574848951655,-0.000120051886570114,93,187,5,21,0,113.387144831103,121.275422950275,113.036847445932,0.314796857196528,0.948480233112061,0.631638545154295,113.211996138517,90.9935546873602
3808151650.82647,29.7778315544128,0.496297192573547,0.00827161987622579,198.558134544691,-5.06711526672029e-05,81,170,5,22,0,60.147795158237,64.272115053464,60.1165242117134,0.368396031302714,0.498290456254098,0.433343243778406,60.1321596849752,48.3309114527864
3808151650.8966,29.8479659557343,0.497466099262238,0.00829110165437063,184.548322056634,-0.0854054045972802,101,192,5,23,0,195.441003260621,205.778042035005,269.013169090532,13.2041964525483,14.7001531081713,13.9521747803598,232.227086175576,186.651315996135
3808151651.05226,30.003618478775,0.500060307979584,0.0083343384663264,198.588698083405,-1.28306833223762e-05,82,171,5,24,0,65.4601769991041,69.6106392162979,65.5235487978883,0.224293555886209,0.436742083912072,0.330517819899141,65.4918628984962,52.6387451108983
3808151651.33088,30.2822465896606,0.504704109827677,0.00841173516379462,198.621462313317,-0.000104212653715836,94,187,5,25,0,113.512774785491,122.154269154857,113.110769480724,0.739099350357967,1.02213483438563,0.880617092371797,113.311772133108,91.0737491254933
3808151651.48435,30.4357106685638,0.507261844476064,0.00845436407460107,198.611682958744,-0.000260012843982905,91,183,5,26,0,95.8932907528735,102.55814737133,95.9480574611434,0.444822313616138,0.98808920221331,0.716455757914724,95.9206741070085,77.0957442913156
3808151651.839,30.7903652191162,0.513172753651937,0.00855287922753228,198.47919022995,-5.49178477202191e-05,82,173,5,27,0,63.130927533854,67.3112764277926,62.9403199351315,0.207928729157045,0.260607692309053,0.234268210733049,63.0356237344928,50.6645556228734
3808151652.00389,30.9552564620972,0.515920941034953,0.00859868235058255,198.673055252095,0.00178709338039774,99,193,5,28,0,42.6186631245829,45.7229552171297,42.3813895173885,-0.0923394406685172,0.78580717080528,0.346733865068381,42.5000263209857,34.1591757159836
3808151652.06086,31.0122227668762,0.516870379447937,0.00861450632413228,198.445230013355,-7.97421663362343e-05,80,170,5,29,0,57.685711187788,60.961855439115,57.6042933050102,0.0894656088357534,0.455205349192654,0.272335479014204,57.6450022463991,46.3318715619408
3808151652.23348,31.1848378181458,0.519747296969096,0.00866245494948493,198.180837358918,-0.00112208670734406,94,189,5,30,0,118.040670943926,125.943622131068,118.109053063976,0.616871575576698,0.865943911489812,0.741407743533255,118.074862003951,94.902057903947
3808151652.35445,31.3058156967163,0.521763594945272,0.00869605991575453,198.305003521201,7.97992654137794e-06,80,169,5,31,0,49.4598270068068,53.4472749550184,49.4785477812843,-0.0318448386774416,0.168005130368534,0.068080145845546,49.4691873940456,39.7606027807497
3808151652.41474,31.3661000728607,0.522768334547679,0.00871280557579464,198.302083381714,-2.67933955192787e-05,81,171,5,32,0,59.4024676248334,62.7322461841673,59.4378387680418,0.290934571370227,0.528582799286441,0.409758685328334,59.4201531964376,47.7586399306657
3808151652.53984,31.491201877594,0.524853364626567,0.00874755607710944,198.112118507417,0.00108870948541855,96,191,5,33,0,64.2915521485576,67.5947087460903,64.3927328907137,0.387689797636699,0.940340927959465,0.664015362798082,64.3421425196356,51.7146633197689
3808151652.83612,31.7874841690063,0.529791402816773,0.00882985671361287,198.166985739679,-0.000125906182480408,94,188,5,36,0,122.051684876449,131.890880681672,121.73812885905,0.762940845785772,1.33364177868033,1.04829131223305,121.89490686775,97.9723991493835
3808151653.32259,32.2739543914795,0.537899239857991,0.00896498733096653,197.953321335159,7.46346169383885e-05,96,191,5,38,0,116.468496421768,124.863824200701,116.412223794379,0.446412000600845,0.906693266575395,0.67655263358812,116.440360108073,93.5883354829845
3808151653.36209,32.3134560585022,0.538557600975037,0.00897596001625061,197.96351407362,0.000102541064321627,84,175,5,39,0,60.7162348487824,64.2650910972134,60.4740816787513,0.0507319326408283,0.352423056189795,0.201577494415312,60.5951582637669,48.7030441590051
