labels,dry_density_gcm3,dry_volume_fl,avg_buoyant_mass_h2o,avg_buoyant_mass_d2o,avg_density_h2o_gcm3,avg_density_d2o_gcm3,total_volume_fl,water_content
Rep1_wnk,1.62647554543245,193.904534907046,120.285135284471,103.60223208493,1.00614381702737,1.09218050104582,2018,0.903912519867668
Rep2_wnk,1.48611716255048,260.992985208361,125.329847173119,105.15027847865,1.00591327096671,1.08323170417426,2004,0.869763979436946
Rep3_wnk,1.62244085094766,191.0314927525,117.795199740402,101.613862482347,1.00581372814641,1.090518804911,1961,0.902584654384243
Rep1_dmso,1.32284617349843,475.276153096041,150.742971221529,107.591919851668,1.00567694411555,1.09646847886596,2941,0.83839641173205
Rep2_dmso,1.58299519755126,226.040118894354,130.458929385622,109.903759893117,1.00584575158678,1.09678168629186,2893,0.921866533392895
Rep3_dmso,1.43298191849545,328.468558591423,140.353372305622,110.771058647907,1.00568570205543,1.09574702720805,2772,0.881504848992993
