fl1_real_time_s,fl1_peak_time_s,fl1_peak_time_m,fl1_peak_time_h,fl1_avg_baseline,fl1_bl_slope,fl1_pk_fwhm,fl1_transit_t,fl1_valve_state,fl1_pk_order,fl1_segment_num,fl1_pk_ht1_hz,fl1_pk_ht2_hz,fl1_pk_ht3_hz,fl1_node_dev_1,fl1_node_dev_2,fl1_node_dev_mean,fl1_avg_pk_ht_hz,fl1_mass_pg,fl1_pair_id,fl1_bl_avg_hz,fl2_real_time_s,fl2_peak_time_s,fl2_peak_time_m,fl2_peak_time_h,fl2_avg_baseline,fl2_bl_slope,fl2_pk_fwhm,fl2_transit_t,fl2_valve_state,fl2_pk_order,fl2_segment_num,fl2_pk_ht1_hz,fl2_pk_ht2_hz,fl2_pk_ht3_hz,fl2_node_dev_1,fl2_node_dev_2,fl2_node_dev_mean,fl2_avg_pk_ht_hz,fl2_mass_pg,fl2_pair_id,fl2_bl_avg_hz,fl1_bl_dens_gcm3,fl2_bl_dens_gcm3,density_gcm3,volume_fl
3785675212.48686,292.915959596634,4.8819326599439,0.0813655443323983,-70.4576203773097,1.86605304497853e-06,201,500,11,2,0,6.66119327089076,6.55297215910947,6.6908159424689,-0.0742038636769824,-0.273379064363081,-0.173791464020032,6.67600460667983,5.80380191427072,1,-70.4576203773097,3785675216.96671,297.395812988281,4.95659688313802,0.0826099480523003,-190.333471508084,1.99257842001481e-06,310,731,7,4,0,-8.4154084430252,-9.46992637811724,-8.51073168541902,0.871476558780942,0.962561974927086,0.917019266854014,-8.46307006422211,-7.35739190326402,1,-190.333471508084,1.00211248208055,1.10432765532463,1.04718716347846,128.759688017229
3785675231.26733,311.69642996788,5.19494049946467,0.0865823416577445,-90.5487857632238,4.74517593215736e-08,203,504,11,5,0,14.9707135574877,16.8550424580331,14.936036714586,-0.766575515778442,-0.925897295158769,-0.846236405468605,14.9533751360369,12.9997554454206,2,-90.5487857632238,3785675235.93869,316.367792606354,5.27279654343923,0.0878799423906538,-184.042936948439,1.51029304912988e-05,268,388,7,7,0,-16.0970399798088,-18.8173742063746,-17.6230173077203,-1.23580180859745,-0.369259405492146,-0.8025306070448,-16.8600286437645,-14.6573096159088,2,-184.042936948439,1.00198128642075,1.10436873262483,1.05010684704632,270.121641731374
3785675247.29226,327.721358060837,5.46202263434728,0.0910337105724547,-73.0069965908732,3.52917031460182e-07,165,421,11,8,0,6.56718995293177,7.29049794336756,6.49097428514237,-0.301792170771206,-0.362465601559763,-0.332128886165485,6.52908211903707,5.67607446869986,3,-73.0069965908732,3785675253.76502,334.194114208221,5.56990190347036,0.0928316983911726,-495.105835350718,-1.22083507240488e-06,322,422,7,10,0,-7.56692727309869,-8.51837830232294,-7.60876447776537,-0.276109093588274,-0.301691734881781,-0.288900414235028,-7.58784587543203,-6.59651348547003,3,-495.105835350718,1.00209583460948,1.10233748648204,1.04845761934624,122.430025093486
3785675264.5445,344.973595619202,5.74955992698669,0.0958259987831116,-66.5960362024656,-2.55215916819033e-06,139,365,11,11,0,6.60364996625826,7.15588948007523,6.47975262194255,-0.450569090874664,-0.439867470029845,-0.445218280452255,6.5417012941004,5.68704498126,4,-66.5960362024656,3785675268.99644,349.425542116165,5.82375903526942,0.0970626505878237,-144.54513446757,-6.8414296759778e-07,268,600,7,13,0,-6.69197338655012,-7.86514863958695,-7.31839961089392,-0.553649847154735,-0.326208274467562,-0.439929060811149,-7.00518649872202,-6.08997704561591,4,-144.54513446757,1.00213769829245,1.10462665396277,1.05162892787912,114.910157390612
3785675279.98523,360.414324998856,6.00690541664759,0.10011509027746,-77.0844045058466,3.82185136576909e-06,149,382,11,14,0,6.53156814804131,6.42085616440856,6.37985990001667,-0.103548560481832,-0.253638361773087,-0.178593461127459,6.45571402402899,5.61229172507679,5,-77.0844045058466,3785675284.32724,364.756343364716,6.07927238941193,0.101321206490199,-134.163144846074,8.4570580639181e-07,276,564,7,16,0,-7.03444501595891,-8.59331972352677,-8.08874377131127,-0.0460310558741897,0.309613606309729,0.131791275217769,-7.56159439363509,-6.57369169170538,5,-134.163144846074,1.0020692090648,1.10469444853577,1.04933357522779,118.742557674908
3785675300.76376,381.192854642868,6.3532142440478,0.105886904067463,-189.439110845543,2.89545053457106e-06,175,366,11,17,0,14.3179310830764,16.3388081796729,14.4340622340012,-0.971814043882201,-0.739679330823952,-0.855746687353076,14.3759966585388,12.4978099689886,6,-189.439110845543,3785675304.60477,385.033864498138,6.41723107496897,0.106953851249483,-123.912990505622,4.9014422001897e-06,263,603,7,19,0,-15.4142336228026,-17.9568569296122,-16.8700241413232,-1.63878892720484,-1.13938969273597,-1.38908930997041,-16.1421288820629,-14.0332015967127,6,-123.912990505622,1.00133553087609,1.10476138222209,1.05005574769866,256.52205150282
3785675316.81124,397.240334033966,6.62067223389943,0.110344537231657,-73.8510917951599,8.5223004395051e-07,226,555,11,20,0,14.498641855397,16.523128322783,14.5667196361304,-0.718628502383975,-0.733757136434253,-0.726192819409114,14.5326807457637,12.6340236864659,7,-73.8510917951599,3785675321.61757,402.046664953232,6.70077774922053,0.111679629153676,-137.056805849746,2.42271010124435e-05,232,446,7,22,0,-14.9342108249324,-16.7202229154069,-15.3851010273844,-2.6817454089457,-2.53342169332557,-2.60758355113564,-15.1596559261584,-13.1790861851547,7,-137.056805849746,1.0020903226531,1.10467555287903,1.05229985707192,251.625987627771
3785675332.35177,412.780866622925,6.87968111038208,0.114661351839701,-78.3481957683775,5.25293051894778e-07,176,432,11,24,0,29.4628222645043,30.8608233463299,29.2096645261317,-2.99315299983809,-2.95162419412726,-2.97238859698267,29.336243395318,25.5035392583311,8,-78.3481957683775,3785675336.31956,416.748659849167,6.94581099748611,0.115763516624769,-126.432907195626,1.71780068808814e-05,236,440,7,25,0,-32.9315218710738,-36.8336490034263,-33.5042474010406,-4.36056499495006,-4.05020575384985,-4.20538537439996,-33.2178846360572,-28.8780541352341,8,-126.432907195626,1.00206095648585,1.10474492712222,1.05021704226608,529.601582959277
3785675347.31794,427.747035741806,7.12911726236343,0.118818621039391,-85.7395546003968,2.79279158813578e-06,198,478,11,28,0,6.41020138616994,6.01502617591619,6.36192299700591,-0.0200479741749106,-0.091286753760876,-0.0556673639678933,6.38606219158792,5.55173972395183,9,-85.7395546003968,3785675351.14251,431.571607112885,7.19286011854807,0.119881001975801,-137.260131092693,-1.75147930433166e-06,249,547,7,28,0,-7.18500423315575,-8.00310618874038,-7.11696093353957,-0.181635126314012,-0.245424093781626,-0.213529610047819,-7.15098258334766,-6.21672524980331,9,-137.260131092693,1.00201269078398,1.10467422516165,1.05044297627979,114.633636104265
3785675361.92137,442.350469827652,7.37250783046087,0.122875130507681,-102.470860247125,8.65804524443335e-08,133,336,11,31,0,6.47683400981388,6.81788245880987,6.62124756358342,-0.295528896027966,-0.16433939444951,-0.229934145238738,6.54904078669865,5.69342558818002,10,-102.470860247125,3785675366.2055,446.634601831436,7.44391003052394,0.124065167175399,-159.761850562937,-2.20012496016868e-07,271,648,7,31,0,-6.4812269202978,-7.23431167065058,-6.58549570754485,-1.5221489722973,-1.43453211498977,-1.47834054364353,-6.53336131392132,-5.67979459786752,10,-159.761850562937,1.00190343506678,1.10452728854171,1.05327685998725,110.824333728866
