fl1_real_time_s,fl1_peak_time_s,fl1_peak_time_m,fl1_peak_time_h,fl1_avg_baseline,fl1_bl_slope,fl1_pk_fwhm,fl1_transit_t,fl1_valve_state,fl1_pk_order,fl1_segment_num,fl1_pk_ht1_hz,fl1_pk_ht2_hz,fl1_pk_ht3_hz,fl1_node_dev_1,fl1_node_dev_2,fl1_node_dev_mean,fl1_avg_pk_ht_hz,fl1_mass_pg,fl1_pair_id,fl1_bl_avg_hz,fl2_real_time_s,fl2_peak_time_s,fl2_peak_time_m,fl2_peak_time_h,fl2_avg_baseline,fl2_bl_slope,fl2_pk_fwhm,fl2_transit_t,fl2_valve_state,fl2_pk_order,fl2_segment_num,fl2_pk_ht1_hz,fl2_pk_ht2_hz,fl2_pk_ht3_hz,fl2_node_dev_1,fl2_node_dev_2,fl2_node_dev_mean,fl2_avg_pk_ht_hz,fl2_mass_pg,fl2_pair_id,fl2_bl_avg_hz,fl1_bl_dens_gcm3,fl2_bl_dens_gcm3,density_gcm3,volume_fl
3785675212.48686,292.915959596634,4.8819326599439,0.0813655443323983,-70.4576203773097,1.31490145957927e-08,202,500,11,2,0,6.74181082686524,6.55465091892802,6.61468454146939,-0.10579675522665,-0.245057421765757,-0.175427088496204,6.67824768416732,5.80575193950028,1,-70.4576203773097,3785675216.96671,297.395812988281,4.95659688313802,0.0826099480523003,-190.333471508084,-9.34511225279771e-09,310,731,7,4,0,-8.59422460609409,-9.45960634064588,-8.31781918316451,0.948040405543022,0.862981047250636,0.905510726396829,-8.4560218946293,-7.35126455875411,1,-190.333471508084,1.00211621346052,1.10445292759936,1.04727398738841,128.565946336761
3785675231.26733,311.69642996788,5.19494049946467,0.0865823416577445,-90.5487857632238,-4.60691374699587e-09,203,504,11,5,0,14.9428119119854,16.8544487454134,14.9639383600884,-0.753869552182941,-0.937839057671768,-0.845854304927354,14.9533751360369,12.9997554454206,2,-90.5487857632238,3785675235.93869,316.367792606354,5.27279654343923,0.0878799423906538,-184.042936948439,-1.30717080448871e-07,268,388,7,7,0,-16.8115085399534,-18.8215460756867,-16.9171559484962,-0.891226106578063,-0.698498591289453,-0.794862348933758,-16.8643322442248,-14.6610509621273,2,-184.042936948439,1.00198486180003,1.10449405374331,1.05016112992961,269.837327591591
3785675247.29226,327.721358060837,5.46202263434728,0.0910337105724547,-73.0069965908732,-2.76286214333578e-08,165,421,11,8,0,6.47146149828241,7.2871977408888,6.58266243997773,-0.260968574134968,-0.400084314461139,-0.330526444298054,6.52706196913007,5.67431824614039,3,-73.0069965908732,3785675253.76502,334.194114208221,5.56990190347036,0.0928316983911726,-495.105835350718,-9.84648772534535e-09,322,422,7,10,0,-7.64614087219921,-8.51799197719818,-7.53469454680843,-0.239758765021603,-0.338042063448202,-0.288900414234903,-7.59041770950382,-6.59874931608856,3,-495.105835350718,1.00209954619447,1.10246039230868,1.04850028320797,122.289399077619
3785675264.5445,344.973595619202,5.74955992698669,0.0958259987831116,-66.5960362024656,-6.25499973622591e-09,139,365,11,11,0,6.58991346508607,7.15560840932691,6.49302459714395,-0.444724401356534,-0.444890376932042,-0.444807389144288,6.54146903111501,5.68684306283144,4,-66.5960362024656,3785675268.99644,349.425542116165,5.82375903526942,0.0970626505878237,-144.54513446757,-1.20294377745828e-08,268,600,7,13,0,-6.83518966838395,-7.86901479652466,-7.17400493099259,-0.485888955565931,-0.391012690418876,-0.438450822992403,-7.00459729968827,-6.08946482390825,4,-144.54513446757,1.00214145965624,1.10475228176751,1.05169278317012,114.766723864358
3785675279.98523,360.414324998856,6.00690541664759,0.10011509027746,-77.0844045058466,5.03043137005476e-09,149,382,11,14,0,6.54413980393901,6.4209789708918,6.36728824411898,-0.108540314279928,-0.249126349433085,-0.178833331856506,6.45571402402899,5.61229172507679,5,-77.0844045058466,3785675284.32724,364.756343364716,6.07927238941193,0.101321206490199,-134.163144846074,-2.26038936926547e-08,276,564,7,16,0,-7.34445008314536,-8.70531336715518,-7.92833044039286,0.163623376492057,0.308304939766188,0.235964158129122,-7.63639026176911,-6.6387156735974,5,-134.163144846074,1.00207288899018,1.10482015695294,1.04914229503952,119.23438590225
3785675300.76376,381.192854642868,6.3532142440478,0.105886904067463,-189.439110845543,-2.77899947756161e-08,175,366,11,17,0,14.2257803590469,16.318222757201,14.4978890266659,-0.918407403377097,-0.754986901379834,-0.836697152378465,14.3618346928564,12.4854982274036,6,-189.439110845543,3785675304.60477,385.033864498138,6.41723107496897,0.106953851249483,-123.912990505622,-2.85043445505956e-08,263,603,7,19,0,-15.7784439256408,-18.0040151926396,-16.5668373629466,-1.45051664429001,-1.24047049136668,-1.34549356782834,-16.1726406442937,-14.0597270763186,6,-123.912990505622,1.00133833840746,1.10488717022803,1.05004234228586,256.354657382521
3785675316.81124,397.240334033966,6.62067223389943,0.110344537231657,-73.8510917951599,6.21761402720919e-10,226,555,11,20,0,14.5037127145986,16.5231937001648,14.5615443450563,-0.720953101609281,-0.731495564332805,-0.726224332971043,14.5326285298274,12.6339782924063,7,-73.8510917951599,3785675321.61757,402.046664953232,6.70077774922053,0.111679629153676,-137.056805849746,-5.8373233840271e-08,232,446,7,22,0,-15.3825965940444,-16.9366440398862,-15.2206810556978,-2.33959833536429,-2.46610289666495,-2.40285061601462,-15.3016388248711,-13.3025193862819,7,-137.056805849746,1.00209402768399,1.10480123882796,1.05212393889797,252.528497169793
3785675332.35177,412.780866622925,6.87968111038208,0.114661351839701,-78.3481957683775,-1.79955800703143e-08,177,432,11,24,0,29.3945146988448,30.8647912182514,29.2779720917912,-2.97006312218665,-2.98133760377998,-2.97570036298331,29.336243395318,25.5035392583311,8,-78.3481957683775,3785675336.31956,416.748659849167,6.94581099748611,0.115763516624769,-126.432907195626,-6.05753262599827e-08,236,440,7,25,0,-33.3823757898742,-37.0188101335663,-33.3067437042981,-4.03927498626369,-4.01673520913853,-4.02800509770111,-33.3445597470862,-28.9881794714486,8,-126.432907195626,1.00206462659834,1.10487069556192,1.05018053626177,530.043792930982
3785675347.31794,427.747035741806,7.12911726236343,0.118818621039391,-85.7395546003968,-1.60056039079556e-09,198,478,11,28,0,6.40161458798693,6.01508824698923,6.37001359205072,-0.0169088787357014,-0.0941833317267126,-0.055546105231207,6.38581409001882,5.55152403620946,9,-85.7395546003968,3785675351.14251,431.571607112885,7.19286011854807,0.119881001975801,-137.260131092693,4.88633218658694e-09,249,547,7,28,0,-7.14135978665987,-8.00572816587429,-7.16452635986378,-0.200289782663542,-0.223258335235201,-0.211774058949372,-7.15294307326183,-6.21842960679332,9,-137.260131092693,1.00201630350522,1.10479990953184,1.05049615964503,114.511974214591
3785675361.92137,442.350469827652,7.37250783046087,0.122875130507681,-102.470860247125,-3.96463299998142e-08,132,336,11,31,0,6.41014511417957,6.82012246817694,6.69155976040691,-0.269606371888323,-0.191716801227169,-0.230661586557746,6.55085243729324,5.69500055132165,10,-102.470860247125,3785675366.2055,446.634601831436,7.44391003052394,0.124065167175399,-159.761850562937,8.10199175601742e-09,271,648,7,31,0,-6.36182984921979,-7.22664751079635,-6.6937886083086,-1.58066744919303,-1.39302433319223,-1.48684589119263,-6.52780922876419,-5.6749678782408,10,-159.761850562937,1.00190691787543,1.10465279819412,1.05337037168235,110.661063920973
