labels,dry_density_gcm3,dry_volume_fl,avg_buoyant_mass_h2o,avg_buoyant_mass_d2o,avg_density_h2o_gcm3,avg_density_d2o_gcm3,total_volume_fl,water_content
Rep1_nvp,1.30728445033292,294.757311245067,88.3899288859207,63.6639752069371,1.00741087463582,1.09129667741554,2367,0.875472196347669
Rep2_nvp,1.40752053363649,208.290822917769,83.4420877939141,65.2212286637045,1.00691676902966,1.09439474273474,2256,0.907672507571911
Rep3_nvp,1.306306568296,319.538814291835,95.4750876381554,69.6553929277277,1.00751630129902,1.08831930098358,2320,0.862267752460416
Rep1_dmso,1.33233121798875,434.654315805063,141.379786607356,102.42150713472,1.00706173033741,1.09669222072027,3037,0.856880370166262
Rep2_dmso,1.39784675098383,349.615822749161,136.650212953754,106.642187142146,1.00698854588539,1.09281997529737,3048,0.885296646079671
Rep3_dmso,1.34547380496745,394.916158939027,133.750822528268,98.8448664507094,1.00679224053717,1.0951805105217,3092,0.872278085724765
