labels,dry_density_gcm3,dry_volume_fl,avg_buoyant_mass_h2o,avg_buoyant_mass_d2o,avg_density_h2o_gcm3,avg_density_d2o_gcm3,total_volume_fl,water_content,total_density_gcm3
Rep1_wnk,1.40213220129957,127.312887114659,50.2695965333125,38.7601604548935,1.00728139182858,1.0976841494697,756.4,0.831685765316421,1.07374040363888
Rep2_wnk,1.41322477649385,118.116339112781,47.8788620519986,37.3157869640901,1.00787135619962,1.09730077102277,754.2,0.843388571847281,1.07135433425849
Rep3_wnk,1.42241340038357,114.706776961365,47.5986832518848,37.6202494785453,1.0074537570844,1.09444455255153,754.5,0.847969811847097,1.07054014973104
Rep1_dmso,1.38003135373367,144.47745504056,53.888507829939,40.6105397818802,1.00704230976961,1.09894570081655,937.1,0.845824933261594,1.06454792051547
Rep2_dmso,1.40128627935636,135.813937514109,53.5384599083411,41.0481423696474,1.00708181928187,1.09904820923648,916.7,0.851844728358122,1.06548528814664
Rep3_dmso,1.47694305337579,113.638794766696,53.3881690321417,42.8740905770147,1.00713721689408,1.09965912789034,925.1,0.877160528843696,1.06484791739364
