real_time_s,peak_time_s,peak_time_m,peak_time_h,avg_baseline,bl_slope,pk_fwhm,transit_t,valve_state,pk_order,segment_num,pk_ht1_hz,pk_ht2_hz,pk_ht3_hz,node_dev_1,node_dev_2,node_dev_mean,avg_pk_ht_hz,mass_pg
3805465611.21751,26.6561794281006,0.44426965713501,0.0074044942855835,350.844342363162,0.000117376323502137,93,185,5,2,0,39.5779795518783,43.0967894630202,39.5147046044613,0.232459414356226,0.314181119804316,0.273320267080271,39.5463420781698,31.7851673260156
3805465611.34683,26.7855036258698,0.446425060431163,0.00744041767385271,350.581181659178,-0.000603983716784014,92,185,5,3,0,45.3008933287091,48.0405394480162,44.959069187081,0.418774977331268,0.0778614569299021,0.248318217130585,45.129981257895,36.2729883554511
3805465611.51696,26.9556274414062,0.449260457356771,0.00748767428927951,350.744455319763,-0.000195561016515144,89,181,5,6,0,31.4124016990525,33.634246942741,31.5046709384021,-0.0412259900403039,0.00583230953047229,-0.0176968402549158,31.4585363187273,25.2846353967654
3805465611.98811,27.4267823696136,0.457113039493561,0.00761855065822601,351.08174283317,-0.000212777044081507,92,183,5,7,0,25.5144034547768,28.2214776852965,25.6980972855473,0.411547144095641,0.124657273028686,0.268102208562163,25.606250370162,20.5808909202941
3805465612.10897,27.5476386547089,0.459127310911814,0.00765212184853024,351.059092550909,0.000333994305450889,151,248,5,8,0,53.1595428394368,58.5573287717662,36.4092489199852,0.158097857584093,-20.5995018153105,-10.2207019788632,44.784395879711,35.995225900221
3805465612.18766,27.6263267993927,0.460438779989878,0.00767397966649797,351.002156994828,-0.000411639086010304,91,184,5,9,0,24.2264257387039,26.4675308226478,24.5315511548966,0.0646100168676004,0.368162049938493,0.216386033403047,24.3789884468003,19.5944855149649
3805465612.36738,27.8060517311096,0.463434195518494,0.00772390325864156,350.715045132393,-0.000358574022120898,288,414,5,10,0,35.6917039618737,35.449383419689,26.167116586928,0.632006530593041,0.429387434437502,0.530696982515272,30.9294102744009,24.8593530831136
3805465612.42551,27.8641784191132,0.464402973651886,0.00774004956086477,350.520362948983,-5.962302582646e-05,86,180,5,11,0,27.5019943278591,29.1011363797173,27.3813566159892,-0.0686170511367466,0.424805882203821,0.178094415533537,27.4416754719242,22.0561043258364
3805465612.78848,28.2271521091461,0.470452535152435,0.00784087558587392,350.061074546473,-0.000405514502645802,87,176,5,15,0,21.2063893302626,23.0575490834526,21.5759956412922,0.113829395781696,0.0775152939153311,0.0956723448485135,21.3911924857774,17.1930600084191
3805465613.25108,28.6897490024567,0.478162483374278,0.00796937472290463,349.813780861799,-1.62567623241406e-05,89,179,5,17,0,40.0157580001,43.4056356801207,39.9772584452519,0.23986900570018,0.374226963320919,0.307047984510549,39.9965082226759,32.1469860297367
3805465613.45098,28.8896524906158,0.481494208176931,0.00802490346961551,349.60040373956,2.80554079027172e-05,198,296,5,18,0,31.3072315285821,63.1999707170903,35.6007216375717,-6.27455420500075,-10.5530989835354,-8.41382659426807,33.4539765830769,26.8884601592693
3805465613.70559,29.1442601680756,0.485737669467926,0.00809562782446543,349.30409394982,-6.48576427918196e-05,91,183,5,19,0,38.8486428073054,42.976777824658,38.8282527406068,-0.0853447431400374,0.56149965233773,0.238077454598846,38.8384477739561,31.2162009507162
3805465613.79011,29.2287781238556,0.48714630206426,0.00811910503440433,349.443627259879,-0.000279772627160017,88,182,5,20,0,34.8214149412821,37.5760140718577,34.8044300688105,0.0852560178638984,0.369506493032709,0.227381255448304,34.8129225050463,27.9807058954597
3805465613.92345,29.3621182441711,0.489368637402852,0.00815614395671421,349.370055093839,-0.000381269874004731,86,177,5,21,0,41.0912803256595,43.5596830744552,40.950219252898,0.393269997855505,-0.112386373150873,0.140441812352316,41.0207497892787,32.9702148763485
3805465614.11202,29.5506887435913,0.492511479059855,0.00820852465099759,349.115827986133,-0.000218493461409727,86,174,5,23,0,27.7408281777165,30.0201673690625,28.0563980864369,0.44116864810883,0.163822298601767,0.302495473355298,27.8986131320767,22.4233656001357
3805465614.39420,29.83287358284,0.497214559713999,0.00828690932856666,348.797455424004,-0.000369494137658097,85,174,5,24,0,29.8419928541595,31.9256155185181,29.7932912030231,0.509986075555574,0.736218013384992,0.623102044470283,29.8176420285913,23.9657751220735
3805465614.47950,29.9181718826294,0.498636198043823,0.00831060330073039,348.824465534538,-0.000484632311675746,86,177,5,25,0,30.5035968927171,32.3121394193325,30.5917360652682,0.0858236515606253,0.033437749703339,0.0596307006319822,30.5476664789926,24.5525284875863
3805465614.56795,30.0066220760345,0.500110367933909,0.00833517279889849,348.832279779394,-2.13098430575737e-05,88,179,5,26,0,38.1167346354112,40.3297091139313,38.0933281425942,0.0245099440597525,0.374374692561889,0.199442318310821,38.1050313890027,30.6267213354004
3805465614.85770,30.2963709831238,0.504939516385396,0.00841565860642327,348.593797109413,0.000122937744215054,106,204,5,27,0,55.3603793394469,65.2999154228608,65.2999154228608,-10.5206945536375,0,-5.26034727681875,60.3301473811539,48.4900430366657
3805465614.90116,30.3398337364197,0.505663895606995,0.00842773159344991,348.36717098051,0.000652847959584367,88,181,5,28,0,59.0275897319193,54.6823936592666,58.870579711976,-2.2119120163297,-2.28548650747163,-2.24869926190067,58.9490847219476,47.3800210876365
3805465615.06830,30.5069739818573,0.508449566364288,0.00847415943940481,348.507284549795,-9.27843116227137e-05,95,190,5,29,0,55.0211599364248,58.4426401562444,54.519386728347,0.552262923899367,0.343325985377671,0.447794454638519,54.7702733323859,44.0213231079718
3805465615.29917,30.7378351688385,0.512297252813975,0.00853828754689958,348.390587221457,0.00020325220119826,89,179,5,30,0,32.8092785600341,35.5677650201844,32.6121024223254,0.512746051423594,0.140990013553806,0.3268680324887,32.7106904911798,26.2910478181898
3805465615.36416,30.8028299808502,0.513380499680837,0.00855634166134728,348.434780912597,0.000151605577016188,87,179,5,31,0,30.3828324820084,33.3122068160737,30.4614228367918,0.365954742690829,0.0203278847105039,0.193141313700666,30.4221276594001,24.4516273124847
3805465615.43887,30.877537727356,0.514625628789266,0.00857709381315443,348.393606543751,7.0071741733865e-05,92,183,5,32,0,53.8054055858751,57.5008401370452,53.7095695347371,0.536729527916318,0.14062159222005,0.338675560068184,53.7574875603061,43.2073017967888
3805465615.76692,31.2055861949921,0.520093103249868,0.0086682183874978,348.145849856584,0.000280659568756953,87,182,5,33,0,33.9400769493778,36.061046957796,34.194788250405,0.56822486726613,0.516267843699702,0.542246355482916,34.0674325998914,27.381522250905
3805465615.85568,31.2943527698517,0.521572546164195,0.00869287576940325,348.017706868586,5.04068627482852e-05,91,183,5,34,0,48.6509701895367,51.7504005223385,48.6999257982793,0.352242188982944,0.484418430982676,0.41833030998281,48.675447993908,39.1226388548636
3805465616.01200,31.4506707191467,0.524177845319112,0.0087362974219852,348.136193162701,6.33795485339597e-05,165,257,5,35,0,30.3559102595811,33.2519542724499,36.3307292994675,0.028861481824188,0.177096415266778,0.102978948545483,33.3433197795243,26.7995203273696
