fl1_real_time_s,fl1_peak_time_s,fl1_peak_time_m,fl1_peak_time_h,fl1_avg_baseline,fl1_bl_slope,fl1_pk_fwhm,fl1_transit_t,fl1_valve_state,fl1_pk_order,fl1_segment_num,fl1_pk_ht1_hz,fl1_pk_ht2_hz,fl1_pk_ht3_hz,fl1_node_dev_1,fl1_node_dev_2,fl1_node_dev_mean,fl1_avg_pk_ht_hz,fl1_mass_pg,fl1_pair_id,fl1_bl_avg_hz,fl2_real_time_s,fl2_peak_time_s,fl2_peak_time_m,fl2_peak_time_h,fl2_avg_baseline,fl2_bl_slope,fl2_pk_fwhm,fl2_transit_t,fl2_valve_state,fl2_pk_order,fl2_segment_num,fl2_pk_ht1_hz,fl2_pk_ht2_hz,fl2_pk_ht3_hz,fl2_node_dev_1,fl2_node_dev_2,fl2_node_dev_mean,fl2_avg_pk_ht_hz,fl2_mass_pg,fl2_pair_id,fl2_bl_avg_hz,fl1_bl_dens_gcm3,fl2_bl_dens_gcm3,density_gcm3,volume_fl,total_volume_au,total_volume_fl,water_content
3796908203.09531,2639.27467489243,43.9879112482071,0.733131854136785,-410.097949600874,2.2928839350638e-06,263,628,11,39,0,55.6346056118688,58.8525458281243,55.516367122554,0.939520721733628,0.644216342051336,0.791868531892482,55.5754863672114,43.4215231779221,3,-410.097949600874,3796908209.6173,2645.79666233063,44.0966110388438,0.734943517314063,-30.7234625789765,1.79634632475813e-05,225,530,7,41,0,42.231738079189,45.2409399137815,41.6979761666415,0.175804086830602,0.52851420941676,0.352159148123681,41.9648571229152,32.7874416461411,3,-30.7234625789765,1.00885536316783,1.0859690251421,1.3237290690674,137.901394636524,115.682138077048,1123.13474216245,0.877217408152638
3796908284.0331,2720.2124683857,45.3368744730949,0.755614574551582,-410.874472848725,7.66248365797596e-06,281,657,11,60,0,55.2274312584564,56.9122476804499,55.2079998214182,1.61295190159791,1.50835122859257,1.56065156509524,55.2177155399373,43.141994283362,6,-410.874472848725,3796908290.76361,2726.94297456741,45.4490495761236,0.757484159602059,-34.9188987037095,5.39217797433659e-06,240,564,7,62,0,41.6725706502628,44.5688849963631,40.6143419471823,-0.167928703941369,-0.0581556508307725,-0.113042177386071,41.1434562987225,32.1456753340951,6,-34.9188987037095,1.00885088758107,1.08594484423263,1.31131456224241,142.635291102864,150.983437273293,1465.86799579895,0.902695678252309
3796908311.50109,2747.68045377731,45.7946742296219,0.763244570493698,-410.26614141533,-1.22644540400733e-06,275,637,11,68,0,76.516575353564,80.1095444314877,76.4725677382475,0.795955460470725,0.73698126962408,0.766468365047403,76.4945715459057,59.7657533650556,8,-410.26614141533,3796908317.75982,2753.93918013573,45.8989863355954,0.764983105593257,-33.3617130754755,1.35845067138091e-05,235,566,7,70,0,59.2376076254728,62.4716565375818,57.5842223449469,-0.30219427906676,-0.432079772390561,-0.36713702572866,58.4109149852099,45.6368637444853,8,-33.3617130754755,1.00885439377373,1.08595381926254,1.33498796634006,183.255446211075,141.64232453305,1375.17700042647,0.866740466024197
3796908325.13834,2761.31770563126,46.0219617605209,0.767032696008682,-410.870661745931,2.89574461585101e-06,287,673,11,72,0,87.0603213648036,91.6994807683772,87.4045970552079,1.10770886800639,1.36750543457434,1.23760715129037,87.2324592100057,68.1553414472522,9,-410.870661745931,3796908331.23374,2767.4131052494,46.1235517541568,0.768725862569279,-34.122326748924,2.51676231352812e-05,244,588,7,74,0,64.9501526494969,67.8339741831582,63.7562651575248,1.23250725467502,1.56972741691063,1.40111733579283,64.3532089035109,50.2796202900359,9,-34.122326748924,1.00885090954683,1.08594943537256,1.30280695789409,231.855550618708,172.694969523719,1676.66092011188,0.861715897449774
3796908351.99115,2788.17051172256,46.4695085287094,0.774491808811824,-410.384526074728,-1.84516763473611e-06,277,660,11,79,0,63.3856599243184,67.8724061349731,62.7747118998993,0.439169529789203,0.206252261317516,0.322710895553359,63.0801859121089,49.2849983633477,10,-410.384526074728,3796908358.2408,2794.42016506195,46.5736694176992,0.77622782362832,-35.1175484205225,1.47354710763522e-05,233,552,7,81,0,47.4486740400982,50.0545150004201,47.1146220885068,-0.00486990776274515,-0.100715826777795,-0.0527928672702698,47.2816480643025,36.9414882624531,10,-35.1175484205225,1.00885371144926,1.08594369929068,1.31665756088426,160.118200125871,123.304440417435,1197.13815112479,0.866249187718703
3796908433.72616,2869.90551948547,47.8317586580912,0.797195977634854,-411.617817073028,-2.9584652436501e-06,263,633,11,3,1,56.0223108688535,59.7103442311307,55.6142242719164,0.503725695744301,0.154282160405624,0.329003928074962,55.818267570385,43.611209860484,12,-411.617817073028,3796908440.49856,2876.67791962624,47.9446319937706,0.799077199896177,-39.6039008481476,7.78839960591546e-06,226,529,7,5,1,42.2246952038208,45.8180651620674,41.5522673571505,0.160608357644343,0.227222875314665,0.193915616479504,41.8884812804857,32.7277686566799,12,-39.6039008481476,1.00884660322568,1.08591784164951,1.31767998507316,141.212745848896,99.7587474172645,968.537726924738,0.854200056514815
3796908447.31472,2883.49408626556,48.0582347710927,0.800970579518212,-412.166031977693,-4.42756567638303e-07,263,636,11,7,1,48.2449487981824,53.0209759097921,48.4731785563189,0.740090899067385,0.141668695910408,0.440879797488897,48.3590636772507,37.783280751695,13,-412.166031977693,3796908453.99418,2890.17354679108,48.1695591131846,0.802825985219743,-39.3690420987656,5.83091662750822e-06,229,566,7,9,1,38.736000505377,41.2720354452596,38.049612337989,-1.01280190282604,-1.27546085065748,-1.14413137674176,38.392806421683,29.9965730014399,13,-39.3690420987656,1.008843443522,1.08591919528665,1.38283651754952,101.02668572123,81.99567997001,796.079657692833,0.873094752836643
3796908460.83092,2897.01028847694,48.2835048079491,0.804725080132484,-413.128461502448,5.03656853773339e-07,255,614,11,11,1,40.8026872079133,43.1076427552135,40.699286837316,0.596419427649603,0.43753717102881,0.516978299339206,40.7509870226147,31.8390362944196,14,-413.128461502448,3796908468.94931,2905.1286752224,48.4188112537066,0.806980187561777,-52.1793142776043,7.49771736798323e-06,219,533,7,13,1,31.1530055222155,34.2925214275666,31.6681271757568,-0.486597993215005,-0.543702262109734,-0.51515012766237,31.4105663489862,24.5412991213845,14,-52.1793142776043,1.00883789644167,1.08584536171547,1.34481101025196,94.7666196658731,74.602226045069,724.298092226366,0.869160749306163
3796908487.8105,2923.98986530304,48.7331644217173,0.812219407028622,-415.443480738614,-2.96265280648645e-08,267,632,11,18,1,56.4518342780637,58.7095220053789,56.6591995411454,0.269671220265971,-0.106045153865688,0.0818130332001416,56.5555169096046,44.1872280181896,15,-415.443480738614,3796908496.22642,2932.40578627586,48.8734297712644,0.814557162854407,-56.0293063542853,8.29310136426904e-06,227,550,7,20,1,43.1696478506463,46.2226093559625,42.072827921202,-0.065220253561477,0.0323395191735053,-0.0164403671939858,42.6212378859242,33.3002766094955,15,-56.0293063542853,1.00882455354503,1.08582317181504,1.32134137986847,141.391516540163,104.628604639664,1015.81819672557,0.860810214863319
3796908538.52807,2974.70743489265,49.5784572482109,0.826307620803515,-415.573922333186,6.41299338180676e-06,262,617,11,32,1,60.595923091912,64.2743648081511,60.9214169594876,1.73474847078917,0.976215077788316,1.35548177428874,60.7586700256998,47.4711814728653,16,-415.573922333186,3796908545.7985,2981.97786808014,49.699631134669,0.828327185577816,-49.3262849432221,3.20696094958298e-06,231,562,7,34,1,47.7443579059243,51.1598970195834,46.6027913126698,-1.62826984966006,-1.4629653344078,-1.54561759203393,47.1735746092971,36.8570497026099,16,-49.3262849432221,1.00882380172894,1.08586180549914,1.35337247857227,137.77786612848,114.957782741788,1116.10212108347,0.876554426762731
3796908616.22086,3052.40022063255,50.8733370105425,0.847888950175709,-414.847978438733,-5.15875020922976e-06,274,648,11,59,1,64.984929658893,68.3530891459564,64.9392295974156,-0.253246566650902,-0.497187425917486,-0.375216996284194,64.9620796281543,50.7553353221595,18,-414.847978438733,3796908623.12954,3059.30890417099,50.9884817361832,0.849808028936386,-46.5854917029965,1.56699025384061e-05,231,559,7,61,1,48.7365695066933,51.0561724723028,47.6148520144706,-0.0584821243615989,0.614940368057993,0.278229121848197,48.1757107605819,37.6400258124892,18,-46.5854917029965,1.0088279857954,1.08587760239634,1.30700464141616,170.219010661634,132.946358609546,1290.74960646836,0.868123910471395
3796908628.94129,3065.12064838409,51.0853441397349,0.851422402328915,-416.03619900315,-5.48234831361589e-07,268,635,11,63,1,63.9568379241832,67.3300848956208,63.8348710082855,0.74027801521775,0.748578277515399,0.744428146366575,63.8958544662344,49.9222860119784,19,-416.03619900315,3796908635.66813,3071.84749746323,51.1974582910538,0.853290971517563,-44.2844906496293,9.53441678336765e-06,231,554,7,65,1,48.4766447909298,50.9177459289664,47.3993838569023,-0.368427718800001,0.447190546665945,0.0393814139329722,47.938014323916,37.4543118942015,19,-44.2844906496293,1.00882113734079,1.08589086449747,1.3174115246512,161.775246620892,115.025102985119,1116.75571986192,0.85513819741985
3796908653.70512,3089.8844833374,51.49807472229,0.858301245371501,-416.590859285386,-5.5580141833694e-07,279,637,11,70,1,83.9322471605264,88.41432757724,83.6546574524525,0.380137753476503,0.37881512472335,0.379476439099926,83.7934523064895,65.4684208689347,20,-416.590859285386,3796908660.40358,3096.58294439316,51.609715739886,0.860161928998099,-46.6171425773679,1.22705913390844e-05,234,584,7,72,1,64.0776808661799,68.1397049531498,63.4761787418791,0.031757566215156,0.417379916709743,0.224568741462449,63.7769298040295,49.8293693266931,20,-46.6171425773679,1.00881794048838,1.08587741997265,1.33140543380221,202.947796259555,139.638327190205,1355.72059102426,0.85030263787155
3796908779.2069,3215.38625884056,53.589770980676,0.893162849677934,-413.456473011885,-3.09828022984334e-06,269,637,11,4,2,63.8825133386907,69.0764770000553,64.2951106895982,0.19088513459826,0.783088921550545,0.486987028074403,64.0888120141444,50.0730451179549,23,-413.456473011885,3796908786.29529,3222.47465085983,53.7079108476639,0.895131847461065,-47.7247361623206,3.8547641895219e-07,228,544,7,6,2,48.9481990384056,52.5402709417559,49.0171446559903,-1.36607163227037,-1.59905016098365,-1.48256089662701,48.9826718471979,38.2705102547603,23,-47.7247361623206,1.0088360059072,1.0858710362215,1.33566228460943,153.209972333881,119.443233466052,1159.6504650752,0.867882627612325
3796908804.79446,3240.97382068634,54.0162303447723,0.900270505746206,-412.769894703383,-6.25716693244569e-08,257,602,11,11,2,46.9166431439787,49.0603316799956,46.003336778521,0.526822528482551,0.579322417978096,0.553072473230323,46.4599899612498,36.2995209366021,24,-412.769894703383,3796908812.14283,3248.32219052315,54.1387031753858,0.902311719589763,-50.7248071410218,1.45420857021918e-05,219,548,7,13,2,34.65802618765,36.8609382011739,34.8380289277378,1.00908136091306,0.268129414351826,0.638605387632441,34.7480275576939,27.1488813253761,24,-50.7248071410218,1.00883996308529,1.08585374494532,1.31434466065917,118.818208770172,110.999799383385,1077.6748522534,0.889745772092831
3796908817.38522,3253.56457924843,54.2260763208071,0.903767938680119,-414.182679302143,-9.12050340653083e-07,277,664,11,15,2,67.1688648668252,70.6350556122738,66.7723107176955,0.689339962626445,0.0553148173597692,0.372327389993107,66.9705877922604,52.3245970506944,25,-414.182679302143,3796908823.50985,3259.68921279907,54.3281535466512,0.90546922577752,-40.4209116725922,-1.44576674530893e-06,249,602,7,17,2,50.5767516312181,53.6609876155387,49.271818795621,-0.650855334285782,-0.164403060830427,-0.407629197558105,49.9242852134196,39.0061994817674,25,-40.4209116725922,1.00883182032838,1.08591313270765,1.31166469414152,172.783741711547,140.547418625419,1364.54677795047,0.873376461325081
3796908830.04168,3266.2210392952,54.4370173215866,0.907283622026444,-413.404125833595,5.32989903898465e-06,264,630,11,19,2,45.9276824818895,47.2255210969023,45.5197163083359,0.932323430492134,1.33429027779117,1.13330685414165,45.7236993951127,35.724251875132,26,-413.404125833595,3796908836.87789,3273.05724954605,54.5509541591008,0.909182569318348,-44.5999271766285,1.01173219907025e-05,225,565,7,21,2,34.9212789468983,35.9739703515325,34.626392466712,-0.0977126387121177,0.483678670049234,0.192983015668558,34.7738357068052,27.1690454160223,26,-44.5999271766285,1.00883630761656,1.08588904644045,1.33058791730239,111.030530383406,93.4998156253861,907.771009943748,0.877688834334679
3796908842.90803,3279.0873901844,54.6514565030734,0.910857608384556,-412.085325092169,-3.90488236396395e-06,268,628,11,23,2,67.5975837548607,70.6809238328501,67.5499997802663,-0.202126335002496,-0.0354643071004162,-0.118795321051456,67.5737917675635,52.795884611213,27,-412.085325092169,3796908849.36364,3285.5430059433,54.759050099055,0.91265083498425,-40.7449008867522,1.9302040770228e-05,231,557,7,25,2,49.5086333944072,51.947871496172,48.6887828203866,0.595180711951573,1.39369484990788,0.994437780929727,49.0987081073969,38.3611702109939,27,-40.7449008867522,1.00884390868601,1.08591126535617,1.29072265995438,187.299980483265,123.512556642835,1199.15870993395,0.843807180040763
3796908856.51495,3292.6943166256,54.8782386104266,0.914637310173776,-411.243393318672,3.49663022005793e-06,271,660,11,27,2,62.5541172254948,67.0625837212319,62.5920930625834,1.01744482176389,1.22077534533538,1.11911008354963,62.5731051440391,48.8888125490062,28,-411.243393318672,3796908863.3897,3299.56906270981,54.9928177118301,0.916546961863836,-45.8946076312505,1.29880853377922e-06,233,563,7,29,2,47.9279028339528,50.3147037910904,47.2992607570599,-0.823757872591531,-0.763610817316375,-0.793684344953953,47.6135817955063,37.2008304499019,28,-45.8946076312505,1.0088487612628,1.08588158439123,1.33106376964606,151.727297850928,148.108401805995,1437.95485145404,0.894483962624067
3796908894.63122,3330.81058311462,55.5135097185771,0.925225161976284,-412.911705574198,-5.47803254640405e-06,259,604,11,39,2,45.7940698472869,46.9066521887692,46.4477829859094,-0.244550142702493,0.214784908971487,-0.014882616865503,46.1209264165982,36.0346081751447,30,-412.911705574198,3796908902.13966,3338.31902527809,55.6386504213015,0.927310840355025,-51.3112831125242,1.15671062050076e-05,223,525,7,41,2,34.1427363184596,37.7231174092353,34.0160283242777,-0.300135133678407,0.320185436673698,0.0100251514976457,34.0793823213687,26.6264640417006,30,-51.3112831125242,1.00883914574098,1.0858503647193,1.30380370640382,122.165890350247,102.925446542757,999.282575394315,0.87774640191035
3796908932.18217,3368.36153578758,56.139358929793,0.935655982163217,-413.862780925133,-7.0509283898434e-06,261,623,11,50,2,55.4245831276357,59.4488866645836,55.6906577711637,-0.818373941323741,-1.25755430364609,-1.03796412248491,55.5576204493997,43.4075644091363,31,-413.862780925133,3796908939.97802,3376.15738129616,56.2692896882693,0.937821494804488,-55.6712759982202,3.22040795999785e-05,224,538,7,53,2,39.346802692508,42.2860514590642,40.5830949983708,1.70672973844757,2.30956944728243,2.008149592865,39.9649488454394,31.2248990702588,31,-55.6712759982202,1.00883366410182,1.08582523536681,1.28315923208573,158.233753886485,94.5380401947555,917.850924642843,0.82760408075194
3796909044.29123,3480.47059082985,58.0078431804975,0.966797386341625,-413.666047388708,-5.08745477187509e-06,254,610,11,82,2,49.6839942401547,51.2808402285053,50.2676374722439,-0.849717855716348,0.00188071490884515,-0.423918570403751,49.9758158561993,39.0464607398524,33,-413.666047388708,3796909052.00562,3488.18498468399,58.1364164113998,0.968940273523331,-53.6375186012678,1.06453863391596e-05,218,527,7,84,2,37.2737137348711,40.2028232505997,36.6926424830886,0.243450470162814,1.2297585333396,0.736604501751208,36.9831781089799,28.895220364634,33,-53.6375186012678,1.00883479799963,1.08583695717642,1.30502143865098,131.830593891691,95.1997341518098,924.275178933092,0.8573686745068
3796909094.58571,3530.76506972313,58.8460844953855,0.980768074923091,-414.710862530813,-1.63369074066142e-06,268,624,11,96,2,55.4248968549071,59.3105051668964,55.1131651087613,0.0185547063077555,0.363954080698385,0.19125439350307,55.2690309818342,43.1820874034651,34,-414.710862530813,3796909101.64078,3537.82014799118,58.9636691331863,0.982727818886439,-49.9881898669011,4.919603709236e-06,225,564,7,98,2,42.8462221626755,44.2506029231015,41.4687324226744,-0.952549647040923,-0.803317246518376,-0.877933446779649,42.157477292675,32.9379371561667,34,-49.9881898669011,1.00882877607971,1.08585799052912,1.3335294287133,132.990454602489,126.207123033323,1225.31971610593,0.891464690517562
