real_time_s,peak_time_s,peak_time_m,peak_time_h,avg_baseline,bl_slope,pk_fwhm,transit_t,valve_state,pk_order,segment_num,pk_ht1_hz,pk_ht2_hz,pk_ht3_hz,node_dev_1,node_dev_2,node_dev_mean,avg_pk_ht_hz,mass_pg,total_volume_au,total_volume_fl,total_density_gcm3
3804677245,1245.504019,20.75840032,0.345973339,50.34587288,-0.00010938,226,362,0,20,0,76.60575278,81.96798626,76.89403609,0.523616689,0.431737919,0.477677304,76.74989444,61.68732957,85.53596547,1196.506494,0.051556201
3804677251,1251.766881,20.86278135,0.347713022,51.57092809,7.63E-06,222,356,0,21,0,76.79894608,82.08858611,76.84011938,0.468121724,0.421685182,0.444903453,76.81953273,61.74330099,87.77182515,1239.136485,0.049827684
3804677256,1257.058781,20.95097968,0.349182995,50.44962411,-0.000111302,226,362,0,22,0,76.83365093,83.07337604,76.81634791,0.445868521,0.434088176,0.439978349,76.82499942,61.74769481,83.41237866,1166.801032,0.052920501
3804677263,1263.590216,21.05983693,0.350997282,51.76958869,4.64E-05,222,359,0,23,0,76.80741049,82.02445032,76.69174419,0.432906409,0.366582397,0.399744403,76.74957734,61.6870747,91.75230747,1295.331748,0.047622607
3804677268,1269.002286,21.15003811,0.352500635,50.42667418,-9.91E-05,227,363,0,24,0,76.70745601,83.46952835,76.74874573,0.570134029,0.568264268,0.569199149,76.72810087,61.6698131,88.59093641,1239.240478,0.049764202
3804677275,1275.483913,21.25806522,0.354301087,52.29744868,6.91E-05,223,360,0,25,0,76.8482015,82.52453034,76.7872183,0.531687493,0.520248813,0.525968153,76.8177099,61.7418359,90.90919068,1283.428877,0.04810694
3804677280,1280.842803,21.34738006,0.355789668,50.56995041,-0.000104208,225,362,0,26,0,76.89813182,82.44936407,76.76568951,0.536206871,0.581772422,0.558989646,76.83191067,61.75324969,82.65606997,1156.221526,0.053409531
3804677286,1287.186953,21.45311588,0.357551931,52.81162271,0.000107685,223,359,0,28,0,76.9024233,82.0325132,76.94877779,0.633695637,0.374078659,0.503887148,76.92560054,61.82855244,89.0253573,1256.833478,0.04919391
3804677300,1300.203702,21.67006171,0.361167695,53.2388405,7.47E-05,221,325,0,30,0,76.84969768,83.09242166,76.90918356,0.460484825,0.626029139,0.543256982,76.87944062,61.79145164,82.58244835,1165.874409,0.053000093
3804677320,1321.025955,22.01709925,0.366951654,53.55116663,-0.000145341,222,358,0,32,0,76.79933684,81.8685491,76.68662042,0.52748745,0.556536383,0.542011917,76.74297863,61.68177102,85.40469905,1205.718103,0.051157705
3804677340,1340.731622,22.34552704,0.372425451,50.4755758,-4.04E-05,223,359,0,35,0,76.67260817,81.96719285,76.7937267,0.506412438,0.480213376,0.493312907,76.73316744,61.67388533,86.87451758,1215.230621,0.050750766
3804677346,1347.154869,22.45258115,0.374209686,54.38974964,-2.67E-05,226,359,0,37,0,76.9621937,83.43495779,76.69857823,0.392418621,0.507776165,0.450097393,76.83038596,61.75202421,89.90247888,1269.216419,0.04865366
3804677352,1352.473606,22.54122676,0.375687113,50.7019856,-0.000108074,226,362,0,38,0,76.59862201,82.31817314,76.73772109,0.541685734,0.422838704,0.482262219,76.66817155,61.62164522,81.96648211,1146.575334,0.053744088
3804677358,1358.628736,22.64381226,0.377396871,54.65373543,2.01E-05,226,362,0,39,0,76.76514562,83.54343329,76.83080913,0.469637847,0.466686581,0.468162214,76.79797737,61.72597598,82.42183866,1163.606969,0.053047101
3804677370,1370.287677,22.83812795,0.380635466,54.65579277,-4.78E-05,222,356,0,42,0,76.89074035,82.19986503,76.75446771,0.381543259,0.430941274,0.406242266,76.82260403,61.74576953,80.14548697,1131.470114,0.054571277
3804677386,1387.148529,23.11914214,0.385319036,50.78169626,-0.000216276,225,361,0,45,0,76.72535889,81.82773894,76.81157316,0.515480319,0.455905696,0.485693007,76.76846603,61.70225639,83.28000095,1164.949287,0.052965616
3804677393,1393.620861,23.22701434,0.387116906,54.36947776,-0.000123438,224,358,0,46,0,76.61119305,82.9462432,76.71394117,0.589978431,0.402572146,0.496275288,76.66256711,61.61714068,83.30290546,1176.045608,0.052393496
3804677398,1398.982326,23.31637209,0.388606202,50.73113044,-2.74E-05,225,361,0,48,0,76.76487789,82.79296324,76.76178376,0.52521501,0.430510925,0.477862968,76.76333082,61.69812899,88.27199,1234.778946,0.049966943
3804677405,1405.330232,23.42217054,0.390369509,54.18628934,2.33E-05,224,361,0,49,0,76.72526801,82.0434476,76.66894215,0.588081612,0.397313053,0.492697333,76.69710508,61.6449004,89.9363482,1269.694576,0.048550968
3804677410,1410.631418,23.51052364,0.391842061,50.75621816,-6.09E-05,227,361,0,50,0,76.56165862,83.20521852,76.73034972,0.433621824,0.47128508,0.452453452,76.64600417,61.6038283,87.10490955,1218.453424,0.050559034
3804677416,1416.934244,23.61557074,0.393592846,54.10712872,-6.37E-05,224,361,0,51,0,76.70635798,82.65382983,76.77117853,0.506104331,0.556190414,0.531147372,76.73876825,61.67838696,82.70362844,1167.585193,0.052825599
3804677422,1422.231032,23.70385054,0.395064176,50.79115948,3.41E-05,223,361,0,52,0,76.73391888,82.06034743,76.76946169,0.423351765,0.489525692,0.456438728,76.75169029,61.68877297,81.99269563,1146.942018,0.053785433
3804677433,1433.838403,23.89730671,0.398288445,50.75267054,-0.000126041,226,362,0,54,0,76.71986482,82.78561877,76.58761007,0.427623958,0.493354944,0.460489451,76.65373744,61.61004388,78.68292041,1100.643744,0.055976372
3804677440,1440.223366,24.00372276,0.400062046,53.81443487,-0.000111622,221,358,0,55,0,76.87526723,81.97188291,76.70899515,0.393974005,0.511191917,0.452582961,76.79213119,61.72127714,86.00014551,1214.124439,0.050836039
3804677463,1464.18871,24.40314516,0.406719086,53.50141228,-4.31E-05,224,360,0,1,1,76.66489047,82.77323859,76.79952126,0.400347268,0.514190059,0.457268663,76.73220586,61.67311247,78.79272846,1112.372272,0.055442871
3804677469,1469.569744,24.49282906,0.408213818,50.71791346,-0.0001004,225,361,0,2,1,76.55452664,82.96389115,76.65187182,0.434961178,0.613412842,0.52418701,76.60319923,61.56942406,81.50707749,1140.149024,0.054001208
3804677475,1475.841336,24.5973556,0.409955927,53.62980757,9.96E-06,225,362,0,3,1,76.76229879,81.93373794,76.76304271,0.461633948,0.594843376,0.528238662,76.76267075,61.69759846,84.06871189,1186.857035,0.051984019
3804677480,1481.023324,24.68372207,0.411395368,50.83936502,-2.68E-05,222,355,0,4,1,76.5994803,82.13282146,76.74545428,0.378170003,0.55159737,0.464883687,76.67246729,61.6250979,87.85320067,1228.920777,0.050145704
3804677487,1487.382997,24.78971661,0.413161943,53.51407068,2.84E-05,225,361,0,5,1,76.56016999,83.55340651,76.76419934,0.238556088,0.447853888,0.343204988,76.66218466,61.61683329,91.89151714,1297.297069,0.047496317
3804677492,1492.622633,24.87704388,0.414617398,50.84428036,3.56E-05,228,366,0,6,1,76.69967133,83.28324548,76.72848667,0.364756034,0.556966723,0.460861379,76.714079,61.65854309,82.56740312,1154.981224,0.053384888
3804677498,1498.933609,24.98222681,0.416370447,53.34085024,-2.48E-05,223,359,0,7,1,76.80432683,82.13232544,76.74961813,0.4572991,0.474273399,0.46578625,76.77697248,61.7090934,83.41948175,1177.691397,0.052398356
3804677503,1504.056146,25.06760243,0.417793374,50.65194846,6.99E-05,224,360,0,8,1,76.71981506,82.90739684,76.57743065,0.42325066,0.311466404,0.367358532,76.64862286,61.60593306,86.19311176,1205.698883,0.051095621
3804677515,1515.667427,25.26112378,0.42101873,50.56010593,6.84E-05,225,359,0,10,1,76.698698,81.65998359,76.80093198,0.421606558,0.441680255,0.431643406,76.74981499,61.68726571,87.50922995,1224.109196,0.050393597
3804677521,1521.957734,25.36596224,0.422766037,52.91884406,-2.96E-05,225,360,0,11,1,76.69256566,83.00722901,76.75431319,0.375799779,0.458853596,0.417326687,76.72343943,61.66606649,77.98874731,1101.021906,0.056008029
3804677539,1539.46054,25.65767567,0.427627928,52.84576449,-2.20E-05,224,359,0,13,1,76.55521396,82.65138505,76.72946073,0.537793759,0.59811043,0.567952095,76.64233734,61.60088111,87.89408841,1240.862561,0.049643597
3804677544,1544.714963,25.74524939,0.42908749,50.67678225,1.04E-05,225,361,0,14,1,76.62371657,82.66881913,76.79300429,0.53299645,0.4755465,0.504271475,76.70836043,61.65394682,84.21486665,1178.02651,0.052336638
3804677550,1551.094703,25.85157838,0.43085964,52.90386178,4.65E-06,223,359,0,15,1,76.78982165,82.26779961,76.68425444,0.565055267,0.586400155,0.575727711,76.73703805,61.67699631,79.37314778,1120.566459,0.055040909
3804677556,1556.447819,25.94079699,0.432346617,50.65390375,-1.85E-05,225,359,0,16,1,76.68111681,81.31791695,76.72839448,0.477377356,0.5365533,0.506965328,76.70475565,61.6510495,79.41288887,1110.854794,0.055498747
3804677562,1562.96383,26.04939717,0.43415662,52.80732962,-2.11E-05,223,357,0,17,1,76.68833445,82.92238755,76.62776997,0.482841334,0.487543834,0.485192584,76.65805221,61.61351185,85.94868676,1213.39796,0.050777662
3804677568,1568.226611,26.13711018,0.435618503,50.64597655,4.87E-06,224,361,0,18,1,76.72808384,81.50350257,76.72067228,0.357309888,0.514318454,0.435814171,76.72437806,61.66682091,81.96277577,1146.523488,0.05378592
3804677574,1574.420955,26.24034925,0.437339154,52.77630885,-1.57E-06,223,360,0,19,1,76.72580566,81.98822669,76.74998935,0.44096674,0.480503673,0.460735207,76.7378975,61.67768709,86.09516069,1215.465835,0.050744073
3804677579,1579.732916,26.32888194,0.438814699,50.55031191,-0.000152492,222,357,0,20,1,76.62511796,82.07524002,76.64073923,0.559014971,0.59300784,0.576011405,76.63292859,61.59331888,81.81209208,1144.415673,0.053820758
3804677590,1591.140646,26.51901076,0.441983513,50.57625325,-3.96E-05,225,361,0,22,1,76.67654768,82.82583247,76.75335976,0.374605701,0.475134147,0.424869924,76.71495372,61.65924615,87.26299734,1220.66481,0.05051284
3804677597,1597.238089,26.62063481,0.443677247,52.56592723,-1.26E-05,222,357,0,23,1,76.58477013,82.14126503,76.56087117,0.580077609,0.489683851,0.53488073,76.57282065,61.54500743,75.24539435,1062.292066,0.057936051
3804677602,1602.383925,26.70639875,0.445106646,50.55854386,-1.38E-05,222,359,0,24,1,76.65888231,81.82953893,76.73364426,0.397474765,0.578694487,0.488084626,76.69626329,61.64422381,87.60229808,1225.411065,0.050304935
3804677608,1608.553008,26.8092168,0.44682028,52.54251442,0.000151482,223,360,0,25,1,76.57536531,82.65787776,76.64006236,0.57402427,0.625768554,0.599896412,76.60771384,61.57305265,81.60890749,1152.130249,0.053442788
3804677613,1613.691989,26.89486648,0.448247775,50.63121056,-4.22E-05,227,365,0,26,1,76.58089715,83.1104153,76.64313486,0.447691525,0.380976096,0.414333811,76.61201601,61.57651049,78.3584855,1096.105437,0.056177543
3804677619,1620.012164,27.00020273,0.450003379,52.63301666,0.000139311,224,361,0,27,1,76.67029789,83.02246873,76.69145964,0.493204974,0.629072318,0.561138646,76.68087877,61.63185858,80.86286506,1141.597844,0.053987364
3804677624,1625.093353,27.08488921,0.45141482,50.59736379,-1.18E-05,226,360,0,29,1,76.66490855,82.80024591,76.64726334,0.5207856,0.4877924,0.504289,76.65608594,61.61193148,80.7183741,1129.11637,0.054566503
3804677631,1631.33758,27.18895967,0.453149328,52.69399448,-2.41E-05,222,356,0,30,1,76.79858966,82.09213471,76.67460754,0.555572798,0.610434535,0.583003666,76.7365986,61.67664311,89.46062012,1262.978389,0.048834282
3804677636,1636.549823,27.27583038,0.454597173,50.72759369,8.59E-06,222,359,0,31,1,76.64562917,81.68974101,76.65660341,0.438663739,0.585649047,0.512156393,76.65111629,61.60793714,92.71550304,1296.936334,0.047502669
3804677654,1654.422558,27.5737093,0.459561822,52.72513075,6.01E-05,222,361,0,34,1,76.79244023,81.94681822,76.61264639,0.534988244,0.532145775,0.533567009,76.70254331,61.64927134,90.22978879,1273.837283,0.048396504
3804677659,1659.655527,27.66092546,0.461015424,50.78715502,-4.42E-05,222,357,0,35,1,76.71850067,82.11594162,76.72915236,0.439728576,0.467599307,0.453663942,76.72382652,61.66637761,85.3205222,1193.4928,0.051668831
3804677665,1666.019711,27.76699518,0.462783253,52.69758559,-4.13E-05,224,358,0,36,1,76.60128006,82.76982311,76.65916993,0.603308331,0.555478059,0.579393195,76.63022499,61.59114587,85.06249538,1200.886974,0.051288046
3804677670,1671.178834,27.85298057,0.464216343,50.72328506,3.46E-05,224,359,0,37,1,76.67429262,81.74861298,76.65213064,0.499724762,0.471688313,0.485706538,76.66321163,61.61765871,85.52290449,1196.323793,0.051505837
3804677694,1694.554805,28.24258008,0.470709668,50.79267653,-7.85E-05,225,361,0,41,1,76.68539428,82.41791722,76.62875002,0.543992694,0.502287857,0.523140275,76.65707215,61.61272414,75.12932181,1050.934785,0.058626591
3804677713,1713.446771,28.55744618,0.475957436,52.58294027,-2.58E-06,223,359,0,44,1,76.60614429,81.34566015,76.57725445,0.364579378,0.509809425,0.437194401,76.59169937,61.5601811,80.44470047,1135.694321,0.054204886
3804677718,1718.69364,28.644894,0.4774149,50.77033171,4.95E-05,224,362,0,45,1,76.70265586,82.6807378,76.68689601,0.519395589,0.534709141,0.527052365,76.69477593,61.64302836,88.02528447,1231.327944,0.050062235
3804677724,1725.086702,28.75144504,0.479190751,37.46125131,-0.000619155,226,366,0,46,1,76.93507996,81.70935966,77.34744634,0.009467025,1.486740099,0.748103562,77.14126315,62.00189014,86.44021908,1220.337267,0.050807176
3804677736,1736.931911,28.94886518,0.482481086,25.6022137,-0.000137579,229,368,0,48,1,76.62915408,82.63033252,76.78163831,0.537342199,0.567447443,0.552394821,76.70539619,61.65156434,75.31760796,1063.311556,0.057980715
3804677748,1748.599899,29.14333165,0.485722194,28.07990657,2.48E-05,227,363,0,50,1,76.74147519,81.85029031,76.77461881,0.627167863,0.627551985,0.627359924,76.758047,61.69388215,75.84838394,1070.804893,0.057614494
3804677771,1771.410442,29.52350737,0.492058456,30.05293375,-8.18E-05,228,366,0,54,1,76.68983063,82.18146862,76.74599141,0.306671955,0.537839215,0.422255585,76.71791102,61.66162306,73.54804648,1038.329414,0.059385415
3804677782,1783.013859,29.71689765,0.495281628,30.87865385,-9.57E-05,228,366,0,56,1,76.70327918,81.87259732,76.60785186,0.51650309,0.555034914,0.535769002,76.65556552,61.61151319,79.34767571,1120.206852,0.055000122
3804677808,1808.371814,30.13953024,0.502325504,32.14252117,-5.33E-05,228,366,0,60,1,76.41196888,82.63125129,76.49818925,0.502906744,0.484157217,0.49353198,76.45507907,61.45037324,75.73959727,1069.269075,0.057469513
3804677831,1831.649916,30.52749859,0.508791643,33.6190089,-3.50E-05,228,367,0,64,1,76.44863952,81.49695916,76.61208049,0.583823093,0.602691422,0.593257257,76.53036,61.51087991,73.50387927,1037.705874,0.059275833
3804677836,1836.893548,30.61489246,0.510248208,31.73778628,4.45E-05,228,363,0,65,1,76.61630247,82.09193399,76.6454379,0.426319605,0.527605188,0.476962397,76.63087019,61.59166444,70.96001565,992.6130967,0.062050022
3804677842,1843.13556,30.718926,0.5119821,33.81425714,-0.000131009,227,362,0,66,1,76.63524425,81.76916517,76.48782974,0.594203239,0.457087528,0.525645384,76.56153699,61.53593825,79.941333,1128.587929,0.054524718
3804677848,1848.405737,30.80676228,0.513446038,32.14219099,5.28E-05,229,362,0,67,1,76.4867561,82.72377445,76.50099204,0.556872351,0.572727948,0.564800149,76.49387407,61.48155453,76.63086769,1071.938925,0.057355464
3804677854,1854.994437,30.91657395,0.515276232,34.2545369,-3.80E-05,226,362,0,68,1,76.53819847,82.20341824,76.34918851,0.543025523,0.298969471,0.420997497,76.44369349,61.44122214,71.81327533,1013.838432,0.060602578
3804677860,1860.209683,31.00349472,0.516724912,32.55357014,-7.87E-05,227,365,0,1,2,76.58362865,81.56662018,76.58523292,0.388443644,0.549021428,0.468732536,76.58443078,61.55433901,70.90853352,991.892947,0.062057442
3804677866,1866.747494,31.11245824,0.518540971,34.50280055,-9.28E-05,227,363,0,2,2,76.4995127,82.2114562,76.41667731,0.532393753,0.710640537,0.621517145,76.45809501,61.45279729,74.78210109,1055.751429,0.058207638
3804677878,1878.3619,31.30603166,0.521767194,34.8208276,-1.41E-05,227,366,0,4,2,76.58946627,81.49254872,76.50231947,0.621319392,0.54840725,0.584863321,76.54589287,61.52336437,79.48274763,1122.113757,0.054828099
3804677889,1890.103153,31.50171922,0.525028654,35.36632573,-8.14E-05,225,361,0,6,2,76.49478494,81.52473771,76.49365499,0.56888669,0.485152324,0.527019507,76.49421996,61.48183253,76.23714539,1076.293311,0.057123678
