real_time_s,peak_time_s,peak_time_m,peak_time_h,bl_slope,avg_baseline,pk_ht1_hz,pk_ht2_hz,pk_ht3_hz,node_dev_1,node_dev_2,node_dev_mean,avg_pk_ht_hz,mass_pg,pk_fwhm,transit_t,valve_state,pk_order,segment_num
3814280574.48263,8.32455563545227,0.138742593924205,0.00231237656540341,-0.000358415687224918,628.006144054925,10.9224867194217,11.5924285837891,10.6706199710908,-0.104059253449587,-0.0675768319275406,-0.0858180426885637,10.7965533452562,8.41382415666815,130,230,5,3,0
3814280574.55698,8.39890670776367,0.139981778462728,0.00233302964104546,-3.42722128049573e-05,627.967120839676,14.5406160788794,14.8777892541839,14.5305194638276,-0.158443826981639,-0.0920155067394412,-0.12522966686054,14.5355677713535,11.3276623876672,130,231,5,4,0
3814280574.90769,8.74961566925049,0.145826927820841,0.00243044879701402,5.38804066195476e-05,627.991004367832,8.07859310683344,8.84039551673046,8.1313206943051,0.0876093443613939,0.1004295434554,0.0940194439083971,8.10495690056927,6.31624556263845,142,249,5,5,0
3814280575.12497,8.96688866615295,0.149448144435883,0.00249080240726471,0.000113109116984011,628.003817784288,11.6630966597443,12.5372907694571,11.6759964102643,-0.0592423635949302,-0.124511887068417,-0.0918771253316734,11.6695465350043,9.09415342042679,133,235,5,6,0
3814280575.19518,9.03710675239563,0.150618445873261,0.00251030743122101,0.00054426221063955,628.065824390904,27.1457435404125,27.2834415390961,27.0635753327094,-0.261399026640244,-0.434634098622819,-0.348016562631532,27.104659436561,21.1228371715314,130,234,5,7,0
3814280575.27665,9.11857485771179,0.15197624762853,0.0025329374604755,5.46630268536514e-05,628.017267478413,8.90571223332182,9.49698018067844,8.92790459916767,0.0454149845604363,0.0604971553380418,0.0529560699492391,8.91680841624474,6.94892672261431,136,238,5,8,0
3814280575.57496,9.41688466072083,0.15694807767868,0.00261580129464467,1.68808884412494e-05,628.059608432667,13.4276761632351,13.7379425348142,13.375397172456,-0.0542646906684472,-0.103138148350745,-0.0787014195095962,13.4015366678455,10.4439045820059,140,249,5,11,0
3814280575.61228,9.4542019367218,0.157570032278697,0.00262616720464495,1.53394542178247e-05,628.084910880821,9.87950744560712,10.5628847208116,9.80766049479038,-0.0515983291066212,-0.0153093819927896,-0.0334538555497054,9.84358397019875,7.67116893217037,131,224,5,12,0
3814280576.16487,10.0067927837372,0.166779879728953,0.00277966466214922,-3.02077966817574e-05,628.045468607851,15.7254104693089,16.7897692340041,15.7446346208122,-0.074057896514399,-0.197680274269956,-0.135869085392177,15.7350225450605,12.2624052845085,132,234,5,13,0
3814280576.23937,10.0812928676605,0.168021547794342,0.0028003591299057,-0.000125806527985342,628.070059373245,14.3069691082658,14.2101361541846,14.3891690379631,-0.000952829694549524,-0.0582216321517282,-0.0295872309231388,14.3480690731144,11.1815434341327,150,264,5,14,0
3814280576.29777,10.1396911144257,0.168994851907094,0.00281658086511824,1.88243782968753e-05,628.072180608104,13.2371346014814,15.2734027710122,13.2868246688048,-0.0343109803108549,-0.0126267373343975,-0.0234688588226262,13.2619796351431,10.3351468798545,162,278,5,15,0
3814280576.37607,10.2179906368256,0.170299843947093,0.00283833073245154,-9.24648857801933e-06,628.051324586048,12.2582690795357,13.1844857620987,12.1237135811154,-0.0150333382107803,-0.108451910378059,-0.0617426242944195,12.1909913303255,9.50051873674049,130,232,5,16,0
3814280576.41502,10.2569453716278,0.17094908952713,0.00284915149211884,7.98784723696179e-05,628.094701366615,8.5304737373358,8.3283155295939,8.41403268480357,-0.0517311667526382,-0.101605696345201,-0.0766684315489198,8.47225321106968,6.60248196337844,154,261,5,17,0
3814280576.47202,10.3139390945435,0.171898984909058,0.00286498308181763,7.10759980166293e-05,628.065269620411,13.5138943862991,13.4724696694025,13.6384682965818,-0.211856449140054,-0.0335504446517741,-0.122703446895914,13.5761813414405,10.5800063106351,157,268,5,18,0
3814280576.57241,10.4143309593201,0.173572182655334,0.00289286971092224,-5.97337695332747e-05,628.059498746092,25.4435554305086,18.4892812188448,27.9451432649295,-3.53396263315328,-2.54807936290479,-3.04102099802903,26.694349347719,20.8030798539112,152,263,5,19,0
3814280576.85653,10.6984539031982,0.178307565053304,0.0029717927508884,0.000733414835594644,628.165119485324,14.9842433587854,16.571195332569,15.0261636204576,0.0176894645436011,-0.245917883927974,-0.114114209692187,15.0052034896215,11.6936525536801,135,238,5,20,0
3814280576.88246,10.7243831157684,0.178739718596141,0.00297899530993568,-0.000338982062381854,628.12860583385,9.34446302015712,9.47395200680652,9.10861322924334,-0.0890332004632807,-0.0422224882832663,-0.0656278443732735,9.22653812470023,7.19030109642644,135,235,5,21,0
3814280576.89847,10.7403898239136,0.179006497065226,0.00298344161775377,-0.000379250314782082,628.13433478385,13.0925687152722,13.3560118906186,13.3351597498355,-0.114829227009234,-0.0778954510239191,-0.0963623390165766,13.2138642325539,10.2976502340578,140,250,5,22,0
3814280576.91393,10.7558488845825,0.179264148076375,0.00298773580127292,9.88194527953267e-05,628.110085821527,19.8549122164524,20.7008690264718,19.6982497348384,-0.0858204720173199,0.100723960927751,0.00745174445521561,19.7765809756454,15.412018023539,133,242,5,23,0
3814280577.11244,10.954359292984,0.182572654883067,0.00304287758138445,-5.3447488125845e-05,628.059262601304,10.1501117217368,11.0575475786315,10.3257341831612,-0.0616755951012579,-0.198795881301444,-0.130235738201351,10.237922952449,7.97847986267496,128,231,5,24,0
3814280577.24725,11.0891757011414,0.184819595019023,0.00308032658365038,-6.95261083262833e-05,628.063039133827,13.0175294708491,13.1569970202992,13.0750373079086,-0.289330074187153,-0.233391223972201,-0.261360649079677,13.0462833893789,10.1670533943617,145,255,5,25,0
3814280577.54072,11.3826375007629,0.189710625012716,0.00316184375021193,-2.84008491315145e-06,628.056065010426,9.51520374322901,10.4033865191891,9.51641107341962,0.0206905157763573,-0.00540176478316133,0.00764437549659797,9.51580740832432,7.41573052825598,156,264,5,26,0
3814280577.78264,11.624564409256,0.193742740154266,0.00322904566923777,-0.000641626196793924,628.160243251377,8.75660391548705,10.0213399341247,8.76498207166637,0.0401124362197695,-0.0266734217093035,0.00671950725523302,8.76079299357671,6.8273428902486,152,261,5,27,0
3814280578.20667,12.0485961437225,0.200809935728709,0.00334683226214515,8.11949154747641e-05,628.060998718609,11.9494785529685,12.5981608378768,11.7865092367201,0.132446713424971,0.193014819007386,0.162730766216178,11.8679938948443,9.24880473706966,136,239,5,30,0
3814280578.31531,12.1572287082672,0.20262047847112,0.00337700797451867,-1.8666103754103e-05,628.072345568596,9.49899012707156,10.3866601820067,9.53658535595318,-0.0800298820824125,0.0534221707115434,-0.0133038556854345,9.51778774151237,7.41727381477373,131,223,5,31,0
3814280578.43076,12.2726867198944,0.204544778664907,0.00340907964441511,-0.000156580513231456,628.0811833371,14.9270596492236,15.0506331608224,14.9116593690946,-0.0891027549181563,-0.161067700105985,-0.125085227512071,14.9193595091591,11.6267537820608,131,238,5,32,0
3814280578.86246,12.7043874263763,0.211739790439606,0.00352899650732676,0.000105783269515085,628.043123134488,10.3319605369946,11.3180291416237,10.2471955673648,-0.125947578916031,-0.298708104665659,-0.212327841790845,10.2895780521797,8.01873501744805,135,238,5,34,0
3814280579.11911,12.9610295295715,0.216017158826192,0.00360028598043654,-0.00120473744792451,628.210971715346,16.2436027427373,17.5292737273231,17.5292737273231,-4.34661357048446,0,-2.17330678524223,16.8864382350302,13.1597110113302,135,245,5,35,0
3814280579.17004,13.0119626522064,0.21686604420344,0.00361443407005734,-8.59826182834186e-05,628.02616085728,15.1400407136565,15.094589005265,14.9222214543369,-0.0727524404451758,-0.123381427088355,-0.0980669337667653,15.0311310839967,11.713858096403,137,240,5,36,0
3814280579.43539,13.2773103713989,0.221288506189982,0.00368814176983303,8.5413905539622e-06,628.017812965223,11.3553269681699,11.8471667690537,11.4869718858759,0.0177121110533449,-0.00264993749788767,0.00753108677772862,11.4211494270229,8.90057594058242,134,238,5,37,0
3814280579.45241,13.2943363189697,0.221572271982829,0.00369287119971381,0.000163605610637939,628.046468737893,9.08180642395096,9.52632887219556,9.05908574557168,0.0648756809253073,0.0227814841011893,0.0438285825132484,9.07044608476132,7.06865755572383,126,220,5,38,0
3814280579.46189,13.3038098812103,0.221730164686839,0.00369550274478065,4.8578518746883e-05,628.038455685985,6.01236037360737,6.65994520212995,5.91314777901196,0.219477569768774,-0.0615472224764864,0.078965173646144,5.96275407630967,4.64681298588398,154,258,5,39,0
3814280579.87517,13.7170917987823,0.228618196646372,0.00381030327743954,-8.08383253198556e-05,627.989990067148,11.1077034232348,11.7642105079815,11.0470653312683,-0.0898210414717867,-0.0452800377870106,-0.0675505396293986,11.0773843772515,8.63267760418828,128,225,5,40,0
3814280579.93974,13.7816631793976,0.229694386323293,0.00382823977205488,-0.000496241633738201,628.055721921323,9.20501996180822,9.47896204215969,9.28930818864242,0.0953278194218222,0.0272578750583114,0.0612928472400668,9.24716407522532,7.20637503365739,135,241,5,41,0
3814280580.11011,13.9520366191864,0.232533943653107,0.00387556572755178,2.03303910365724e-05,627.968098640001,14.6024743518684,14.8049972048889,14.641575309851,-0.0381167649963004,0.096420039100519,0.0291516370521093,14.6220248308597,11.3950389357678,139,247,5,42,0
3814280580.14914,13.9910624027252,0.233184373378754,0.00388640622297923,-4.65612187987485e-05,627.991345039509,8.40283894245944,9.7440547191793,8.74250929150572,0.0906533634992688,0.0763641996060126,0.0835087815526407,8.57267411698258,6.68074062769335,130,219,5,43,0
3814280580.28372,14.125645160675,0.235427419344584,0.00392379032240974,-6.81296236414248e-05,627.943377675331,9.55010979063394,10.8140508718336,9.42989503405554,-0.150562013191882,0.0309612499706766,-0.0598003816106028,9.49000241234474,7.39562052725913,153,254,5,44,0
3814280580.32886,14.1707799434662,0.236179665724436,0.00393632776207394,0.00301686454941182,628.413353550077,9.00465512644762,10.0872555146552,8.51094788716098,-0.0460701523931388,0.230752449812701,0.0923411487097814,8.7578015068043,6.82501160517407,155,265,5,45,0
3814280580.68183,14.5237538814545,0.242062564690908,0.0040343760781818,6.41279872316357e-05,627.929697040849,14.7502775535464,15.0625542190376,14.6201620505692,-0.0863856128982006,-0.124909408831151,-0.105647510864676,14.6852198020578,11.4442871873388,130,232,5,46,0
3814280580.75959,14.6015145778656,0.24335857629776,0.00405597627162933,4.89175060133246e-06,627.927582707081,14.7082862919892,15.3873175835985,14.8267955570723,-0.0832467522902003,-0.0295887007504807,-0.0564177265203405,14.7675409245307,11.5084405728422,142,251,5,47,0
3814280581.01389,14.8558111190796,0.24759685198466,0.00412661419974433,-4.1456720568674e-05,627.911814092951,9.13567576149219,10.371893182988,8.98576231264133,-0.158695620734026,-0.212817147173642,-0.185756383953834,9.06071903706676,7.06107720426829,158,264,5,48,0
3814280581.24842,15.0903422832489,0.251505704720815,0.00419176174534692,8.840860300085e-05,627.932231509892,13.2377319007694,14.8619003698606,13.1859557625262,0.126025362908198,-0.0845651141333234,0.0207301243874371,13.2118438316478,10.2960757225071,137,238,5,49,0
3814280581.46802,15.3099374771118,0.25516562461853,0.00425276041030884,-0.00309564572017397,629.484920043596,12.8360045869553,14.7059369206481,13.1163635258067,1.86726460903957,0.394531688802122,1.13089814892085,12.976184056381,10.1124245287892,246,357,5,50,0
3814280581.7703,15.6122272014618,0.26020378669103,0.00433672977818383,-4.63503541372587e-05,627.916854305445,10.3614751123585,10.303627137683,10.3312577542261,-0.164449479144782,-0.26882412827384,-0.216636803709311,10.3463664332923,8.06299057174798,149,259,5,52,0
3814280581.8555,15.6974267959595,0.261623779932658,0.00436039633221096,2.83199684472753e-05,627.905386146114,14.6609309969906,16.158032547652,14.527142748936,-0.113033867317179,-0.106511079239429,-0.109772473278304,14.5940368729633,11.3732277383686,135,240,5,53,0
3814280581.97787,15.819797039032,0.263663283983866,0.00439438806639777,0.000610426666101259,628.005987554349,18.7455300987013,19.2491532093835,18.5957278734875,0.0840336880051316,0.0896912399268148,0.0868624639659732,18.6706289860944,14.5501424537871,134,241,5,54,0
3814280582.06979,15.9117102622986,0.26519517103831,0.00441991951730516,8.77975769679984e-06,627.903747970764,13.5873034319667,14.3026676226363,13.577392919589,-0.040803129787134,0.061176988748812,0.010186929480839,13.5823481757779,10.5848121646941,148,254,5,55,0
3814280582.21007,16.0519888401031,0.267533147335053,0.00445888578891754,-0.000112735204493209,627.896963813114,11.8178607685613,13.5514213801835,11.7562796366575,0.0497975905497593,-0.0688507815483719,-0.00952659549930631,11.7870702026094,9.18574037802847,165,272,5,56,0
3814280582.54442,16.3863410949707,0.273105684916178,0.00455176141526964,0.000527564871582022,627.984900299984,26.606169583929,25.1400144559563,26.0418503603867,-0.930836731196377,-1.44739928974453,-1.18911801047046,26.3240099721578,20.5144719728014,137,245,5,57,0
3814280582.60907,16.4509906768799,0.274183177947998,0.00456971963246663,0.00371637705544488,628.439952875267,14.8065442299481,16.1782109502954,14.5067497530392,0.442227292440408,0.541954786018384,0.492091039229396,14.6566469914936,11.4220202104563,141,250,5,58,0
3814280582.73902,16.580940246582,0.276349004109701,0.00460581673516168,1.60492493312367e-05,627.88151182712,11.0532473564939,11.9686822063336,11.0551094076601,-0.00382748604636959,-0.0744465586654621,-0.0391370223559159,11.054178382077,8.61459302140198,130,233,5,60,0
3814280582.91087,16.7527878284454,0.279213130474091,0.00465355217456818,7.01915078974617e-05,627.915058112983,18.0635378063146,19.6335127526885,18.057580906365,-0.231314947396291,-0.262269594903387,-0.246792271149839,18.0605593563398,14.0747112282901,134,236,5,62,0
3814280583.13404,16.9759585857391,0.282932643095652,0.0047155440515942,-6.22190280916354e-05,627.872185862668,6.93027613319286,7.41629852371847,7.07745473276746,0.256520609353122,0.127650888143984,0.192085748748553,7.00386543298016,5.45815782922554,132,232,5,63,0
3814280583.34458,17.1865048408508,0.286441747347514,0.00477402912245856,-0.00087309808796462,627.994611115056,13.0448791758028,14.7953561259339,13.2049886292679,0.1134791241589,-0.169188751501902,-0.0278548136715009,13.1249339025354,10.2283462501805,152,263,5,64,0
3814280583.67612,17.5180418491364,0.291967364152273,0.00486612273587121,6.86893194985872e-05,627.784488112042,16.0277386759263,16.272137991048,15.9257605729152,-0.121853481630067,-0.0777459824506902,-0.0997997320403784,15.9767496244207,12.4507847677198,138,242,5,65,0
3814280583.76881,17.6107287406921,0.293512145678202,0.0048918690946367,-8.12861527333874e-05,627.749859018504,16.0837343792628,16.5832317946148,15.9980908314424,0.042421764148096,-0.183406212161428,-0.0704922240066658,16.0409126053526,12.5007873955644,131,229,5,66,0
3814280583.87196,17.7138857841492,0.29523142973582,0.00492052382893032,4.1504399224215e-05,627.757725940952,13.6602744066182,13.7112033249212,13.5619630771086,-0.221949540026603,-0.0675342934311279,-0.144741916728866,13.6111187418634,10.607233253739,143,248,5,67,0
3814280584.15609,17.9980158805847,0.299966931343079,0.00499944885571798,2.28166456370359e-05,627.742274476545,15.5677741321563,15.9786937080471,15.4483160842368,-0.0443691727598863,-0.059805117906715,-0.0520871453333007,15.5080451081966,12.0855202935087,131,232,5,68,0
3814280584.2837,18.1256177425385,0.302093629042308,0.00503489381737179,-9.60597445778668e-06,627.7316288915,13.9061008407734,14.8031730694916,13.9875546984474,-0.168557624540797,-0.180910412820124,-0.17473401868046,13.9468277696104,10.8688534798374,136,245,5,69,0
3814280584.70986,18.5517866611481,0.309196444352468,0.00515327407254113,1.32521792779074e-05,627.68474939199,16.5767042462673,22.5290925522716,22.5290925522716,-6.81429884874459,0,-3.4071494243723,19.5528983992695,15.237700738721,173,291,5,70,0
3814280584.95256,18.7944848537445,0.313241414229075,0.00522069023715125,-0.000597138463896212,627.824322242491,7.23683639547091,6.8519775321313,6.8072077761244,0.299118017484078,0.11083873412712,0.204978375805599,7.02202208579766,5.47230742671234,135,239,5,71,0
3814280584.99111,18.8330278396606,0.313883797327677,0.00523139662212796,-4.48622684187608e-05,627.67127851819,13.5213994998429,13.7692758091956,13.3382709190303,-0.164761029476022,0.0272802764077017,-0.0687403765341602,13.4298352094366,10.4659578192959,139,243,5,72,0
3814280585.18626,19.0281872749329,0.317136454582214,0.00528560757637024,-3.920533396397e-05,627.651694075626,14.9680869585609,14.2527508029229,14.1061633430387,-0.0832409153173749,-0.0195796722826198,-0.0514102937999974,14.5371251507998,11.3288760635864,273,384,5,75,0
3814280585.66419,19.5061166286469,0.325101943810781,0.00541836573017968,-2.88248440697005e-05,627.610410311284,9.10954768667722,10.4412667468482,9.25313218994426,-0.0173888648687112,-0.105521901957912,-0.0614553834133116,9.18133993831074,7.15507785616444,163,264,5,77,0
3814280586.04008,19.8819992542267,0.331366654237111,0.00552277757061852,-9.67436528552698e-05,627.588376748968,12.4400082442979,12.9225274510524,12.4493124479587,-0.0582999595362506,-0.0929661993000291,-0.0756330794181398,12.4446603461283,9.69820464859654,130,229,5,78,0
3814280586.15019,19.9921073913574,0.333201789855957,0.00555336316426595,5.00798324180569e-05,627.573322144332,10.0908153548593,10.413648176704,10.2746668367493,-0.215872343499236,-0.232175421114947,-0.224023882307091,10.1827410958043,7.93547628332884,142,252,5,79,0
3814280586.22711,20.0690321922302,0.334483869870504,0.0055747311645084,-5.29244848792965e-05,627.577942767159,8.78877280391349,9.0137572548574,11.95728825481,-0.0256603827388261,-3.39401520395201,-1.70983779334542,10.3730305293618,8.08377007502564,241,350,5,80,0
3814280586.29415,20.1360757350922,0.335601262251536,0.00559335437085893,0.000908175644204644,627.70548980268,15.8795810028389,16.3048276751358,16.1533480237714,0.157674111761703,-0.0270941645914292,0.0652899735851369,16.0164645133052,12.4817348386164,129,237,5,81,0
3814280586.38375,20.2256751060486,0.33709458510081,0.0056182430850135,0.000209659370379629,627.601876719625,13.4790687239004,13.7272103703485,13.781432257971,-0.187189260444582,-0.351613225982008,-0.269401243213295,13.6302504909357,10.6221427500714,158,279,5,82,0
3814280586.58454,20.426465511322,0.340441091855367,0.00567401819758945,-0.000612515558522787,627.647205385287,10.2876144116831,11.2249234917511,10.3595043565414,0.0765785977639561,0.0733631301209,0.074970863942428,10.3235593841122,8.04521689016674,135,237,5,83,0
3814280586.64428,20.4862070083618,0.341436783472697,0.00569061305787828,-2.71149166449656e-05,627.54747383853,10.5894051343101,10.8352695483329,10.7210412050708,0.0409777348015811,-0.0787977253797974,-0.0189099952891081,10.6552231696905,8.30368463276502,126,224,5,84,0
3814280586.71239,20.5543079376221,0.342571798960368,0.0057095299826728,-4.36044477907109e-05,627.545927233755,11.550042750482,12.4119978732964,11.513772785114,0.0207310362513413,-0.123654625368138,-0.0514617945583985,11.531907767798,8.98689063503769,130,226,5,85,0
3814280586.77006,20.6119823455811,0.343533039093018,0.00572555065155029,-4.80163468264657e-05,627.539829576037,10.3793622128657,11.1582033052126,10.1721589561845,0.235275779032677,0.246297268615467,0.240786523824072,10.2757605845251,8.00796697514617,137,242,5,86,0
3814280586.90719,20.7491109371185,0.345818515618642,0.00576364192697737,0.000328130934572058,627.674176011378,7.91712637159593,8.68129025392858,9.3361324284669,0.128063792511901,0.184131931722603,0.156097862117252,8.62662940003141,6.72278833026832,376,517,5,87,0
3814280587.07481,20.9167363643646,0.34861227273941,0.00581020454565684,-5.48540397263618e-05,627.529878667631,7.69689005164386,7.62749784334266,7.54811370313106,0.0134753604994553,0.0915976091469089,0.0525364848231821,7.62250187738746,5.94026522903165,148,259,5,88,0
3814280587.33804,21.1799607276917,0.352999345461528,0.00588332242435879,-2.05042771192051e-05,627.566753843767,13.9173157880621,14.1448485453963,13.9284350307102,0.0721609460024238,0.0655792284530374,0.0688700872277306,13.9228754093862,10.8501872499194,136,238,5,89,0
3814280587.60191,21.4438302516937,0.357397170861562,0.00595661951435937,-0.000170096921210331,627.880141092749,16.0288148997228,16.4943906206125,16.20114978832,0.252296655650727,0.193601629811251,0.222949142730989,16.1149823440214,12.5585104240681,139,246,5,90,0
3814280587.75464,21.5965654850006,0.359942758083344,0.00599904596805572,-0.000318099597213653,627.576391427667,12.2159465155517,12.7313594467091,12.1055780972765,-0.0693766570204732,0.118004343744406,0.0243138433619662,12.1607623064141,9.47696106203772,132,236,5,91,0
3814280588.02285,21.8647720813751,0.364412868022919,0.00607354780038198,-3.15954247031385e-05,627.527228465897,11.8476776623359,13.2479946633927,11.7847815084447,-0.163003998102907,-0.109140719898641,-0.136072359000774,11.8162295853903,9.20846447444977,140,247,5,93,0
3814280588.06334,21.9052603244781,0.365087672074636,0.00608479453457726,6.2229719713145e-05,627.519140142036,15.7398896972649,16.3670416528165,15.6277251009833,-0.11086484874615,-0.0579176920120801,-0.0843912703791148,15.6838073991241,12.2224929885853,148,256,5,94,0
3814280588.63014,22.4720630645752,0.374534384409587,0.00624223974015978,1.31651747492325e-05,627.479215943498,9.97417340141516,10.1642564232771,9.98679406041635,-0.0161800870622804,-0.0965657199392805,-0.0563729035007805,9.98048373091575,7.77785580500177,144,251,5,97,0
3814280588.99563,22.8375499248505,0.380625832080841,0.00634376386801402,3.06821605941845e-05,627.458938300535,10.3243287261968,10.4305048902856,10.2392450060017,-0.225407522485364,-0.367617637002485,-0.296512579743924,10.2817868660993,8.0126632955238,136,243,5,100,0
3814280589.05879,22.9007079601288,0.381678466002146,0.00636130776670244,-0.000268518356336593,627.50075821848,15.7090510143758,15.9126502459851,15.42370129373,0.132503185806808,0.190092206024383,0.161297695915596,15.5663761540529,12.1309780564647,132,238,5,101,0
3814280589.62925,23.4711709022522,0.391186181704203,0.00651976969507005,-3.13374165280863e-05,627.388478871384,8.72739976117447,8.16294330644292,9.01574516348056,-0.259257205463304,-0.22928501292411,-0.244271109193707,8.87157246232752,6.9136740498726,333,452,5,102,0
3814280589.71311,23.5550336837769,0.392583894729614,0.00654306491216024,-1.51499964090604e-05,627.368987641522,12.0968624538992,13.6427220840136,12.0789002490154,-0.0233602847334896,0.0627229336471101,0.0196813244568102,12.0878813514573,9.42016446040316,142,247,5,103,0
