labels,dry_density_gcm3,dry_volume_fl,avg_buoyant_mass_h2o,avg_buoyant_mass_d2o,avg_density_h2o_gcm3,avg_density_d2o_gcm3
Rep1_low,1.72613413978093,139.811648153689,97.7734737164264,83.190194189098,1.02681133651244,1.13111794987342
Rep1_high,1.58294869800032,117.424970015061,65.30441299697,53.0562120506842,1.02681133651244,1.13111794987342
