real_time_s,peak_time_s,peak_time_m,peak_time_h,bl_slope,avg_baseline,pk_ht1_hz,pk_ht2_hz,pk_ht3_hz,node_dev_1,node_dev_2,node_dev_mean,avg_pk_ht_hz,mass_pg,pk_fwhm,transit_t,valve_state,pk_order,segment_num,total_volume_au,total_volume_fl,total_density_gcm3,snacs
3815066138,631.4983225,10.52497204,0.175416201,-0.002286273,741.4023202,71.42569887,77.2889488,71.3942022,0.271468411,0.504579712,0.388024062,71.40995054,54.30753107,104,202,0,319,0,204.2467122,1722.02034515957,1.04713710188306,0.000401963142301078
3815066138,631.5498061,10.5258301,0.175430502,0.000945918,741.2837016,93.5566832,97.15198106,93.90160426,-0.101064596,0.672812808,0.285874106,93.72914373,71.2813599,123,224,0,320,0,218.812124,1844.82249548582,1.05423860077293,0.000297760447096952
3815066139,632.4512546,10.54085424,0.175680904,-0.000206513,740.8179466,92.62271034,99.65077806,92.50216896,-0.091027292,0.110220266,0.009596487,92.56243965,70.39407714,122,227,0,325,0,409.5397649,3452.86247065311,1.03598716506617,-0.000297438373739292
3815066140,633.4756315,10.55792719,0.175965453,-1.88e-05,740.6205523,106.3815399,105.7382628,106.6666435,-1.750180134,-1.155234351,-1.452707242,106.5240917,81.01196509,112,213,0,326,0,432.1266229,3643.2940746201,1.03783591163127,-0.000751416459937237
3815066141,633.6962442,10.56160407,0.176026735,-0.000234298,740.2377125,99.00824067,106.4162495,98.59316089,-0.091891775,-0.002077708,-0.046984741,98.80070078,75.13829777,118,219,0,330,0,349.4079551,2945.88637908464,1.04110617644437,-0.000176494111794591
3815066141,634.1866753,10.56977792,0.176162965,-0.000332676,740.0480284,118.7457854,128.9033353,118.4376127,0.161921164,0.217556328,0.189738746,118.591699,90.18942503,117,218,0,333,0,297.7137794,2510.04865458562,1.05153134534075,3.51208907206528e-05
3815066141,634.2757335,10.57126222,0.176187704,-3.38e-05,739.9475003,62.75123836,68.47728015,62.69266955,-0.314801603,-0.132204169,-0.223502886,62.72195396,47.70027758,122,225,0,334,0,376.6642976,3175.68677985524,1.03062046041901,-0.000294234646995326
3815066143,635.9801786,10.59966964,0.176661161,-0.000201815,739.6562594,116.6818407,126.7860928,116.2417529,0.52551984,0.432080669,0.478800255,116.4617968,88.5696265,106,204,0,339,0,190.5404201,1606.46150164786,1.0707333638616,0.000506515619592924
3815066144,636.7429295,10.61238216,0.176873036,-0.000168017,739.4915381,120.4493467,131.732408,120.4992576,1.333440592,1.088606646,1.211023619,120.4743022,91.62115165,104,201,0,341,0,169.7398184,1431.08996722685,1.0796219369489,0.00110300893199242
3815066144,637.1191106,10.61865184,0.176977531,-8.3e-05,739.3329114,86.3992041,93.81099623,86.09115119,0.029782047,0.23737677,0.133579408,86.24517764,65.58977606,102,199,0,343,0,173.2372037,1460.57670205157,1.06050676591505,0.00034011724501563
